boletin,fecha_publicacion,fecha_firma,tipo,numero,objeto,tags,pdf
#1178,11/02/2025,17/01/2025,Decreto,DECRE-2025-66-SI-INTEN,"Expediente Nº 13517-2024 - Adjudicar a UNIVERSO DEPORTIVO S.A. (C.U.I.T. Nº 30-71509561-7), el Concurso de Precios Nº 190/2024 para la adquisición de “MATERIALES DEPORTIVOS”.",Adjudicación | Concurso de Precios,
#1178,11/02/2025,21/01/2025,Decreto,DECRE-2025-72-SI-INTEN,Expediente Nº 13112-2024 - Adjudicar el Concurso de Precios Nº 185/2024 para la provisión de “CLORO Y ÁCIDO A GRANEL PARA LAS PILETAS DE LOS CAMPOS DE DEPORTES MUNICIPALES”,Adjudicación | Concurso de Precios,
#1178,11/02/2025,23/01/2025,Decreto,DECRE-2025-80-SI-INTEN,"Expediente N° 12735-2024 (Cuerpos 0, 2 y 3) - Adjudicar la Licitación Pública N° 74/2024 para la adquisición de “COMPUTADORAS, NOTEBOOK, MONITORES Y KIT DE TECLADO Y MOUSE”.-",Adjudicación | Licitación Pública,
#1178,11/02/2025,29/01/2025,Decreto,DECRE-2025-118-SI-INTEN,"Expediente Nº 13487-2024 (Cuerpos 0 y 2) - Adjudicar el Concurso de Precios N° 188/2024, para la adquisición de “INSUMOS DE LIMPIEZA”.",Adjudicación | Concurso de Precios,
#1178,11/02/2025,29/01/2025,Decreto,DECRE-2025-119-SI-INTEN,"Expediente Nº 13759-2024 - Adjudicar a CIUDAD HOSPITALARIA S.R.L. (C.U.I.T. Nº 30-71165744-0), el Concurso de Precios Nº 193/2024 para la adquisición de “BIOMBOS DE ACRÍLICO”.",Adjudicación | Concurso de Precios,
#1178,11/02/2025,30/01/2025,Decreto,DECRE-2025-124-SI-INTEN,Expediente Nº 10965-2024 (Cuerpos 0 a 4) - Adjudicar la Licitación Pública Nº 60/2024 para la contratación del “SERVICIO DE DESOBSTRUCCIÓN Y DESAGOTE DE CONDUCTOS PLUVIALES Y CLOACALES EN DIFERENTES SECTORES DEL PARTIDO”.,Adjudicación | Licitación Pública,
#1178,11/02/2025,31/01/2025,Decreto,DECRE-2025-128-SI-INTEN,Expte. Nº12174/2024 -Adjudicar a Licitación Pública Nº 67/2024- Provisión de “INSUMOS DE HEMOTERAPIA”.-,Adjudicación | Licitación Pública,
#1180,20/02/2025,06/02/2025,Decreto,DECRE-2025-142-SI-INTEN,"Expediente Nº 12990-2024 - Adjudicar a INIESTA FRANCISCO JAVIER (C.U.I.T. Nº 20-11552971-5), el Concurso de Precios Nº 183/2024 para la adquisición de “SILLAS”.",Adjudicación | Concurso de Precios,
#1180,20/02/2025,06/02/2025,Decreto,DECRE-2025-146-SI-INTEN,Expediente Nº 13776-2024 - Adjudicación Concurso de Precios Nº 195/2024 para la adquisición de “SILLONES”.,Adjudicación | Concurso de Precios,
#1180,20/02/2025,07/02/2025,Decreto,DECRE-2025-148-SI-INTEN,Expediente Nº 13482-2024 - Adjudicación del Concurso de Precios Nº 184/2024 para la adquisición de “INDUMENTARIA PARA EL PERSONAL AFECTADO A LOS CAMPOS DE DEPORTES MUNICIPALES”.,Adjudicación | Concurso de Precios,
#1180,20/02/2025,12/02/2025,Decreto,DECRE-2025-157-SI-INTEN,"Expediente Nº 13446-2024 (Cuerpos 0 y 2) - Adjudicar a KARL STORZ ENDOSCOPÍA ARGENTINA S.A. (C.U.I.T. Nº 30-67820498-2), los renglones Nros. 5 y 6 correspondientes al Concurso de Precios Nº 189/2024.",Adjudicación | Concurso de Precios,
#1180,20/02/2025,13/02/2025,Decreto,DECRE-2025-164-SI-INTEN,"Expte Nº 12978-2024-Aprobar y adjudicar a EXANET S.A. la Licitación Pública Nº 76/2024 -“PROVISIÓN, INSTALACIÓN, PUESTA EN FUNCIONAMIENTO Y MANTENIMIENTO DE CÁMARAS"".-",Adjudicación | Licitación Pública,
#1180,20/02/2025,14/02/2025,Decreto,DECRE-2025-169-SI-INTEN,"Expte. Nº 29/2025.- Adjudicar el Concurso de Precios Nº 1/2025, para la contratación del “SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS ODONTOLÓGICOS”.-",Adjudicación | Concurso de Precios,
#1180,20/02/2025,14/02/2025,Decreto,DECRE-2025-171-SI-INTEN,Expediente Nº 13112/2024. Adjudicar el Concurso de Precios Nº 187/2024. Adquisición de “MAQUINARIAS PARA CAMPOS DE DEPORTES MUNICIPALES”.-,Adjudicación | Concurso de Precios,
#1183,11/03/2025,17/02/2025,Decreto,DECRE-2025-173-SI-INTEN,Expediente Nº 12686/2024 (Cuerpos 0 a 19) - Adjudicar la Licitación Pública Nº 70/2024 para la adquisición de “INSUMOS MÉDICOS DESCARTABLES”.,Adjudicación | Licitación Pública,
#1183,11/03/2025,17/02/2025,Decreto,DECRE-2025-176-SI-INTEN,Expediente Nº 13836/2024 - Adjudic Concurso de Precios Nº 196/2024 para la adquisición de “UN (1) ROBOT LIMPIA FONDO PARA NATATORIOS”.,Adjudicación | Concurso de Precios,
#1183,11/03/2025,19/02/2025,Decreto,DECRE-2025-187-SI-INTEN,Expte. Nº 13302/2024.- AdjudicaConcurso de Precios Nº 187/2024 para la adquisición de “MAQUINARIAS PARA CAMPOS DE DEPORTES MUNICIPALES”.-,Adjudicación | Concurso de Precios,
#1183,11/03/2025,20/02/2025,Decreto,DECRE-2025-190-SI-INTEN,"EX-2025-00000845-SI-SECAMEP.- Adjudicación del Concurso de Precios N° 12/2025, para la provisión de “MATERIALES PARA REALIZAR TRABAJOS DE SEÑALAMIENTO VERTICAL”.-",Adjudicación | Concurso de Precios,
#1183,11/03/2025,20/02/2025,Decreto,DECRE-2025-192-SI-INTEN,"Expediente Nº 316/2025 - Adjudicar a la firma EL ZORZAL CONSULTORES S.R.L. (C.U.I.T. Nº 30-71853196-5) el Concurso de Precios N° 9/2025, para la contratación de una “AGENCIA DE PUBLICIDAD”.",Adjudicación | Concurso de Precios,
#1183,11/03/2025,21/02/2025,Decreto,DECRE-2025-194-SI-INTEN,Expediente Nº 320/2025 - Adjudicación de la Licitación Privada Nº 3/2025.-,Adjudicación | Licitación Privada,
#1183,11/03/2025,21/02/2025,Decreto,DECRE-2025-198-SI-INTEN,Expediente Nº 317/2025 - Adjudicación del Concurso de Precios Nº 8/2025.-,Adjudicación | Concurso de Precios,
#1183,11/03/2025,21/02/2025,Decreto,DECRE-2025-199-SI-INTEN,Expediente Nº 318/2025 - Adjudicación del Concurso de Precios Nº 7/2025.-,Adjudicación | Concurso de Precios,
#1183,11/03/2025,21/02/2025,Decreto,DECRE-2025-202-SI-INTEN,Expediente Nº 12730/2024 - Aprobar lo actuado y adjudicar la Licitación Pública Nº 71/2024 para adquirir insumos médicos de química clínica y otros.-,Adjudicación | Licitación Pública,
#1183,11/03/2025,24/02/2025,Decreto,DECRE-2025-206-SI-INTEN,Expte. Nº 319/2025.- Adjudicación del Concurso de Precios Nº 6/2025 para la contratación del “SERVICIO DE GRÁFICA”.-,Adjudicación | Concurso de Precios,
#1183,11/03/2025,25/02/2025,Decreto,DECRE-2025-215-SI-INTEN,"Expte. Nº 502/2025.- Adjudicar el Concurso de Precios Nº 13/2025, “PISO DE GOMA” Campo de Deportes Municipal Nº 1.-",Adjudicación | Concurso de Precios,
#1183,11/03/2025,27/02/2025,Decreto,DECRE-2025-223-SI-INTEN,Expediente Nº 12729/2024 - Adjudicar la Licitación Privada Nº 53/2024 para adquirir “CAMAS DE INTERNACIÓN ARTICULADAS DE ACCIONAMIENTO MECÁNICO”.-,Adjudicación | Licitación Privada,
#1183,11/03/2025,28/02/2025,Decreto,DECRE-2025-229-SI-INTEN,"Expediente Nº 13133/2024 - Adjudicar la Licitación Pública Nº 77/2024 para la adquisición de ""INSUMOS DE SUTURA"".-",Adjudicación | Licitación Pública,
#1183,11/03/2025,28/02/2025,Decreto,DECRE-2025-234-SI-INTEN,Expediente Nº 13113/2024 (Cuerpos 0 a 5) - Adjudicar la Licitación Pública Nº 77/2024 para la adquisición de “INSUMOS DE SUTURA”.,Adjudicación | Licitación Pública,
#1184,27/03/2025,05/03/2025,Decreto,DECRE-2025-236-SI-INTEN,Expediente Nº EX-2025-00002102-SI-INNO - Adjudicar a SERVICIOS GLOBALES DE INFORMÁTICA S.A. (C.U.I.T. Nº 30-70773845-2) el Concurso de Precios Nº 11/2025 para la adquisición de “CIENTO OCHENTA (180) MONITORES”.,Adjudicación | Concurso de Precios,
#1184,27/03/2025,05/03/2025,Decreto,DECRE-2025-238-SI-INTEN,"Expediente Nº EX-2024-00041869-SI-SECAMEP - Adjudicar la Licitación Privada N° 59/2024, referente a la provisión de “ROPA DE TRABAJO PARA EL PERSONAL DE BARRIDO"".",Adjudicación | Licitación Privada,
#1184,27/03/2025,05/03/2025,Decreto,DECRE-2025-239-SI-INTEN,Expediente Electrónico N° EX-2025-00002181-SI-INNO - Adjudicación del Concurso de Precios Nº 4/2025 para la adquisición de “SWITCHES DE FIBRA ÓPTICA”.-,Adjudicación | Concurso de Precios,
#1184,27/03/2025,06/03/2025,Decreto,DECRE-2025-240-SI-INTEN,"Expediente Nº 315/2025 - Adjudicar el Concurso de Precios N° 10/2025, para la adquisición de “INDUMENTARIA”.",Adjudicación | Concurso de Precios,
#1184,27/03/2025,06/03/2025,Decreto,DECRE-2025-242-SI-INTEN,Expediente Nº 12686/2024 - Adjudicar la Licitación Pública Nº 73/2024 para la adquisición de “INSUMOS DE BACTERIOLOGÍA Y DESCARTABLES DE LABORATORIO”.-,Adjudicación | Licitación Pública,
#1184,27/03/2025,06/03/2025,Decreto,DECRE-2025-247-SI-INTEN,"Expediente Nº 13556-2024 (Cuerpos 0 a 3) - Adjudición Licitación Pública Nº 85/2024 “PROVISIÓN Y MONTAJE DE CERRAMIENTOS PARA NATATORIOS DE LOS CAMPOS DE DEPORTES (...)"".",Adjudicación | Licitación Pública,
#1184,27/03/2025,06/03/2025,Decreto,DECRE-2025-251-SI-INTEN,Expediente Nº 12688/2024 (Cuerpos 0 a 7) - Adjudicar la Licitación Pública Nº 73/2024 para la adquisición de “INSUMOS DE BACTERIOLOGÍA Y DESCARTABLES DE LABORATORIO”.,Adjudicación | Licitación Pública,
#1184,27/03/2025,06/03/2025,Decreto,DECRE-2025-252-SI-INTEN,Expediente Nº 13869/2024 - Adjudicación de la Licitación Privada Nº 58/2024 para la contratación del “SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE INCUBADORAS Y SERVOCUNAS”.-,Adjudicación | Licitación Privada,
#1184,27/03/2025,06/03/2025,Decreto,DECRE-2025-253-SI-INTEN,Expediente Nº 12214/2024 (Cuerpos 0 y 2) - Adjudicar la Licitación Pública Nº 66/2024 para la adquisición de “INSUMOS DE ANATOMÍA PATOLÓGICA”.,Adjudicación | Licitación Pública,
#1184,27/03/2025,07/03/2025,Decreto,DECRE-2025-261-SI-INTEN,Expediente Nº 30/2025 - Adjudicación del Concurso de Precios Nº 2/2025 para la contratación del servicio de “ALQUILER DE MONITORES MULTIPARAMÉTRICOS”.-,Adjudicación | Concurso de Precios,
#1184,27/03/2025,12/03/2025,Decreto,DECRE-2025-274-SI-INTEN,Expediente Nº 58/2025 (Cuerpos Nros. 0 y 2) - Adjudicación del Concurso de Precios Nº 3/2025 para la contratación del “SERVICIO DE ALQUILER DE SESENTA Y SEIS (66) IMPRESORAS”.-,Adjudicación | Concurso de Precios,
#1184,27/03/2025,12/03/2025,Decreto,DECRE-2025-276-SI-INTEN,Expediente Nº 13444/2024 (Cuerpos 0 y 2) - Adjudicar la Licitación Pública Nº 81/2024 referente a la adquisición de “ALIMENTACIÓN PARENTERAL”.-,Adjudicación | Licitación Pública,
#1184,27/03/2025,12/03/2025,Decreto,DECRE-2025-277-SI-INTEN,Expediente Nº 13621/2024 - Adjudicación del Concurso de Precios Nº 191/2024 para la contratación del servicio de “DENSITOMETRÍA”.-,Adjudicación | Concurso de Precios,
#1184,27/03/2025,14/03/2025,Decreto,DECRE-2025-287-SI-INTEN,Expediente Nº 1242-2025 - Adjudicar a RENTEK S.A. (C.U.I.T. Nº 30-71080239-0) el Concurso de Precios Nº 35/2025 para la contratación del servicio de “ALQUILER DE ESTRUCTURAS DE SONIDO E ILUMINACIÓN”.,Adjudicación | Concurso de Precios,
#1184,27/03/2025,14/03/2025,Decreto,DECRE-2025-288-SI-INTEN,Expediente Nº 12543/2024 (Cuerpos 0 a 4) - Declarar fracasado el Segundo Llamado “CABLES PREENSAMBLADOS DE ALUMINIO Y POSTES DE LUZ” (Licitación Privada Nº 52/2024). Adjudicación Directa.,Segundo Llamado | Licitación Privada,
#1184,27/03/2025,14/03/2025,Decreto,DECRE-2025-291-SI-INTEN,"Expediente Nº 13485/2024 (Cuerpos 0 a 4) - Adjudicación de la Licitación Pública Nº 84/2024 para la adquisición de ""INSUMOS DE ODONTOLOGÍA"".-",Adjudicación | Licitación Pública,
#1185,23/04/2025,17/03/2025,Decreto,DECRE-2025-293-SI-INTEN,"Expediente N° 10237-2022 (Alcances 26 y 28) - Otorgar un reconocimiento por incremento de los insumos principales de su prestación, a la empresa LEPAK S.R.L., adjudicataria de la Licitación Pública N° 38/2022.-",Mayores Costos | Licitación Pública,
#1185,23/04/2025,17/03/2025,Decreto,DECRE-2025-297-SI-INTEN,Expediente Nº EX-2025-00000035-SI-SECGEN - Adjudicación Concurso de Precios Nº 15/2025.-,Adjudicación | Concurso de Precios,
#1185,23/04/2025,17/03/2025,Decreto,DECRE-2025-298-SI-INTEN,Expediente Nº 766/2025 - Adjudicación del Concurso de Precios Nº 17/2025 para la adquisición de “BOLSAS ECOLÓGICAS”.-,Adjudicación | Concurso de Precios,
#1185,23/04/2025,19/03/2025,Decreto,DECRE-2025-300-SI-INTEN,"EX-2025-00010978-SI-SECAMEP.- Adjudicación del Concurso de Precios N° 20/2025, para la “PROVISIÓN DE VIANDAS”.-",Adjudicación | Concurso de Precios,
#1185,23/04/2025,19/03/2025,Decreto,DECRE-2025-303-SI-INTEN,Expediente Nº 12689/2024 (Cuerpos 0 a 17) - Adjudicación de la Licitación Pública Nº 72/2024 para la adquisición de “MEDICAMENTOS E INSUMOS MÉDICOS”.-,Adjudicación | Licitación Pública,
#1185,23/04/2025,21/03/2025,Decreto,DECRE-2025-329-SI-INTEN,"Expediente Nº 13740-2024 (Cuerpos 0 a 14) - Adjudicar la Licitación Pública Nº 86/2024 referente a la “PROVISIÓN, INSTALACIÓN Y CONFIGURACIÓN DE RACKS, UPS, ENERGÍA, GENERADORES, SWITCHES Y SUS ACCESORIOS, LICENCIAS Y FIBRA ÓPTICA”.-",Adjudicación | Licitación Pública,
#1185,23/04/2025,25/03/2025,Decreto,DECRE-2025-336-SI-INTEN,"Expediente Nº 2767/2019 (Cuerpos 0 a 3) - Alcance 19 - Reconocimiento de mayores costos a SEGURIDAD GRUPO MAIPÚ S.A., adjudicataria del “SERVICIO DE SEGURIDAD Y VIGILANCIA"" (Licitación Pública N° 16/2019).-",Mayores Costos | Licitación Pública,
#1185,23/04/2025,26/03/2025,Decreto,DECRE-2025-337-SI-INTEN,"Expediente Nº EX-2025-00002956-SI-SECAMEP - Adjudicar el Concurso de Precios N° 16/2025, para la adquisición de “ELEMENTOS E INSUMOS PARA EL SERVICIO DE BARRIDO Y LIMPIEZA DE LAS VÍAS PÚBLICAS DEL PARTIDO”.",Adjudicación | Concurso de Precios,
#1185,23/04/2025,26/03/2025,Decreto,DECRE-2025-342-SI-INTEN,Expediente Nº 13298/2024 (Cuerpos 0 a 2) - Declarar fracasado el Segundo Llamado. Adjudicación Directa Licitación Privada Nº 55/2024 “SERVICIO DE ESTUDIOS CARDIOLÓGICOS”.-,Adjudicación Directa | Licitación Privada,
#1185,23/04/2025,28/03/2025,Decreto,DECRE-2025-347-SI-INTEN,"Expediente Nº EX-2025-00015684-SI-INNO - Adjudicar a DOT 4 S.A. (C.U.I.T. Nº 30-70963679-7) el Concurso de Precios Nº 34/2025 para la adquisición de “TABLETS, FUNDAS Y VIDRIOS TEMPLADOS”.",Adjudicación | Concurso de Precios,
#1185,23/04/2025,28/03/2025,Decreto,DECRE-2025-351-SI-INTEN,Expediente Nº 1146-2025 - Adjudicación del Concurso de Precios Nº 27/2025 para la contratación de un “SERVICIO MÉDICO”.-,Adjudicación | Concurso de Precios,
#1185,23/04/2025,31/03/2025,Decreto,DECRE-2025-358-SI-INTEN,Expediente Nº 948/2025 (Cuerpos 0 a 2) - Adjudicación del Concurso de Precios Nº 19/2025 para la adquisición de MEDICAMENTOS (ISAVUCONAZOL).-,Adjudicación | Concurso de Precios,
#1186,25/04/2025,01/04/2025,Decreto,DECRE-2025-362-SI-INTEN,Expediente Nº 12988-2024 (Cuerpos 0 y 2) - Promulgar la Ordenanza Nº 9391. Adjudicar la Licitación Pública Nº 75/2024 referente a la “PROVISIÓN DE SANGRE Y/O HEMOCOMPONENTES”.-,Promulgación | Ordenanza Municipal,
#1186,25/04/2025,03/04/2025,Decreto,DECRE-2025-364-SI-INTEN,"Expediente Nº 13187/2024 (Cuerpos 0 a 18) - Adjudicar la Licitación Pública Nº 79/2024 para la “PROVISIÓN DE MATERIALES Y MANO DE OBRA PARA LAS NUEVAS CANCHAS DE FÚTBOL Y HOCKEY EN LOS CAMPOS DE DEPORTES MUNICIPALES NROS. 1, 2 Y 4”.-",Adjudicación | Licitación Pública,
#1186,25/04/2025,03/04/2025,Decreto,DECRE-2025-365-SI-INTEN,Expediente Nº 1157/2025 (Cuerpos 0 a 2) - Adjudicar el Concurso de Precios Nº 30/2025 para la adquisición de “BOLSAS DE ALIMENTACIÓN PARENTERAL”.-,Adjudicación | Concurso de Precios,
#1186,25/04/2025,04/04/2025,Decreto,DECRE-2025-366-SI-INTEN,"Expediente Nº 13185-2024 (Cuerpos 0 a 17) - Adjudicar la Licitación Pública Nº 80/2024, referente a la “EJECUCIÓN Y PROVISIÓN DE MATERIALES PARA EL MANTENIMIENTO VIAL”.-",Adjudicación | Licitación Pública,
#1186,25/04/2025,09/04/2025,Decreto,DECRE-2025-372-SI-INTEN,Expediente Nº 229-2025 (Cuerpos 0 a 4) - Adjudicar la Licitación Pública Nº 5/2025 para la adquisición de “UNIFORMES PARA EL PERSONAL DE LAS DEPENDENCIAS DE SALUD”.-,Adjudicación | Licitación Pública,
#1186,25/04/2025,09/04/2025,Decreto,DECRE-2025-373-SI-INTEN,"Expediente Nº EX-2025-00016217-SI-SECAMEP - Adjudicar la Licitación Privada N° 8/2025, para la provisión e instalación de “PLOTEOS IMPRESOS EN VEINTICINCO (25) VEHÍCULOS”.-",Adjudicación | Licitación Privada,
#1186,25/04/2025,09/04/2025,Decreto,DECRE-2025-377-SI-INTEN,"Expediente 44/2023 (Cuerpos 0 y 2) Alcance 5 - Reconocer mayores costos a PRAXAIR ARGENTINA S.R.L., adjudicataria de la Licitación Pública N° 6/2023 para la “PROVISIÓN DE OXÍGENO MEDICINAL LÍQUIDO EN TANQUES CRIOGÉNICOS"".-",Mayores Costos | Licitación Pública,
#1186,25/04/2025,10/04/2025,Decreto,DECRE-2025-384-SI-INTEN,"Expte. Nº 12400/2024 (Cuerpos 0 a 4).- Adjudicación de la Licitación Pública Nº 68/2024, referente a la adquisición de “CONTENEDORES DE POLIETILENO”.-",Adjudicación | Licitación Pública,
#1186,25/04/2025,10/04/2025,Decreto,DECRE-2025-385-SI-INTEN,Expediente Nº 13841/2024 (Cuerpos 0 a 2) - Adjudicar el Concurso de Precios N° 197/2024 para la contratación del “SERVICIO DE ESTERILIZACIÓN EN ÓXIDO DE ETILENO”.-,Adjudicación | Concurso de Precios,
#1186,25/04/2025,11/04/2025,Decreto,DECRE-2025-394-SI-INTEN,"Expediente Nº 13486-2024 (Cuerpos 0 a 4) - Adjudicar a PANIFICADORA JOSE C PAZ S.A. (C.U.I.T. Nº 33-71547278-9) la Licitación Privada N° 56/2024, para la adquisición de “BOLSONES DE ALIMENTOS CRUDOS Y SECOS”.-",Adjudicación | Licitación Privada,
#1186,25/04/2025,14/04/2025,Decreto,DECRE-2025-395-SI-INTEN,"Expediente Nº EX-2025-00015010-SI-SECDHD - Adjudicar el Concurso de Precios Nº 25/2025, para el alquiler de “OFICINAS MODULARES PREFABRICADAS”.-",Adjudicación | Concurso de Precios,
#1186,25/04/2025,15/04/2025,Decreto,DECRE-2025-398-SI-INTEN,Expediente Nº 12816-2024 (Cuerpos 0 a 9) - Adjudicar la Licitación Pública Nº 69/2024 para la contratación del “SERVICIO DE SEGURIDAD Y VIGILANCIA EN EL ÁMBITO DE LA MUNICIPALIDAD DE SAN ISIDRO”.-,Adjudicación | Licitación Pública,
#1186,25/04/2025,15/04/2025,Decreto,DECRE-2025-399-SI-INTEN,"Expediente Nº 1074/2025 (Cuerpos 0 y 2) - Adjudicar el Concurso de Precios N°24/2025, para la adquisición de “TRES (3) UNIDADES DE CENTRÍFUGAS DE MESA DE DIECISÉIS (16) TUBOS”.-",Adjudicación | Concurso de Precios,
#1186,25/04/2025,15/04/2025,Decreto,DECRE-2025-400-SI-INTEN,"Expediente Nº 1179-2025 (Cuerpos 0 y 2) - Adjudicar el Concurso de Precios N°33/2025, para la adquisición de “INSTRUMENTAL QUIRÚRGICO Y AUTOCLAVABLE”.-",Adjudicación | Concurso de Precios,
#1186,25/04/2025,15/04/2025,Decreto,DECRE-2025-401-SI-INTEN,Expediente Nº 1154-2025 (Cuerpos 0 y 2) - Adjudicar el Concurso de Precios Nº 29/2025 para la adquisición de “INSTRUMENTAL REUTILIZABLE DE CIRUGÍA LAPAROSCÓPICA”.-,Adjudicación | Concurso de Precios,
#1187,29/04/2025,16/04/2025,Decreto,DECRE-2025-409-SI-INTEN,Expediente Nº 11961-2024 (Cuerpo 4) - Adjudicación Renglon N° 1 del segundo llamado de la Licitación Pública Nº 64/2024 “SERVICIO DE TRANSPORTE DE PERSONAS”. Dejar sin Efecto los renglones N° 2 y 3.-,Adjudicación | Licitación Pública,
#1187,29/04/2025,21/04/2025,Decreto,DECRE-2025-414-SI-INTEN,"Expediente Nº 1489/2025 (Cuerpos 0 a 2) - Adjudicar el Concurso de Precios N° 37/2025, para la “PROVISIÓN DE STENTS FARMACOLÓGICOS”.-",Adjudicación | Concurso de Precios,
#1187,29/04/2025,21/04/2025,Decreto,DECRE-2025-415-SI-INTEN,Expediente Nº 281-2025 (Cuerpos 0 a 6) - Adjudicar la Licitación Pública Nº 2/2025 para la adquisición de “ROPA ESTÉRIL DESCARTABLE PARA INTERVENCIONES MÉDICAS DESTINADA A LOS HOSPITALES DE LA MUNICIPALIDAD DE SAN ISIDRO”.-,Adjudicación | Licitación Pública,
#1187,29/04/2025,23/04/2025,Decreto,DECRE-2025-422-SI-INTEN,Expediente Nº 819/2025 - Adjudicar el Concurso de Precios Nº 18/2025 para la “ADQUISICIÓN DE SILLONES CON APOYABRAZOS”.-,Adjudicación | Concurso de Precios,
#1187,29/04/2025,23/04/2025,Decreto,DECRE-2025-424-SI-INTEN,"Expediente Nº 13463/2024 (Cuerpos 0 a 2) - Adjudicar la Licitación Pública Nº 83/2024, referente a la “PROVISIÓN DE DISTINTOS TIPOS DE HORMIGÓN ELABORADO”.-",Adjudicación | Licitación Pública,
#1187,29/04/2025,24/04/2025,Decreto,DECRE-2025-426-SI-INTEN,"Expediente Nº 479/2025 (Cuerpos 0 a 2) - Adjudicar la Licitación Pública Nº 7/2025, para el “SERVICIO DE TRANSPORTE DE PERSONAS ADULTOS MAYORES (PUERTO LIBRE)”.-",Adjudicación | Licitación Pública,
#1187,29/04/2025,24/04/2025,Decreto,DECRE-2025-427-SI-INTEN,"Expediente N° 9015-2021 (Cuerpos 0 a 8) - Otorgar un reconocimiento de mayores costos a la firma CONTENEDORES VOLMAT S.R.L. (CUIT N° 30-71456998-4), adjudicataria de la Licitación Pública N° 37/2021.-",Mayores Costos | Licitación Pública,
#1187,29/04/2025,24/04/2025,Decreto,DECRE-2025-428-SI-INTEN,"Expediente N° 5841/2024 (Alcance 1) - Reconocer mayores costos a INELCO S.A., adjudicataria del Concurso de Precios N° 90/2024 para el “MANTENIMIENTO DE GRUPOS ELECTRÓGENOS DE EDIFICIOS MUNICIPALES"".-",Mayores Costos | Concurso de Precios,
#1187,29/04/2025,24/04/2025,Decreto,DECRE-2025-433-SI-INTEN,"Expediente Nº 836-2025 (Cuerpos 0 y 2) - Adjudicar el Concurso de Precios N° 14/2025, para la adquisición de “INSUMOS PARA TRATAMIENTOS ENDOVASCULARES”.-",Adjudicación | Concurso de Precios,
#1189,06/05/2025,29/04/2025,Decreto,DECRE-2025-443-SI-INTEN,"Expediente Nº EX-2025-00006253-SI-SECAMEP - Adjudicar a DESOBSTRUCTORA ARGENTINA S.A. (C.U.I.T. Nº 30-71101417-5) la Licitación Pública Nº 11/2025, para la “INSTALACIÓN DE REDUCTORES DE VELOCIDAD”.-",Adjudicación | Licitación Pública,
#1189,06/05/2025,29/04/2025,Decreto,DECRE-2025-444-SI-INTEN,Expediente Nº 13465-2024 (Cuerpos 0 a 3) - Adjudicar la Licitación Pública Nº 82/2024 para la “PROVISIÓN DE MEZCLA BITUMINOSA Y EMULSIÓN ASFÁLTICA”.-,Adjudicación | Licitación Pública,
#1189,06/05/2025,29/04/2025,Decreto,DECRE-2025-445-SI-INTEN,"Expediente Nº 13306/2024 (Cuerpos 0 a 2) - Adjudicar a PLANETA HOGAR S.R.L. (C.U.I.T. Nº 30-71504453-2) la Licitación Privada N° 57/2024, para la adquisición de “VENTILADORES DE PARED”.-",Adjudicación | Licitación Privada,
#1190,19/05/2025,07/05/2025,Decreto,DECRE-2025-461-SI-INTEN,Expediente Nº 13318-2024 - Adjudicar la Contratación Directa referente al “SERVICIO DE MANTENIMIENTO Y ACTUALIZACIÓN DE LA PLATAFORMA PACS” a favor de “EURO SWISS S.A.” (C.U.I.T. Nº 30-70895389-6).-,Adjudicación | Contratación Directa,
#1190,19/05/2025,08/05/2025,Decreto,DECRE-2025-469-SI-INTEN,"Expediente N° 1065-2025 (Cuerpos 0 y 2) - Adjudicar el Concurso de Precios N° 22/2025, para la adquisición de “ROPA DE CIRUGÍA DESCARTABLE”.-",Adjudicación | Concurso de Precios,
#1190,19/05/2025,09/05/2025,Decreto,DECRE-2025-480-SI-INTEN,Expediente Nº 1767-2025 (Cuerpos 0 y 2) - Adjudicar el Concurso de Precios Nº 40/2025 para la adquisición de “EQUIPAMIENTO MÉDICO”.-,Adjudicación | Concurso de Precios,
#1190,19/05/2025,12/05/2025,Decreto,DECRE-2025-491-SI-INTEN,Expediente Nº 818/2025 (Cuerpos 0 a 2) - Declarar fracasado el Segundo Llamado. Adjudicar en forma directa el “SERVICIO DE LABORATORIO EN SITUACIONES EXTREMAS”.-,Adjudicación Directa | Licitación Privada,
#1190,19/05/2025,12/05/2025,Decreto,DECRE-2025-494-SI-INTEN,Expediente Nº EX-2025-00028718-SI-SECGEN - Adjudicar a PLANETA LASER S.R.L. (C.U.I.T. Nº 30-71653708-7) el Concurso de Precios Nº 44/2025 para la adquisición de “BOLSAS TIPO TOTE BAG”.,Adjudicación | Concurso de Precios,
#1190,19/05/2025,12/05/2025,Decreto,DECRE-2025-495-SI-INTEN,"Expediente N° 1680-2025 - Adjudicar el Concurso de Precios N° 39/2025, para la adquisición de “ARTÍCULOS DE LIBRERÍA”.",Adjudicación | Concurso de Precios,
#1190,19/05/2025,12/05/2025,Decreto,DECRE-2025-496-SI-INTEN,"Expediente Nº EX-2025-00021336-SI-SSDS - Adjudicar a ARGENTINA DE GASES S.A. (C.U.I.T. N° 30-70860468-9), el Concurso de Precios Nº 38/2025 para la contratación del “SERVICIO DE ALQUILER DE EQUIPOS E INSUMOS DE OXÍGENO MEDICINAL”.",Adjudicación | Concurso de Precios,
