boletin,fecha_publicacion,fecha_firma,tipo,numero,objeto,tags,pdf
#1147,03/06/2024,30/05/2024,Decreto,DECRE-2024-623-SI-INTEN,"Expediente Nº 5269-2024 - Adjudicar a LEANDRO ARIEL MENIN (C.U.I.T. Nº 20-26720639-3), el Concurso de Precios N° 79/2024. “SERVICIOS DE CLASIFICACIÓN, SEPARACIÓN Y DOBLADO DE LOS FORMULARIOS PARA EL REPARTO DE BOLETAS DE TASAS MUNICIPALES”",Adjudicación,
#1148,24/06/2024,03/06/2024,Decreto,DECRE-2024-635-SI-INTEN,"Expediente Nº 3915-2024 - Declarar desierto el renglón Nº 3 del Concurso de Precios N° 73/2024 - Adjudicar a CIAGESER S.A. (C.U.I.T. Nº 30-70759266-0), los renglones nros. 1 y 2 del presente concurso.",Adjudicación,
#1148,24/06/2024,03/06/2024,Decreto,DECRE-2024-636-SI-INTEN,"Expediente Nº 5389-2024 - Adjudicar a ARGENTINA DE GASES S.A. (C.U.I.T. Nº 30-70860468-9), el Concurso de Precios N° 85/2024.",Adjudicación,
#1148,24/06/2024,03/06/2024,Decreto,DECRE-2024-637-SI-INTEN,"Expediente 2767-2019 (Alcance 16) - Otorgar un reconocimiento de mayores costos a la empresa SEGURIDAD GRUPO MAIPÚ S.A. (CUIT N° 30-69079256-3), adjudicataria de la Licitación Pública N° 16/2019.",Mayores Costos,
#1148,24/06/2024,03/06/2024,Decreto,DECRE-2024-640-SI-INTEN,"Expediente Nº 11911/2021 (Alcance 6) - Otorgar un reconocimiento de mayores costos a VÍA URBANA S.R.L., (CUIT N° 30-71024301-4), adjudicataria de la Licitación Pública N° 42/2021.",Mayores Costos,
#1148,24/06/2024,03/06/2024,Decreto,DECRE-2024-641-SI-INTEN,"Expediente Nº 6727/2018 (Alcances 25, 29 y 30) - Otorgar un reconocimiento de mayores costos a la firma LEPAK S.R.L. (CUIT N° 30-70829137-0), adjudicataria de la Licitación Pública N° 18/2018 - Desestimar el incremento solicitado por Alcance 30.",Mayores Costos,
#1148,24/06/2024,05/06/2024,Decreto,DECRE-2024-646-SI-INTEN,Expte. Nº 2701-2024.- Adjudicar el Concurso de Precios N° 51/2024 para la provisión de “ARTÍCULOS DE LIMPIEZA”.-,Adjudicación,
#1148,24/06/2024,07/06/2024,Decreto,DECRE-2024-656-SI-INTEN,"Expediente Nº 3124-2024 (Cuerpos 0, 2 y 3) - Adjudicación de la Licitación Pública Nº 12/2024, para la adquisición de “ROPA DE CIRUGÍA ESTÉRIL DESCARTABLE”.",Adjudicación,
#1148,24/06/2024,10/06/2024,Decreto,DECRE-2024-662-SI-INTEN,"Expediente Nº 3685-2024 - Concurso de Precios Nº 69/2024. “TONERS”- Declarar desiertos los renglones Nros. 21, 22, 23 y 41 y Adjudicar parcialmente a CARDAN COMPUTACIÓN S.A. (C.U.I.T. Nº 30-65032842-2).",Adjudicación,
#1148,24/06/2024,10/06/2024,Decreto,DECRE-2024-664-SI-INTEN,Expediente Nº 5317-2024 - Adjudicar a IMAT INSTITUTO MÉDICO DE ALTA TECNOLOGÍA S.A. (C.U.I.T. Nº 30-69759826-6) el Concurso de Precios N° 84/2024.,Adjudicación,
#1148,24/06/2024,13/06/2024,Decreto,DECRE-2024-683-SI-INTEN,"Expte. Nro. 16106-2023.- Prorrogar la contratación del “SERVICIO DE SEGURIDAD Y VIGILANCIA”, oportunamente adjudicada a la firma SEGURIDAD GRUPO MAIPÚ S.A..-",Prórroga Contratación,
#1148,24/06/2024,13/06/2024,Decreto,DECRE-2024-685-SI-INTEN,"Expte. Nº 6198-2024.- Adjudicación del Concurso de Precios N° 101/2024, para la contratación de un “SISTEMA DE SONIDO CON ESTRUCTURAS LAYHER”.-",Adjudicación,
#1148,24/06/2024,14/06/2024,Decreto,DECRE-2024-687-SI-INTEN,"Expte. Nº 4916-2024.- Adjudicación de la Licitación Privada N° 23/2024, para la adquisición de “ARTÍCULOS DE LIBRERÍA”.-",Adjudicación,
#1148,24/06/2024,14/06/2024,Decreto,DECRE-2024-688-SI-INTEN,"Expediente Nº 995-2024 (Cuerpos 0 y 2) - Declarar desierto el renglón Nº 4 de la Licitación Pública N° 6/2024 - Adjudicar los renglones Nros. 1, 2 y 3 de la presente licitación a favor de CIAGESER S.A. (C.U.I.T. Nº 30-70759266-0).",Adjudicación,
#1148,24/06/2024,14/06/2024,Decreto,DECRE-2024-690-SI-INTEN,"Expte. Nº 6374-2024- Adjudicar a VÍA URBANA S.R.L. el Concurso de Precios N° 103/2024, para la contratación del “SERVICIO DE TRASLADO DE ALUMNOS”.-",Adjudicación,
#1149,02/07/2024,18/06/2024,Decreto,DECRE-2024-701-SI-INTEN,"Expediente Nº 4117-2024 - Adjudicar a CLEANUP SYF S.R.L. (C.U.I.T. Nº 30-71673880-5) el Concurso de Precios N° 76/2024, para la provisión de “CESTOS DE RESIDUOS”.",Adjudicación,
#1149,02/07/2024,24/06/2024,Decreto,DECRE-2024-709-SI-INTEN,"Expediente Nº 5273-2024 - Adjudicar a ENRIQUE ESTEBAN RICCI (C.U.I.T. Nº 20-13515068-2), el Concurso de Precios N° 82/2024, para la provisión de “HERRAMIENTAS PARA EL PAÑOL DE LA SUBSECRETARÍA DE OBRAS PÚBLICAS”.",Adjudicación,
#1149,02/07/2024,24/06/2024,Decreto,DECRE-2024-712-SI-INTEN,"Expediente Nº 2063-2024 (Cuerpos 0, 2 y 3) - Adjudicar los renglones Nros. 2 y 3 correspondientes a la Licitación Pública Nº 7/2024, referente a la “PROVISIÓN DE BOLSAS Y BOLSONES OXIBIODEGRADABLES Y BOLSAS DE RAFIA”, a favor de CARY HARD S.A.-",Adjudicación,
#1149,02/07/2024,25/06/2024,Decreto,DECRE-2024-715-SI-INTEN,"Expediente Nº 8320/2023 (Alcances 5 y 7) - Otorgar un reconocimiento de mayores costos a la firma MANTELECTRIC I.C.I.S.A. (CUIT N° 30-52029200-0), adjudicataria de la Licitación Pública N° 40/2023 (Zona 3) referente a la “RECONSTRUCCIÓN DE VEREDAS”.",Mayores Costos,
#1149,02/07/2024,25/06/2024,Decreto,DECRE-2024-720-SI-INTEN,"Expediente Nº 1390/2021 (Alcance 24) - Desestimar el incremento de mayores costos solicitado por la firma TURBO GREEN S.R.L. (CUIT N° 30-71478731-0), adjudicataria del Renglón 2 (Servicio II) de la Licitación Pública N° 4/2021.",Desestimación Incremento Mayores Costos,
#1149,02/07/2024,25/06/2024,Decreto,DECRE-2024-721-SI-INTEN,"Expediente Nº 5579-2024 (Cuerpos 0 y 2) - Declarar desierto el renglón Nro. 2 del Concurso de Precios Nº 86/2024 - Adjudicar a ELECTROMEDIK S.A. (C.U.I.T. Nº 30-64014137-5), los renglones Nros. 1 y 3 del presente concurso.",Adjudicación,
#1149,02/07/2024,25/06/2024,Decreto,DECRE-2024-722-SI-INTEN,"Expediente Nº 4663-2015 (Alcance 36) - Otorgar un reconocimiento de mayores costos a las empresas MANTELECTRIC I.C.I.S.A. – SETI S.A. – UTE (CUIT N° 30-71062494-8), adjudicatarias de la Licitación Pública N° 20/2015.",Mayores Costos,
#1149,02/07/2024,27/06/2024,Decreto,DECRE-2024-732-SI-INTEN,"Expte. Nº 5229/2008 (Alcances 57, 60, 61 y 62) - Otorgar un reconocimiento de mayores costos a las firmas BENITO ROGGIO E HIJOS S.A. – CLIBA INGENIERÍA AMBIENTAL S.A. - UTE (CUIT N° 30-69724712-9), adjudicatarias de la Licitación Pública N° 17/2008.",Mayores Costos,
#1149,02/07/2024,28/06/2024,Decreto,DECRE-2024-735-SI-INTEN,"Expediente Nº 4379-2024 - Adjudicar a NECOD ARGENTINA S.R.L. (C.U.I.T. Nº 30-68629797-3), el Concurso de Precios N° 78/2024, para la provisión de “COILS PARA EMBOLIZACIÓN DE ANEURISMA CEREBRAL”.",Adjudicación,
#1149,02/07/2024,28/06/2024,Decreto,DECRE-2024-736-SI-INTEN,"Expediente Nº 10069/2022 (Alcance 4) - Otorgar un reconocimiento de mayores costos a la firma SOCORRO MÉDICO PRIVADO S.A. (CUIT N° 30-61221341-7), adjudicataria de la Licitación Pública N° 37/2022.",Mayores Costos,
#1149,02/07/2024,28/06/2024,Decreto,DECRE-2024-739-SI-INTEN,"Expediente Nº 5298-2024 (Cuerpos 0 y 2) - Declarar desiertos los renglones nros. 4 y 7 del Concurso de Precios Nº 80/2024 - Adjudicar a PROVEER P.M.C. S.R.L. (C.U.I.T. Nº 30-69934793-7), los renglones nros. 1, 2, 3, 5 y 6 del presente Concurso.",Adjudicación,
#1149,02/07/2024,28/06/2024,Decreto,DECRE-2024-740-SI-INTEN,"Expediente Nº 4308-2024 (Cuerpos 0, 2 y 3) - Adjudicar a VALOT S.A. (C.U.I.T. Nº 30-60380823-8) los renglones Nros. 1, 2, 3, 4, 5 y 6 correspondiente a la Licitación Privada N° 19/2024 - Declarar desierto el renglón Nro. 7 de la presente licitación.",Adjudicación,
#1149,02/07/2024,28/06/2024,Decreto,DECRE-2024-741-SI-INTEN,"Expediente Nº 5270-2024 - Adjudicación de la Licitación Privada N° 27/2024, referente a la adquisición de “ELEMENTOS PARA EL BARRIDO Y LIMPIEZA DE CALLES”.",Adjudicación,
#1150,17/07/2024,01/07/2024,Decreto,DECRE-2024-748-SI-INTEN,"Expediente Nº 5414-2024 - Adjudicar a ESPUMAS PILAR S.R.L. (C.U.I.T. Nº 30-58531404-4) el Concurso de Precios N° 88/2024, para la “PROVISIÓN DE COLCHONES”.",Adjudicación,
#1150,17/07/2024,02/07/2024,Decreto,DECRE-2024-762-SI-INTEN,"Expediente Nº 2788-2024 (Cuerpos 0, 2 y 3) - Promulgar Ordenanza Municipal Nº 9343. Autoriza adjudicar la Licitación Pública Nº 9/2024 “IMPLEMENTACIÓN Y MANTENIMIENTO DE LICENCIAS EN UNA PLATAFORMA DE ATENCIÓN Y DESPACHO DE EMERGENCIAS DE SEGURIDAD”",Promulgación Ordenanza N° 9343,
#1150,17/07/2024,03/07/2024,Decreto,DECRE-2024-774-SI-INTEN,"Expediente Nº 6104-2024 - Adjudicar el Concurso de Precios Nº 95/2024, para la provisión de “VIANDAS”.",Adjudicación,
#1150,17/07/2024,04/07/2024,Decreto,DECRE-2024-779-SI-INTEN,"Expediente Nº 5104-2024 (Cuerpos 0, 2, 3 y 4) - Adjudicar la Licitación Pública Nº 17/2024, para la adquisición de “CALZADO DE TRABAJO Y ELEMENTOS DE SEGURIDAD”.",Adjudicación,
#1150,17/07/2024,05/07/2024,Decreto,DECRE-2024-807-SI-INTEN,"Expediente Nº 6128-2024 - Adjudicar a JG ELECTROMEDICINA S.R.L. (C.U.I.T. Nº 30-71496032-2) el Concurso de Precios N° 97/2024, para la “PROVISIÓN DE PIE DE SUERO MÓVIL”.",Adjudicación,
#1150,17/07/2024,08/07/2024,Decreto,DECRE-2024-831-SI-INTEN,"Expte. Nº 5948-2024 (Cuerpos 0 y 2).- Adjudicar la Licitación Privada N° 32/2024, para la provisión de “MATERIALES DESCARTABLES”.-",Adjudicación,
#1150,17/07/2024,10/07/2024,Decreto,DECRE-2024-839-SI-INTEN,"Expediente N° 10926/2022 (Alcance 3) - Otorgar un reconocimiento de mayores costos a la firma CIUDAD HOSPITALARIA S.R.L. (CUIT N° 30-71165744-0), adjudicataria de la Licitación Pública N° 39/2022.",Mayores Costos,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-867-SI-INTEN,"Expediente Nº 5580-2024 - Adjudicar a GRUPO SIIB TECNOLOGÍA MÉDICA S.R.L. (C.U.I.T. Nº 30-71126508-9) el Concurso de Precios N° 89/2024, para la contratación del “SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE INCUBADORAS”.",Adjudicación,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-868-SI-INTEN,"Expediente Nº 5974-2024 - Adjudicar a ECOFACTORY S.R.L. (C.U.I.T. Nº 30-71133610-5), el Concurso de Precios N° 91/2024, para la adquisición de “BOLSAS ECOLÓGICAS”.",Adjudicación,
#1150,17/07/2024,11/07/2024,Decreto,DECRE-2024-878-SI-INTEN,"Expediente Nº 5841-2024 (Cuerpos 0 y 2) - Adjudicar a INELCO S.A. (C.U.I.T. Nº 30-56828155-8) el Concurso de Precios N° 90/2024, para la contratación del servicio de “MANTENIMIENTO DE GRUPOS ELECTRÓGENOS DE EDIFICIOS MUNICIPALES”.",Adjudicación,
#1150,17/07/2024,12/07/2024,Decreto,DECRE-2024-889-SI-INTEN,"Expte. Nº 4967-2024 (Cuerpos 0 a 13) - Adjudicar la Licitación Pública Nº 16/2024, para la contratación del “SERVICIO DE MANTENIMIENTO INTEGRAL DEL ARBOLADO PÚBLICO DEL PARTIDO DE SAN ISIDRO”.",Adjudicación,
#1150,17/07/2024,15/07/2024,Decreto,DECRE-2024-898-SI-INTEN,"Expte. Nº 6127-2024.- Adjudicar el Concurso de Precios N° 96/2024, para la provisión de “AGUA MINERAL EN BOTELLA DE 2 LTS.”.-",Adjudicación,
#1151,28/08/2024,16/07/2024,Decreto,DECRE-2024-943-SI-INTEN,"Expte. Nº 6225-2024 (Cuerpos 0 y 2).- Adjudicar la Licitación Privada N° 36/2024, para el alquiler de “MESAS DE ANESTESIA”.-",Adjudicación,
#1151,28/08/2024,16/07/2024,Decreto,DECRE-2024-956-SI-INTEN,"Expediente Nº 5299-2024 (Cuerpos 0 y 2) - Adjudicar a NEW CLOR ARG S.R.L. (C.U.I.T. Nº 30-70798585-9), el Concurso de Precios N° 81/2024.",Adjudicación,
#1151,28/08/2024,18/07/2024,Decreto,DECRE-2024-999-SI-INTEN,"Expediente Nº 6103-2024 (Cuerpos 0 y 2) - Adjudicación Concurso de Precios N° 93/2024, “CAMILLAS DE TRASLADO DE PACIENTES”.",Adjudicación,
#1151,28/08/2024,22/07/2024,Decreto,DECRE-2024-1011-SI-INTEN,"Expte. Nº 3678-2024 (Cuerpos 0, 2 y 3).- Adjudicar los renglones Nros. 4 y 5 y efectuar un Segundo Llamado para los renglones Nros. 1, 2 y 3 de la Licitación Pública Nº 13/2024, para el alquiler de “BOMBAS DE INFUSIÓN”.-",Adjudicación y 2° Llamado Licitación Pública,
#1151,28/08/2024,24/07/2024,Decreto,DECRE-2024-1016-SI-INTEN,"Expediente Nº 5758-2024 (Cuerpos 0 y 2).- Adjudicación del renglón Nº 1 de la Licitación Privada N° 30/2024, para la adquisición de “CHAPAS GALVANIZADAS Y TIRANTES DE MADERA”.-",Adjudicación,
#1151,28/08/2024,24/07/2024,Decreto,DECRE-2024-1017-SI-INTEN,"Expediente Nº 6182-2024 - Adjudicar a MENIN LEANDRO ARIEL (C.U.I.T. Nº 20-26720639-3) el Concurso de Precios N° 98/2024, para la provisión de “FORMULARIOS”.",Adjudicación,
#1151,28/08/2024,24/07/2024,Decreto,DECRE-2024-1018-SI-INTEN,"Expte. Nº 5746-2024 (Cuerpos 0, 2 y 3).- Adjudicación de la Licitación Pública Nº 20/2024, para el alquiler de “BAÑOS QUÍMICOS PORTÁTILES”.-",Adjudicación,
#1151,28/08/2024,25/07/2024,Decreto,DECRE-2024-1023-SI-INTEN,"Expediente Nº 4119-2024 (Cuerpos 0, 2 y 3) - Adjudicación Licitación Privada N° 22/2024. PAPEL HIGIÉNICO”.",Adjudicación,
#1151,28/08/2024,25/07/2024,Decreto,DECRE-2024-1024-SI-INTEN,Expte. Nº 5973-2024 (Cpos. 0 y 2).- Adjudicación parcial. Lic. Pública Nº 19/2024. Adquisición de SUTURAS.-,Adjudicación,
#1151,28/08/2024,25/07/2024,Decreto,DECRE-2024-1025-SI-INTEN,Expte. Nº 5947-2024 (Cuerpos 0 y 2).- Adjudicación Licitación Privada N° 34/2024. “ARTÍCULOS DE LIMPIEZA”.-,Adjudicación,
#1151,28/08/2024,26/07/2024,Decreto,DECRE-2024-1029-SI-INTEN,"Expte. Nº 6109-2024.- Adjudicar el Concurso de Precios N° 105/2024, para la provisión de “SILLAS DE CAÑO Y PVC REFORZADAS”.-",Adjudicación,
#1151,28/08/2024,26/07/2024,Decreto,DECRE-2024-1031-SI-INTEN,Expediente Nº 6903-2024 (Cuerpos 0 y 2) - Adjudicar a la COOPERATIVA DE TRABAJO ROCIO LIMITADA (C.U.I.T. Nº 30-70876325-6) el Concurso de Precios N° 109/2024.,Adjudicación,
#1151,28/08/2024,29/07/2024,Decreto,DECRE-2024-1034-SI-INTEN,"Expte. Nº 7625-2024.- Adjudicación del Concurso de Precios N° 119/2024, para la provisión de “LUMINARIA PARA JARDÍNES DE INFANTES, ESCUELAS PRIMARIAS Y SECUNDARIAS DEL PARTIDO DE SAN ISIDRO”.-",Adjudicación,
#1152,29/08/2024,02/08/2024,Decreto,DECRE-2024-1054-SI-INTEN,"Expediente Nº 6508-2024 (Cuerpos 0, 2 y 3) - Licitación Pública Nº 29/2024. Adjudicación.-",Adjudicación,
#1152,29/08/2024,02/08/2024,Decreto,DECRE-2024-1060-SI-INTEN,Expediente Nº 6951-2024 (Cuerpos 0 y 2) - Adjudicación Licitación Privada N° 39/2024 “MEZCLA BITUMINOSA Y EMULSIÓN ASFÁLTICA PARA SER UTILIZADAS EN DISTINTAS CALZADAS DEL PARTIDO DE SAN ISIDRO”. PREDIAL CONSTRUCTORA S.A.,Adjudicación,
#1152,29/08/2024,05/08/2024,Decreto,DECRE-2024-1067-SI-INTEN,Expediente Nº 6199-2024 - Adjudicación Concurso de Precios N° 100/2024. “PELÍCULAS DRY VIEW”. BHAURAC S.A.,Adjudicación,
#1152,29/08/2024,05/08/2024,Decreto,DECRE-2024-1069-SI-INTEN,"Expediente Nº 5926-2024 (Cuerpos 0, 2 y 3) - Adjudicación Concurso N° 92/2024. “STENTS CORONARIOS CONVENCIONALES Y FARMACOLÓGICOS”. ANGIO SALUD S.A.",Adjudicación,
#1152,29/08/2024,07/08/2024,Decreto,DECRE-2024-1077-SI-INTEN,"Expediente Nº 6736-2024 (Cuerpos 0 y 2) - Adjudicar a CLEANUP SYF S.R.L. (C.U.I.T. Nº 30-71673880-5) la Licitación Privada N° 35/2024, para la provisión de “BOLSAS DE RAFIA CONTENEDORES DE BOCA ABIERTA Y FONDO CIEGO CON LOGO IMPRESO”.",Adjudicación,
#1152,29/08/2024,07/08/2024,Decreto,DECRE-2024-1080-SI-INTEN,"Expediente Nº 7690-2024 - Adjudicar a ELECTROPELBA S.A. (C.U.I.T. Nº 30-70851488-4) el Concurso de Precios N° 117/2024, para la provisión de “MATERIALES ELÉCTRICOS PARA EL PAÑOL DE LA SUBSECRETARÍA DE OBRAS PÚBLICAS”.",Adjudicación,
#1152,29/08/2024,07/08/2024,Decreto,DECRE-2024-1081-SI-INTEN,"Expediente Nº 7303-2024 - Adjudicar a AYC BANCOS URBANOS DESIGN S.R.L. (C.U.I.T. Nº 30-71654998-0) el Concurso de Precios N° 113/2024, para la “PROVISIÓN Y COLOCACIÓN DE MESAS DE RECREO, BANCOS Y CESTOS DE BASURA PARA LA PLAZA OLAZÁBAL (BOULOGNE)”.",Adjudicación,
#1152,29/08/2024,07/08/2024,Decreto,DECRE-2024-1082-SI-INTEN,"Expediente Nº 7091-2024 - Adjudicar a COOPERATIVA DE TRABAJO ROCIO LIMITADA (C.U.I.T. Nº 30-70876325-6) el Concurso de Precios N° 118/2024, para la contratación del “SERVICIO DE LIMPIEZA Y DESOBSTRUCCIÓN DE CONDUCTOS PLUVIALES”.",Adjudicación,
#1152,29/08/2024,09/08/2024,Decreto,DECRE-2024-1107-SI-INTEN,"Expediente Nº 7305-2024 - Provisión de “MATERIALES DE INFRAESTRUCTURA EN FUNCIONALIDAD COMO SOLUCIÓN INTEGRAL DE REDES, SERVIDORES, STORAGE, BACKUP Y SEGURIDAD”. Adjudicación.",Contratación Directa - Adjudicación,
#1153,30/08/2024,16/08/2024,Decreto,DECRE-2024-1139-SI-INTEN,"Expte. Nº 8208/2024 (Cuerpos 0 y 2).- Adjudicar el Concurso de Precios N° 121/2024, para la adquisición de “BOLSAS DE ALIMENTACIÓN PARENTERAL”.-",Adjudicación,
#1153,30/08/2024,20/08/2024,Decreto,DECRE-2024-1157-SI-INTEN,"Expte. Nº 8087/2024 (Cuerpos 0, 2 y 3).- Adjudicar el Concurso de Precios N° 111/2024, para el “SERVICIO DE PROVISIÓN DE ALIMENTACIÓN PARENTERAL”.-",Adjudicación,
#1153,30/08/2024,21/08/2024,Decreto,DECRE-2024-1164-SI-INTEN,"Expte. Nº 5572-2024 (Cpos. 0, 2, 3, 4, 5, 6).- Adjudicación Licitación Pública Nº 18/2024 “INDUMENTARIA DE TRABAJO”.-",Adjudicación,
#1153,30/08/2024,23/08/2024,Decreto,DECRE-2024-1166-SI-INTEN,"Expte. Nº 6509-2024 (Cuerpos 0 al 46).- Adjudicar la Licitación Pública Nº 30/2024, referente a la contratación de la obra “VEREDAS Y PAVIMENTO DE HORMIGÓN EN EL PARTIDO DE SAN ISIDRO”.-",Adjudicación,
#1153,30/08/2024,23/08/2024,Decreto,DECRE-2024-1167-SI-INTEN,"Expte. Nº 6904-2024 (Cuerpos 0 al 4).- Adjudicar la Licitación Privada N° 37/2024, para la adquisición e instalación de “SOLADOS PARA LA PLAZA OLAZÁBAL (BOULOGNE)”.-",Adjudicación,
#1153,30/08/2024,27/08/2024,Decreto,DECRE-2024-1182-SI-INTEN,Expte. N° 7304/2024 (Cpos. 0 y 2).- Adjudicar a Hormigones Cardales S.A. el Concurso de Precios N° 112/2024 para la Provisión de Bancos para el Parque de la Memoria en la Plaza Olazábal.-,Adjudicación,
#1154,17/09/2024,02/09/2024,Decreto,DECRE-2024-1203-SI-INTEN,"Expediente Nº 6392-2023 (Cuerpos 0, 2, 3, 4, 5, 6, 7, 8 y 9) - Adjudicar a RECONSTRUCCIÓN CAÑOS S.A. la Licitación Pública Nº 34/2023.- REDES DE SANEAMIENTO HIDRÁULICO",Adjudicación | Licitación Pública,
#1154,17/09/2024,02/09/2024,Decreto,DECRE-2024-1212-SI-INTEN,Expte. Nº 7384/2024 (Cuerpos 0 y 2) - Adjudicar a GASTROTEX S.R.L. (CUIT Nº 30-70999442-1) el Concurso de Precios N° 115/2024 - adquisición de un “FIBRONASOLARINGOSCOPIO”.-,Adjudicación | Concurso de Precios,
#1154,17/09/2024,03/09/2024,Decreto,DECRE-2024-1215-SI-INTEN,"Expediente Nº 6911-2024 (Cuerpos 0, 2, 3 y 4) - Adjudicación- Segundo llamado. Licitación Pública Nº 32/2024. “MATERIALES PARA PLAN DE MANTENIMIENTO VIAL”",Adjudicación | Licitación Pública,
#1154,17/09/2024,03/09/2024,Decreto,DECRE-2024-1216-SI-INTEN,"Expediente Nº 8813/2024 - Adjudicar a GENMAP S.A. (CUIT Nº 30-70826432-2) el Concurso de Precios N° 128/2024, para la adquisición de “IMÁGENES FOTOGRAMÉTRICAS DE ALTA RESOLUCIÓN DEL MUNICIPIO DE SAN ISIDRO”.",Adjudicación | Concurso de Precios,
#1154,17/09/2024,03/09/2024,Decreto,DECRE-2024-1217-SI-INTEN,"Expediente Nº 9014/2024 - Adjudicar a FEDERICO GUILLERMO POLLAROLO (CUIT Nº 20-29633885-1) el Concurso de Precios N° 122/2024, para la adquisición de “VIANDAS DESTINADAS AL PERSONAL DE BARRIDO”.",Adjudicación | Concurso de Precios,
#1154,17/09/2024,06/09/2024,Decreto,DECRE-2024-1228-SI-INTEN,"Expte. Nº 7662-2024 (Cuerpos 0 y 2).- Adjudicación del Concurso de Precios N° 116/2024, para la provisión de “GAS OXÍGENO MEDICINAL EN TUBOS”.-",Adjudicación | Concurso de Precios,
#1154,17/09/2024,10/09/2024,Decreto,DECRE-2024-1238-SI-INTEN,"Expediente Nº 8980-2020 (Alcance 64) - Reconocimiento de mayores costos - CONTENEDORES VOLMAT S.R.L. (adjudicataria de los renglones nros. 1 -parcial-, 3 y 5 -parcial- del Rubro A de la Licitación Pública N° 14/2020).",Mayores Costos | Licitación Pública,
#1154,17/09/2024,10/09/2024,Decreto,DECRE-2024-1241-SI-INTEN,"Expediente Nº 7642-2024 (Cuerpos 0 y 2) - Adjudicar los renglones correspondientes a la Licitación Privada N° 42/2024, para la provisión de “ALIMENTOS”.",Adjudicación | Licitación Privada,
#1154,17/09/2024,12/09/2024,Decreto,DECRE-2024-1246-SI-INTEN,"Expediente Nº 6905-2024 (Cuerpos 0 y 2) - Adjudicar a CRUCI S.R.L. (C.U.I.T. Nº 30-71206423-0) la Licitación Privada N° 38/2024, para la provisión de “JUEGOS PARA LA PLAZA OLAZÁBAL (BOULOGNE)”.",Adjudicación | Licitación Privada,
#1154,17/09/2024,13/09/2024,Decreto,DECRE-2024-1249-SI-INTEN,"Expediente Nº 8807-2024 - Adjudicar a NEW CLOR ARG S.R.L. (C.U.I.T. Nº 30-70798585-9) el Concurso de Precios N° 126/2024, para la adquisición de “HIPOCLORITO DE SODIO, ÁCIDO Y AGUA OXIGENADA”.",Adjudicación | Concurso de Precios,
#1154,17/09/2024,13/09/2024,Decreto,DECRE-2024-1255-SI-INTEN,"Expediente Nº 7890-2024 (Cuerpos 0 y 2) - Adjudicar a C&E CONSTRUCCIONES S.A. (C.U.I.T. N° 30-70828836-1) la Licitación Privada N° 43/2024, para la “PROVISIÓN DE HORMIGÓN ELABORADO”.",Adjudicación | Licitación Privada,
#1156,01/10/2024,17/09/2024,Decreto,DECRE-2024-1258-SI-INTEN,"Expediente Nº 7415-2024 (Cuerpos 0 al 105) - Adjudicación Licitación Pública Nº 38/2024: “PUESTA EN VALOR Y MANTENIMIENTO DE LA RED VIAL Y ACERAS...""",Adjudicación | Licitación Pública,
#1156,01/10/2024,17/09/2024,Decreto,DECRE-2024-1269-SI-INTEN,"Expediente Nº 7816-2024 (Cuerpos 0, 2 y 3) - Adjudicar a EXO S.A. y DOT 4 S.A. la Licitación Pública Nº 40/2024 para la provisión de “COMPUTADORAS, MONITORES, NOTEBOOKS, TECLADOS Y MOUSES”.",Adjudicación | Licitación Pública,
#1156,01/10/2024,20/09/2024,Decreto,DECRE-2024-1281-SI-INTEN,"Expediente Nº 7270-2024 (Cuerpos 0, 2, 3, 4 y 5) - Adjudicar la Licitación Pública N° 35/2024 - Efectuar un Segundo Llamado para los renglones Nros. 12, 15, 33, 37, 40, 48, 49, 50, 55, 56, 58, 59 y 60 de la presente licitación.",Adjudicación | Licitación Pública,
#1156,01/10/2024,20/09/2024,Decreto,DECRE-2024-1282-SI-INTEN,"Expediente Nº 7271-2024 (Cuerpos 0, 2 y 3) - Adjudicar la Licitación Pública Nº 37/2024 - Declarar desiertos los renglones Nros. 36, 125 y 134 - Desestimar la única oferta admisible presentada para los renglones Nros. 137, 142 y 155.",Adjudicación | Licitación Pública,
#1156,01/10/2024,20/09/2024,Decreto,DECRE-2024-1285-SI-INTEN,"Expte. Nº 8593-2024 (Cuerpos 0, 2, 3 y 4).- Adjudicar la Licitación Privada N° 44/2024, para efectuar la “REFORMA EDILICIA PARA NUEVA ÁREA DE PSIQUIATRÍA Y SALUD MENTAL – ETAPA 1”.-",Adjudicación | Licitación Privada,
#1156,01/10/2024,26/09/2024,Decreto,DECRE-2024-1308-SI-INTEN,"Expte. Nº 6980-2024 (Cuerpos 0 al 13).- Adjudicar la Licitación Pública Nº 33/2024, para la adquisición de “MEDICAMENTOS PARA LOS HOSPITALES Y CENTROS PERIFÉRICOS DE LA MUNICIPALIDAD DE SAN ISIDRO”.-",Adjudicación | Licitación Pública,
