pagina,boletin,fecha_publicacion,tipo,numero,objeto,fecha_firma,tags,pdf
1,#1238,08/09/2026,Ordenanza,INLEG-2026-00332547-SI-DELE,Ordenanza Nº 9439- Crédito Público -Bono de infraestructura de San Isidro (BISI).-,08/07/2026,Ordenanza Municipal,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IjRaNm1IYzM5Si8yZ0g2RmYvSFBXeXc9PSIsInZhbHVlIjoiTU1nanVrUE5QaGErWnN2NWppS1BuZ1IvU0xwYTJyWUVNYS9MMDVlM0FEVW5LMHd6eFNnRWFSMnNSYWpQY0wyRCIsIm1hYyI6IjJmMTA0OTQyMzFjNzE2MDU3ZDFlMmRlMDUzYWY3ZjM0ZWY2YzVkYTQ2NDg2ODgxMGEyYjNkZjMzMzI2OTA3MzkiLCJ0YWciOiIifQ==
1,#1238,08/09/2026,Ordenanza,INLEG-2026-00332484-SI-DELE,Ordenanza Nº 9436 - Licitación Pública -Servicio de Acompañantes terapéuticos.-,03/06/2026,Ordenanza Municipal,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6Im9jdzlqWUhLcS9odTZLaUh5eVY4Y2c9PSIsInZhbHVlIjoib1hGNGpSVVFhYmYxajZ2c0F2bGJETmUyMy9qZGxiakkxRU1NQ0lCc1hzazU1SW9ZK05SOWMycTJ2aVpybHFPeiIsIm1hYyI6IjVhNGNhNDc5MjIwOWEwZDFlOGRiYjZlMDUyZjIxODQ5MGM4YjlkZjZlNWNmMjk5ZGQwYTA5MTk3ZDgwZTQxNTMiLCJ0YWciOiIifQ==
1,#1237,01/09/2026,Ordenanza,INLEG-2026-00322086-SI-DELE,Ordenanza Nº 9445 - Modificaciones: Artículo 3º del Anexo de la Ordenanza Nº 8996 .-,19/08/2026,Ordenanza Municipal,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IlhNTjZCRmtiNkJpNGlGZDY5TnRNZFE9PSIsInZhbHVlIjoiUjdsaEdKV0Vrd3lQcHRrN1pSZjl1Zz09IiwibWFjIjoiY2FlZDkxMDIwZDczNGE0MDUyNTliOWU2NjZkMzFmMmQwMGI2ODRhNDhkN2JmOGYyMDE2OTMzZTFjYmI2MTAyNCIsInRhZyI6IiJ9
1,#1237,01/09/2026,Decreto,DECRE-2026-900-SI-INTEN,Expediente Nº EX-2026-00275249-SI-SDMEYA - Promulgar y hacer cumplir la Ordenanza Municipal Nº 9445.-,01/09/2026,Promulgación | Ordenanza,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IkcvUytnRFZnUEl0WGRFNkNROUkxOHc9PSIsInZhbHVlIjoiYVJlTUpRUWNRS2xKbk5TWFhXY2VUL3dFTDJjeWpQQ3krRDJiWU00ZUlUUElPamZpMEkzR2FRaFVsZUVZQ1NiayIsIm1hYyI6ImQxYjIwMjBiYmY3NzI1MGQ2OGY2YTNhMTk0ZTkzMWEwZDM3MWY1MDgxMjEwYWUyYWQ3YmZjMzA0YzEyM2UyNGEiLCJ0YWciOiIifQ==
1,#1236,01/09/2026,Decreto,DECRE-2026-815-SI-INTEN,Expediente Nº EX-2026-00255041-SI-SSRH - Convalidación.-,31/07/2026,Convalidación,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IkVyUzFaMUg0YW84dTczbVdMano4d2c9PSIsInZhbHVlIjoiTGNBRnRzaWxNZzkzYkFZcms2eEhFZWpDQTZKSXJHOE90T3F5azJOY1FOeDlkVWZWa0xvOFdaNHY2Y2MxenZwOCIsIm1hYyI6Ijk3ZDViZmU5NzQzM2UyZDdiNTYxZTMwNzhjODk5NDQ4MzQ2OWZkMzE2MWUxNjM0NDA1NDZjZTc1OTBjNmU3NDciLCJ0YWciOiIifQ==
1,#1236,01/09/2026,Decreto,DECRE-2026-814-SI-INTEN,Expediente N° EX-2026-00163277-SI-SSDS - Adjudicación Licitación Pública N° 17/2026 “BOLSONES DE ALIMENTOS”.-,31/07/2026,Adjudicación | Licitación Pública,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IlpUM3NocWVkU1AzUXlmTkR3a2VhOWc9PSIsInZhbHVlIjoieG9kc2FXYjkzOW5PZFhvRmQwTGxQTGZGaWFCUFc1aHE0bHFTaTdEcG9BTDM2dVoxY3ZVb1BzMWpOWXRabDZBaiIsIm1hYyI6Ijg5YmQzMDk1NmVmMjljMjhmMTllYzMyZDFiMzRhNzA0NzQyOTcyZDA0Nzc1ZGFmNjMwNjRjZWMyNTY2MTY0YjQiLCJ0YWciOiIifQ==
1,#1236,01/09/2026,Decreto,DECRE-2026-813-SI-INTEN,Expediente Nº EX-2026-00235762-SI-DDS - Crear la Dirección de Coordinación General y designar a la Dra. Jimena Edith Fernández Patri (Legajo N° 78.069) con funciones de Directora.-,30/07/2026,Creación | Dirección,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6InROaTJ2dDJZemdxZEY5OFJHNHFMdVE9PSIsInZhbHVlIjoiTTJnZU1iMlRsOHdUb2NsNDNUYXBhQTRMaDdYWVhQY29pZmpONkg3eDRWZzRiZmljSHNyck92UFNwT29PZFhnQSIsIm1hYyI6IjQ3YWY3MDIwMzE4NjNjZGRlYmYwYTI4MDk2YmQ0NGEwNWNiODQwY2VhYjZiZTNmNTcyMjkxNzMxYjgwZTNlZWEiLCJ0YWciOiIifQ==
1,#1236,01/09/2026,Decreto,DECRE-2026-812-SI-INTEN,Expediente Nº 3601/2020 - Registración Adenda.-,30/07/2026,Registro | Convenio,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IkpmZ2xES2NKYi9GQi9CV0NjYVVDOXc9PSIsInZhbHVlIjoiajJRMEIrb2Foa1cwVGcvOG9sT0pGOWNPTHZDeVpyMkJ1TWxPQXlYVGVva0p0OXRHZC9ZdVZqbXVpZkpyUEF2NSIsIm1hYyI6ImM0ZmU2MWRiNzMxYWZjMzEyOTkxZTc2Yzc4NjFiN2Q1YjUxN2JjZjI2NmQwMWU5MmY5MGJkMTc1ZTgwOWUzNjUiLCJ0YWciOiIifQ==
1,#1236,01/09/2026,Decreto,DECRE-2026-811-SI-INTEN,Expediente N° EX-2026-00194392-SI-DDS - Crear la Dirección de Presupuesto dependiente de la Contaduría General.-,30/07/2026,Creación | Dirección,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6InlsS2xvcVVvSE54QkF3a2lnWEZXSkE9PSIsInZhbHVlIjoiVWtlSUpDbEsxWVlrZ2oraEE0d1BnZkpmQk1wdllJZEJpVzB5RTVPVWFNb1ZxUWlRR0xkem5oVjA4dkVPL0xjNiIsIm1hYyI6ImUwMjM5MTIxNjY4NDY4MWFmOWRkNTE4N2Q1MzRlZGNkZWMzZWQyNjJkMDBjYjMyZGFjNTM3ZGE0ZWJiMjI2ZTIiLCJ0YWciOiIifQ==
1,#1236,01/09/2026,Decreto,DECRE-2026-810-SI-INTEN,Expediente Nº EX-2026-00260968-SI-SSOBPU - Prorrogar el plazo contractual de la obra “FINALIZACIÓN DE VIVIENDAS EN LOS BARRIOS LA CAVA Y LA CAVA CHICA” (Licitación Pública N° 6/2025).-,30/07/2026,Prórroga | Licitación Pública,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IjN0MUlXV1VjS3YzNGNTQUFSMTRPc0E9PSIsInZhbHVlIjoiZWlxeXZVRXZ3SWZkOGZvYlBlUXVBUVVTKzZtb1paZ1AvZ2dwb1NBbDRuTjR6OTA5WTVib3hDOUtINnpSa3VMQyIsIm1hYyI6ImU0YWZjMDQ2MzdlZWJmYzIzNGFmNjk3ZmY5ODE0Nzk0NDM3MjE2NjU1ODJkNzU5YzRmMzRlOTkxNjNlZmU3NTEiLCJ0YWciOiIifQ==
1,#1236,01/09/2026,Decreto,DECRE-2026-809-SI-INTEN,Expediente N° EX-2026-00167871-SI-SECAMEP - Adjudicar la Licitación Privada N° 8/2026 para la adquisición de “HERRAMIENTAS MANUALES”.-,30/07/2026,Adjudicación | Licitación Privada,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6ImpIanI3d0tFcDRjcHlrbWdMd09VRUE9PSIsInZhbHVlIjoiZUVDQUltci8xaEZ0UDVaRStIV3MxNXpoRFZ5dHZmMFR1cHk5SjVxT0ZIYmQyVnNPS0tjYWRuemJNbDJIaFNGUiIsIm1hYyI6ImE0MDQ5ZmQxMWU2NTY5Y2VkNzc1Y2EzODYxN2Q2MDhmMDcyZWRmMzk2NzMyOTRiMzY2YjdkMjJmZjhjZmM5MGYiLCJ0YWciOiIifQ==
1,#1236,01/09/2026,Decreto,DECRE-2026-808-SI-INTEN,Expediente Nº EX-2025-00035548-SI-SSDS - Prórroga y Ampliación de la adquisición de “ALIMENTOS” (Licitación Pública Nº 29/2025).-,30/07/2026,Prórroga | Licitación Pública,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6Ik1CRENSWXJKcjdKcFA1NWhpMi9jcUE9PSIsInZhbHVlIjoiMEdrb2JJNnN1TW5pZkh0N0VoRy9MT0dsTFViMkJkZVFEbi9EQW5kVU9RTXNsaUFNOUl0VEVqUGhPclVDekgweiIsIm1hYyI6IjViMGY3YjQ1YTNmMjRkNzRlYzliMzU2Mzk5ZDc0OTI1ZGQ4YTU2NTc4N2E4ODIwZDM1OGFjZDQ3NWEyNzg5MDMiLCJ0YWciOiIifQ==
1,#1236,01/09/2026,Decreto,DECRE-2026-807-SI-INTEN,"Expediente Nº EX-2026-00247558-SI-SSRC - Otorgar subsidio al “CENTRO DE JUBILADOS, PENSIONADOS Y DE LA TERCERA EDAD ARCO IRIS”, C.U.I.T. N° 33-70755047-9.-",30/07/2026,Subsidio,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IlIxbGlvSUIzRW1FVUl2NlhjQ1Z6dVE9PSIsInZhbHVlIjoiWVZlVjN2a1NwUzE5WUdZRzJZNFRMdm1wYjQyR2NEQkM1MWJFTWVLWGVjakdTNWZpWWRlVVJtUFFBdC9UUVYwTiIsIm1hYyI6ImQzYzM4YTE5ZjFlNGU5YTRlYzRkNDZmZWJlYWEyOWZjMDBjY2FkYjBjZjZlYjllZjE4NTUzNDkwMDE4ODk2ZjEiLCJ0YWciOiIifQ==
1,#1236,01/09/2026,Decreto,DECRE-2026-806-SI-INTEN,"Expediente Nº EX-2026-00197962-SI-DDS - Designar al Sr. Eduardo Alfredo Perillo (Legajo Nº 55.749) como Subdirector General de Descentralización y Atención Ciudadana, en la Delegación Municipal de Villa Adelina.-",29/07/2026,Designación | Personal,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IlpoWmluL2FxSDRBQjYrbU9mMTMwM0E9PSIsInZhbHVlIjoiT09JMDIyWWFWNGEzK2t5ZEVwQndHWGRuYkJhS0xNU3V5UFBDbVN1L2RHeTliWlcwYXR3NVNsRnBsMFFSeHowUCIsIm1hYyI6ImE4YmNiMTc1NGMxNjMwYmI3MzlkMzFiOTc1NTNkNjUxNGVjYTJkY2NmZTk2OWMzMzc3MWE1MTBiNzgzMDI0ZDciLCJ0YWciOiIifQ==
1,#1236,01/09/2026,Decreto,DECRE-2026-805-SI-INTEN,Expediente Nº EX-2026-00248679-SI-SSSALU - Llamar a Licitación Pública N° 26/2026 para la contratación de “SERVICIOS DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE EQUIPOS DE RAYOS X”.-,29/07/2026,Llamado | Licitación Pública,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6Ik1FdGEydVhTa1RIZWxUSnAzZU90SEE9PSIsInZhbHVlIjoibzI2Q1VGdmRRbXZGRGwyRW0zVzl2SHk1SHVqVHFjZUNkb2Y0Z0pnYW5MQ09MZzh2eHRzZnJwNzdpNWx1R0UzKyIsIm1hYyI6ImMyZmI2OWM4MmEyYjZiNWExNTVjNzliY2QxYzJkZmQ0NGJhMmVhOWM3MWMzODNlOWQ5YjkwMjA0Y2RhNDQ4ZWUiLCJ0YWciOiIifQ==
1,#1236,01/09/2026,Decreto,DECRE-2026-804-SI-INTEN,Expediente Nº EX-2026-00263076-SI-SSRH - Convalidar contrato de servicios.-,28/07/2026,Convalidación,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IlBnQ0pNVEI5ckgzQW9BQ3AweFJ0clE9PSIsInZhbHVlIjoiMWNPK0FoeEtCTDZoRnU4NkhiVnhWNkRIeHd3SnduSjlJTEoxZmdKQkt1VFEvUG5WRVF4QVpVM0NwWEwycVJQdiIsIm1hYyI6IjczYTIyOTY2NDE1MDBiZDNkMjA1NTE1ZjJjZGQ0OGM3MjFmODA2MDlkMmNhMWM0NTdhYWJiYTFkY2VkMTMwMWUiLCJ0YWciOiIifQ==
1,#1236,01/09/2026,Decreto,DECRE-2026-803-SI-INTEN,Expediente Nº EX-2026-00259686- -SI-SSRH - Convalidar contratos de servicios.-,28/07/2026,Convalidación,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6ImcyOGExWGg3aTduaU9mb3ZvRHRQVXc9PSIsInZhbHVlIjoieWZHZUFSVFA5Ung5ZWE4aVNMUWtrK0s0ZERDSU9MbFlySnZzSFVtSjRhUktNOVdmWllxZGdra2ZyUmxaWmorWSIsIm1hYyI6IjMxZmYyMDViZGQ2MjZlMTY5ZWEzYTEyMzM4YWUwYjZiY2U5ZGFhYjE2MjMyMGM5NGE3YTFiNWQ4ODdiMjA4ZmYiLCJ0YWciOiIifQ==
1,#1236,01/09/2026,Decreto,DECRE-2026-802-SI-INTEN,Expediente N° EX-2026-00170822-SI-DRSAL - Declarar desierto el Primer Llamado y efectuar un Segundo Llamado a la Licitación Privada N° 9/2026 para la adquisición del “STENT BILIAR AUTOEXPANDIBLE Y STENT PANCREÁTICO”.-,28/07/2026,Segundo Llamado | Licitación Privada,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IlB4V1BpUXRhVXFwY2dvQjZPL2RPZ0E9PSIsInZhbHVlIjoiWWtzVjFEMVBSZDZDQ0ZObGIwSmRjUTRibHJhTlRCUk5VNDNQQ3J0M0NWd2N1NkNIRlNPSHJMWm9BdVdaVnpvMyIsIm1hYyI6IjZiNzAwOGY2YjBmZmRkOTI3NTNkYjg0OTFiYjlmMjc5NDQ2NGJmMzZkOWMxNWE3NDhhMzdmOGQ3ZDRiY2Y5ZTAiLCJ0YWciOiIifQ==
1,#1236,01/09/2026,Decreto,DECRE-2026-801-SI-INTEN,Expediente N° EX-2026-00072898-SI-DDS - Rectificar el artículo 1° del Decreto N° 637/2026.-,28/07/2026,Rectificación | Decreto N° 637/2026,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6Ii9QQ21yam84Y1NTK2hwMVRUek1YbFE9PSIsInZhbHVlIjoibFRyOWxmM2FLZmpUbGFsM3lVYm1KdkhjcHRETGhqejNkY3dDTkNSTnU2STNiTldJb2pQVEkzaTBETWlTeTNKRCIsIm1hYyI6ImMzODg0ZGZkY2IxYmMzMWI0M2FmNGM0ZDcxMWZlNTFkOWI0MThiMmViMzY1NDE0NmJiZTU4NmEyYWRjZmMxY2UiLCJ0YWciOiIifQ==
1,#1236,01/09/2026,Decreto,DECRE-2026-800-SI-INTEN,"Expediente N° EX-2026-00151066-SI-DRSAL - Adjudicar el Concurso de Precios N° 19/2026, para la contratación del ""SERVICIO DE PROVISIÓN DE BOTELLONES DE AGUA DE VEINTE (20) LITROS RETORNABLES CON DISPENSERS EN COMODATO"".-",27/07/2026,Adjudicación | Concurso de Precios,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6Ik9Rd0dmT0dUYUYvb1JpSXBEMGlSSGc9PSIsInZhbHVlIjoiTUovWHNtTDhsR3I5R2NpVXB4dG1hTmQvQ3lZME8xUE91a2w5RHdzN0pGai8zMkJRbGdoS1M5MWtxU0pkbzNidyIsIm1hYyI6ImRiNGJhMzZhOTBmOTIwY2UwODRkYjljYzg0ZTI4NTg5ODI4MTAxM2QzZWQyYTUzN2ZjNzgzODc2YzAzZGQxZjQiLCJ0YWciOiIifQ==
1,#1236,01/09/2026,Decreto,DECRE-2026-799-SI-INTEN,"Expediente N° EX-2026-00095014-SI-INNO - Adjudicar la Licitación Pública N° 8/2026, para la contratación del “SERVICIO DE ALQUILER DE IMPRESORAS”.-",27/07/2026,Adjudicación | Licitación Pública,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6ImJXUG1CNFNGWmlzZVJrekFlejc0VFE9PSIsInZhbHVlIjoiUHFpd2FNVmQ3R0EzVm5wM05jaXp6SXFzc0xJVFBCeGdNV1FVWEV2QURqL3c2Sk9JbUh4MnpPdEdWWmQ1ZG05SyIsIm1hYyI6IjAxOWM0NDIwM2E4ZTJmN2E5N2EzNDBjNGVmOGJmODA3NDRiYjg3NTlmNzUxOWE1NTkwMTQ0MmE0MzA5MTUwOGYiLCJ0YWciOiIifQ==
1,#1236,01/09/2026,Decreto,DECRE-2026-798-SI-INTEN,"Expediente N° EX-2026-00125684-SI-DRSAL - Adjudicar la Licitación Privada N° 5/2026, para la adquisición de “INSUMOS PARA UROLOGÍA”.-",27/07/2026,Adjudicación | Licitación Pública,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IjR3bFFpdk1UanlGT0RENXhZK3ZRUUE9PSIsInZhbHVlIjoiWnp5V0V5Y2tRTWdHdUtyYjdaaktMcmEvRmlqcDRENHR5Z0VENkVRZjNCZllDNjlTVDZKNlVycHo3SWx0UXpBWiIsIm1hYyI6Ijk2M2FhNjlmZDlkNDZkYzUyYjNmOGMyMmI2NDUzNmI4MGQ2MDIwODJkOWVkYzY4YjA4MTc3ODRiMWMzMDMyYmQiLCJ0YWciOiIifQ==
1,#1236,01/09/2026,Decreto,DECRE-2026-797-SI-INTEN,Expediente N° 17111/2014 - Registrar el Acuerdo de Rescisión del Contrato de Locación suscripto con la Sra. Esther Susana Campanelli (D.N.I. N° 4.132.729).-,27/07/2026,Registro | Convenio,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IjA5VkF1VlRubWswT0xTOVcvK2xyNHc9PSIsInZhbHVlIjoiSTl2bERndjFXTXNkSEVrbTRQZmswNWZZcXBRb1FLcmNlOWlVQm85TnhUU3ltM1JseEJEbmNubHdEeHFMV05laSIsIm1hYyI6IjQ3NmVlZWQyMGU5NDU3ZTgxZjU0NmI5YmFlOGNhMzg1YjZiOWRmNjU4ZDE0ZjVjNDg5Y2M0MjgwNGE3YmFiYTgiLCJ0YWciOiIifQ==
1,#1236,01/09/2026,Resolución de firma conjunta,RESFC-2026-969-SI-SSRH,"EX-2026-00244310-SI-DGRRHH - Designación de ARIAS, Rolando Marcelo (Legajo Nro. 64754) & otros.",31/07/2026,Designación | Personal,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6ImtHZ09WUXVCbHhiTGVrd1dEekEzVWc9PSIsInZhbHVlIjoiUjFOSEJpSWcycEk5Nkd6NnlqVmYwOU9iZ1ZEdVFEZndZOVFCV2RhczhVNkJNOVlBNlRMWit4UjI5TmhmNDU5RiIsIm1hYyI6ImYxYzAwY2M5NGM0ZDQ2NGExNWY2N2ZkMDhhOGUxMTEzYWUwNTBhZTVlMDA3YmQyYjVlZGEyM2NhYjFhZjIxMzMiLCJ0YWciOiIifQ==
1,#1236,01/09/2026,Resolución de firma conjunta,RESFC-2026-968-SI-SSRH,EX-2026-00248184-SI-DDS - DESIGNAR ROBLEDO NICOLAS - LEG 72.150,31/07/2026,Designación | Personal,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6InY1N1k5NXBpbEV3T0lORkVIeXBYWUE9PSIsInZhbHVlIjoidTdDWi9MYVdvWFQvS21nTXdWdVBWVWV6bmRlbG1kN3BhTnZsWU0vM0dDaisvZWQ1Z0paQnp1ZjNpeEVWejVEQyIsIm1hYyI6ImZhZTA4NGUwZDkyNDk0NTM1ZmM3MWNkNDdjMTZiNDZiNGIyNWYyYjczMWFlMjYyMDk5OTY5MTE2NzlkMTM0MjYiLCJ0YWciOiIifQ==
1,#1236,01/09/2026,Resolución de firma conjunta,RESFC-2026-967-SI-SSRH,EX-2026-00247366-SI-DDS - MODIFICAR CARGA HORARIA CHLUDIL ARACELI - LEG 73.059,31/07/2026,Modificación | Carga Horaria | Personal,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IjZlb2MxSWlBcWlIdmlXS0pVVDZmSEE9PSIsInZhbHVlIjoiNTRLdmg2MnFEQ0hDamc5cWVLUkR3aSt5MGZFK1Y1WXRDaGJxUlVTVStQQTJWVU5xMTRUaHp1Y2tZNW8rcmpaOCIsIm1hYyI6IjIxOGQ3ZjFlNzdhMTM5MDU0NTM2ODY3MTg1ZjViMzJjMzYzMzYwMWFkNjNjYjA0OWNkNDIwNDU0YzgwNjdmNGYiLCJ0YWciOiIifQ==
1,#1236,01/09/2026,Resolución de firma conjunta,RESFC-2026-966-SI-SSRH,EX-2026-00247337-SI-DDS - DESIGNAR LOPEZ VANESA - LEG 59.878,31/07/2026,Designación | Personal,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6ImhhSkw3V3c5R1k2UlpGNXBncWw5Zmc9PSIsInZhbHVlIjoiZS9LLzFiQ1NwSmhPSlBsS0w0UTA0ajQzQkV5ZW5UbUhQaWZ4bC8wTUtsSkY5MWNHMDNTdWFDT0gycHhUTVk4UCIsIm1hYyI6Ijc5NWEwYmEyOGEzYTM3NTNhNWQyZmQ3YjkwM2Y0MWJkZTkxNjFlMDAzY2NhZmQ3NjkyOGI0ZTgyZjI0OTVhNjQiLCJ0YWciOiIifQ==
1,#1236,01/09/2026,Resolución de firma conjunta,RESFC-2026-965-SI-SSRH,EX-2026-00277909-SI-DDS - DESIGNAR NEME JUAN - LEG 75.619,31/07/2026,Designación | Personal,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IkZiTzQzS2FrNEM4OWtVdVEydkswa1E9PSIsInZhbHVlIjoiVWRhTzQvU1pRZndISDlPbHpBZTcyZ3FOQlNlUFQzckNqa2dvdmJMbEpUZ0xVVzI4TkN1QVROV29oMmdQbjJsWSIsIm1hYyI6ImRhOTc2Y2E1YzA5MjZlNTAwYTA4NTFkZDFlY2QwNjBiZDQxMWUyODk1MWQ3NDQ2M2UyNzU4MTJhYjE1MzVkYzQiLCJ0YWciOiIifQ==
1,#1236,01/09/2026,Resolución de firma conjunta,RESFC-2026-964-SI-SSRH,EX-2026-00270119-SI-DDS - DESIGNAR POTENSE GUSTAVO PEDRO - LEG 59.369 Y OTROS,31/07/2026,Designación | Personal,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IjEvQlhOWmNBS3V5Vkp6amFzSEZ0R2c9PSIsInZhbHVlIjoiNEM4UzNZUHJPWWRXcVJBNTJXRGQ4c2dmMG9EWEhST0o4ZWhCZUl3NkRkeG9HN1ZHZDhjU2VVenlDRWx1Q0IwNiIsIm1hYyI6ImJlYTAyZjBmOTk2M2QxZjJjZjI4MDNhNjA4ZDVjYjVmMzNkMzVkNzE0ZWUwNmVlMDA3MTE1YWM3NDU4YWVmNTIiLCJ0YWciOiIifQ==
1,#1236,01/09/2026,Resolución de firma conjunta,RESFC-2026-896-SI-SSSALU,"EX-2026-00270072-SI-DDS - Renuncia de la Sra. CORRADINI, Gabriela Fernanda (Legajo N° 56.036).",31/07/2026,Renuncia | Personal,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6Ikl3VzdNRlZramdXNXM0MThxSXAvR2c9PSIsInZhbHVlIjoiZUlPTFRNa0NIUHlRVUNOWnd0bTZvWXRrd1JBTlVvQzBHN29jZDhzVUpOWnlyV25YUVhJUUI2OWZFR1NzMElkOSIsIm1hYyI6IjM5MjljYzQ1ODNlOTE5YzhlMDBkMWY2N2VjNDkzOGMzMmFhNmYwNGFkMDA3NTkwNTczMWNkMjNlMGU0Y2NmYjQiLCJ0YWciOiIifQ==
2,#1236,01/09/2026,Resolución de firma conjunta,RESFC-2026-895-SI-SSSALU,"EX-2026-00266672-SI-DDS - Renuncia de la Sra. FUCARACCIO, Romina Anabela (Legajo N° 73762)",31/07/2026,Renuncia | Personal,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6Imhvb0hIbTZ3b29DRTMzbWxTcHY0WFE9PSIsInZhbHVlIjoiUDkxK09YTTVtTDBrcUNNczFxVTBZaUVWRmRYUkEvOHgyaWRXb0lFMWxVYXFRQWp3UUVlTUJ6RmZqZStCN0RIdSIsIm1hYyI6ImU5ZWQyNTNiMjg4OTljM2U3NGQ1MmEzMmNlMTFkMWI1MTUwOGRiYzA0ZjliNGY1ZmMzN2VhYzliZDQ0NmYyYTAiLCJ0YWciOiIifQ==
2,#1236,01/09/2026,Resolución de firma conjunta,RESFC-2026-894-SI-SSSALU,"EX-2026-00271601-SI-DDS - Designar al Sr. ROSSI CIELO, Matías Ezequiel (Legajo Nro. 77.673).",31/07/2026,Designación | Personal,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IjFhZGhnRE5CbURLL29FZGpEOWZzVXc9PSIsInZhbHVlIjoiNUI3YlNPQ2RZN2dHMTVIWldnNlBwaVFxMXNvMHQ3TTI3SmMyNkh2dWNhQUxhdTJ4aVRCcDNlUmQ1RzNsZTFBYiIsIm1hYyI6IjViNmM2NjYwOWE0MDY0MjA5YTJmODJlN2MzZmY3ZjhkOTk4MjE1YjYyMGM5YTY5YWVhYjViOGQyZjEyNmUwMTYiLCJ0YWciOiIifQ==
2,#1236,01/09/2026,Resolución de firma conjunta,RESFC-2026-893-SI-SSSALU,"EX-2026-00271587-SI-DDS - Designar a la Sra. PAEZ, Julieta Giselle (Legajo Nro. 75453).",31/07/2026,Designación | Personal,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IkpwUXB4T1FhejJpc2J1QVFha0VlN1E9PSIsInZhbHVlIjoiQmMybzR0Sm5Cd3pKY2RvaVk4V0RIVFRJUWpQelpMUmhLTTFMelV5NDFsMSt3VUZ0cW14bHBSSTBZQUhJb0NUQyIsIm1hYyI6IjVlNTY1ZjU2NGI1MTc1NjA0Mjk0MTc2ODVhOThhZjg3NzdlZGFlNDZiZGFlMjEzNTNiMGU3MjNmODFmNGIxZjEiLCJ0YWciOiIifQ==
2,#1236,01/09/2026,Resolución de firma conjunta,RESFC-2026-892-SI-SSSALU,"EX-2026-00271567-SI-DDS - Designar a la Sra. PEREYRA, Adriana Patricia (Legajo Nro. 78.005).",31/07/2026,Designación | Personal,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IkpTVjdJQVluUHR3M0ZkRHlLU2I4R0E9PSIsInZhbHVlIjoieHFWZjdGTWZhRlN1blcvOHJZNVJhRmdFN3A0QlE1WUZQYlF3d2F3M1hvTGxJbkUwcG94Y1EzSXVwdHpxN09BRiIsIm1hYyI6IjBlYjUzZDk4MDNiYWMyOWRjZjc0OGFmN2Y5ODY3YWIyZTFjYWZkOTEzZjI2YmJlOTc5OWM5MDA3OTRjYTI4OTQiLCJ0YWciOiIifQ==
