pagina,boletin,fecha_publicacion,tipo,numero,objeto,fecha_firma,tags,pdf
62,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-531-SI-SSSALU,"EX-2026-00155420-SI-DDS - Aceptar la renuncia del trabajador MERA, Francisco Jesús (Legajo Nº 76.763).-",24/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IkNmTGdRRDgwNFZnOXI2bTh2dUJVaEE9PSIsInZhbHVlIjoiSEt2bGN4NzcxSlZQRlVVNURobzllZTMzQ2dUQ2U1ekE0dUY0bWorc3dQNVJRRDdmbTdXdUZ4bTBkSk5Ub3JWYiIsIm1hYyI6ImQyZWYyYjRjYmYwZmNjNTZmMDA0ZTNjNzE4Nzc4NjM2MzAxYjkwY2M5MmE4ODk1ZmY5ZDdlNmU2YzJhMDVkMDgiLCJ0YWciOiIifQ==
62,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-530-SI-SSSALU,"EX-2026-00138782-SI-DDS - Limitar y designar a la Sra. CASTAÑEDA, Silvia Noemí (Legajo N° 75.626).",23/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6InpBaDAwWWd4bTVGZ0wrM3Qxd2k3SEE9PSIsInZhbHVlIjoiMWJsNzFldzBYUklnZDZnVThZOEtMeDhQemxGQVd1eHEvMFM5bDNxRTdtWjdwT2xkZURrdDJNYjRlaXVZVDNqdiIsIm1hYyI6ImY4Y2Y0MWNmNTc0NDJlOTgzNjk3ZjNlMzI2ZmZhNjk2NzA1ZjNiMjE4NTQzOTViMGYyMGE5YjY3M2VjZjNjZWEiLCJ0YWciOiIifQ==
62,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-529-SI-SSSALU,EX-2026-00152181-SI-DDS - DESIGNAR RODRIGUEZ CAMPOS MARIA EVA - LEG 65.307,23/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6ImNRUzZjZERPQWhOMXErRjlMU1ZWeFE9PSIsInZhbHVlIjoiM1JqbzR3cmZUQnpDRFVHeHQxL09NeHdWalhPMGpSeDJzUzgwY2FYaDhQMi9oWG9EckVIR2Q0dkl1eEE3cmp0RSIsIm1hYyI6IjdlN2VhZTAzZGM5NWVjOGY5YTY0MDAwMzk3YmNlZDVmZjAzNzZmN2QwYjQyMzI0N2E2ZWVmM2JjZWI4ZjZhMjAiLCJ0YWciOiIifQ==
62,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-528-SI-SSSALU,EX-2026-00152078-SI-DDS - DESIGNAR ZENTENO SILVIA - LEG 58.511 Y OTROS,23/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6Ik55RWhjcGhTRnM0aEVQMzVPODQrVUE9PSIsInZhbHVlIjoiL2FUN1pVM1pSZ0hQWUJJRU1tanhrR2RoS2dtUXNkbmdId2pkcUdsbUVaQlFQUjVTS3UrUER5WlNRcHlTN2wvZiIsIm1hYyI6ImFkYzE0OTY2MTRlZDM3M2IyYjZhMzdjNTAzYzUzMjkzZDg0MWViNWYzZjY0YTNmMTg5NzA0YzQyY2JmYjk0NzciLCJ0YWciOiIifQ==
62,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-527-SI-SSSALU,EX-2026-00152017-SI-DDS - RENUNCIA DE MAGRINI NADIA - LEG 76.214,23/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IjJzK1A4eEF6a2lIb0djcDdGckdjOGc9PSIsInZhbHVlIjoiVFl6MHRFc2hOWXJpZzIxN296WS9RcnR0QXMzQis0MUhLT1JacHlJb3dDSWtTaGovS0E5OSsvcVNtYzBNbHZkNCIsIm1hYyI6IjhlNzJlMTM3MDgzOGFhMzUzZTIyMjA2NTZlOGVjNzVkNTk5NWQ4OGZkZDRmODk3M2Q2ODU3ZThlYTBlNjA5NDUiLCJ0YWciOiIifQ==
62,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-526-SI-SSSALU,EX-2026-00133646-SI-DDS - DESIGNAR CAMPI ESTEBAN - LEG 77.409 Y OTROS,23/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IndETHUwK2c4d05ML1pMejcvcTdNdUE9PSIsInZhbHVlIjoiN1VRUEtmQUVpTFVrMEttYmZVQU5Yc0QrNG5HRi95QjZpVDVqbEExNnkvZ1h2WUtraXU2aHNudExsSC9wZkI4YyIsIm1hYyI6ImRjODg0ZDVjM2E4MDBhM2MzNTZlNzEzYjFiOWViNjI1NDdjNmNmMGY5M2RkZDcyMjIwNDViNDgzOTFlZjFmMTMiLCJ0YWciOiIifQ==
62,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-465-SI-SSRH,"EX-2026-00155280-SI-DDS - Designar a la trabajadora JUAREZ, Daniela Juliana (Legajo Nº 77.799).-",23/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IkVWS0pLSFZENXlCcWpCSFdBYzJtb2c9PSIsInZhbHVlIjoiN3ZtQU05bVRhZyswWTVicHFRL0tPWlE5enYreUk3cHNDQUhETFhzc29QZjBwRlV4WVZtSnZFN0NFekRvUjdJayIsIm1hYyI6IjdmMjcxMzA4Njc1Nzk5NWQwNzBhNGU2ZWExZTkwYzViNmEzYTliZmZmM2YzOTE0NmM3YTdhNTk5NTAwMWFkYzUiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-464-SI-SSRH,"EX-2026-00155247-SI-DDS - Limitar la designacion de la trabajadora ACOSTA, Milagros Beatriz (Legajo Nº 72.613).-",23/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IkY0dFVOdWRTWE9KWHNyOGJIYWR0UXc9PSIsInZhbHVlIjoiWkRobTczRERmRXhzWGFLemFSckl3VmtjVUd1eW1XelNXdFJoR25zK2NwZ2p3Z1RNU1Rud1VBelVZY0xySmhHTCIsIm1hYyI6ImUzYWVkMmI3YjMyNzUzNDJmYjBjZDM1NjIxNzQwNTcwZjViNjllMGExY2Y1OThhNGQwYTIyZTIwNGMxZTc1NGYiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-463-SI-SSRH,EX-2026-00108259-SI-DDS - Trasladar a la trabajadora GOMEZ Yanina Maria (Legajo Nº 66.008).-,23/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6Im1lZDNDa1VHR3c3VmVHb3VoaFplN1E9PSIsInZhbHVlIjoiYm85bHp2bmsvZ09xT3lVZWFTRE0zUmQrUDVHNTdSRTIvWU5PR0wzRjNmSisraTRQYnphUDQ0dkZYTU5aNTFLTiIsIm1hYyI6IjYwZTQ5MDEyYTJjOTZjZWNlYzI5MWE0MDcwNzg3MDUxYjA2MDQ3OTdiYjA5MDRiOTY5ZDQyZmE4NzRiOGQ3ZDIiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-462-SI-SSRH,"EX-2026-00154106-SI-DDS - Aceptar la renuncia de la trabajadora ANSEDES, Clara Daniela (Legajo Nº 70.305).-",23/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IkI5MFRYcGYwNFZ0NzEzaUFBT2x1amc9PSIsInZhbHVlIjoidXRqbm5jdW9EbHg2c3Jobk1Ha0Q3RGlJT2oxREZGTnR2a0RYRHhzY2ZLcmtpVEhHd0tjT2piUzYvMFc3Z1dubSIsIm1hYyI6ImJkYWRmMWVkYjkwNDZkMjMzNTQzMDdkZTliMTRiMzgwNjk2ZWIxYmFlZTgxMzQxZWMzZTExNzk3Yjc2NTI3NzAiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-461-SI-SSRH,EX-2026-00151112-SI-DDS - DESIGNACION DE DURAN NATALIA - LEG 63.970,23/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6Ik1DNTBTZXNMUGE3YUtRV1FMRlAyaGc9PSIsInZhbHVlIjoiMG12ZURhcEJoMWErYVNSM0E4dWNGRTVaVFlROEpid3ZZaGN0TTZrVTRjclUrZnNnWXRoV1NwZ29WSUlTSmNNZyIsIm1hYyI6IjMwYmNiNGUwYjhjNjE1Mzg2YjQyMTBlNmEyNzkxM2NjY2Y2MmJmMmI1ZTliYTkwNjFlZTRhYjVlMGFmODkzNDkiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-460-SI-SSRH,EX-2026-00151577-SI-DDS - DESIGNAR JALIFFA HECTOR LUIS OMAR - LEG 66.291 Y OTROS,23/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6InpKR3VualpMNHZiSjlXRDRWQ1R3S3c9PSIsInZhbHVlIjoiZVEzempaTTl4eEUraCtxcUxGelJoSGJuUjNzUFJ0a2FJaWpVWUpiMGw0eEdaL0RDajRCVjg0WjdzSlJtT3hvZiIsIm1hYyI6ImI4MDRhNjNhNzE4YjQ2YTJiNDY5ZjM2ZmY1NzY3ODYwMDQ0NzNhNWUzM2E1ZDcwM2MzOWEzNTYyMzE3OTk1NDIiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-459-SI-SSRH,EX-2026-00151465-SI-DDS - DESIGNAR RODRIGUEZ DEWAELE FEDERICO - LEG 66.016 Y OTROS,23/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6InR6RFJQaW1wUEFaOXVCbktSSnJZcWc9PSIsInZhbHVlIjoiWmVZSnlIQU9tcHk1am81am9mQlNna1ErVGdqTm5MMUpCME5hTGRpRE03N3lRNmdIbEl2T3dJQTFvZGpWSzBzdSIsIm1hYyI6IjBlZmFkMTBmOWE3OTkwYWZhNWI5ZDViZGQ1NjgwOWNlYzI0NmM0NjA4MzE1MWY2ZmYzMDBjNWRhMTU0ZDkzODAiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-525-SI-SSSALU,"EX-2026-00131329-SI-DDS - Desígnese a la Sra. CONTE, Rebeca Elizabeth (Legajo N° 77626) & otros.",23/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IjNwZEFWOHEyZDZjTnpIK3FHdFVrQ2c9PSIsInZhbHVlIjoid2hWSmM5WmZtcHpGY3IrdTNTdmpjcjdZZ2tYRFJHYW9UeEt4dnY0V1RFNWVPMmtmaXc5QmlwTmlmTmdtQ1VSLyIsIm1hYyI6IjZhMDY0ODg5MmU5OGYxZTY0MTRhNDU0ZmVlN2Q4ZjAxYjBjMTNmYTIyZTRmN2E1MzM4YTgzMWY3MWU5MmQwNDMiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-524-SI-SSSALU,EX-2026-00152228-SI-DDS - DESIGNAR RODRIGUEZ CELESTE JUDITH - LEG 77.456,23/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IlNCQ08raGw3Y0VwVldtYlZsK3Jpd2c9PSIsInZhbHVlIjoiaTUzaDRxVGJZemtIZlpaeFlzOW51anpnaUluMFpkdzBReE9obFJMd0Z5VXprNVZxQzN5Mk9QaS96eVRFSVlRdyIsIm1hYyI6ImVkMzg2MWU2OGU4NGU4YjgwODg1ZGU2MjdiYWJjMjEwNTU5MzhkNjYxYmE4NGQyMmFhMzUxODViYTllOTVkOGQiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-523-SI-SSSALU,EX-2026-00152254-SI-DDS - LIMITAR Y DESIGNAR SALVATIERRA ELIZABETH SOLEDAD - LEG N° 77.629,23/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IlF1bDlWRWRnVU1TS3FXU1pqUEFHUkE9PSIsInZhbHVlIjoiQkdLQXp3SFhUSUxmbGlESE1leVZlaVRCeWc4R3VkRVNzN0NQUCtYVVF3dWxVRGc5a05WZzhmNU5tMmNSL1NZWSIsIm1hYyI6IjAzNDA2NGU0NTk4MjhlNTkyMDYwZDVkNTUzOTJlODZkOGY3YzhiMGI4NDUzYzU2MDYxNWMyZmE2OTNkMjM3MTAiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-68-SI-SECPDU,"Expediente N° 14150-2022 - Resolución de Aprobación de planos de Conforme a Obra del Inmueble sito en la calle Julian Navarro Nº 4134, localidad de Beccar",23/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IkdQbzFOTDAwUXArVnVWUEpsSGZvMFE9PSIsInZhbHVlIjoidE0zeWlMNVVkc0pSSlNkVEJpYlNuN3NobkNlNThYcnBKR0Nrd3pyRnJ5U0RlRzQzaVQrYWFXMGpIcVFUd2hzbyIsIm1hYyI6ImE5ZDdiM2JlY2I1M2Q3NzE4OGEzYmU0YWQwMjZhYTAzZGRkODE1NjczOGMzODYwMzNhMWY0MDI4ZTZjM2ExMjMiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-67-SI-SECPDU,"Expediente N° 2955/2024 - Resolución de Aprobación de planos de Conforme a Obra del Inmueble sito en la calle Nicolás Avellaneda Nº 2036, localidad de San Isidro",23/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6InNHS3JwTjNGVXFZQUdHdGtEcU1sZVE9PSIsInZhbHVlIjoiN3lQbjVkRDJlaDVmNDFFMXZZeERDS3RhbzY1TVloWWFzNkJMRDZtYjkzU3VEQWptd1hTVXRySWE1VVNnQ1R2QyIsIm1hYyI6ImVlZjE3OWM3ZDI2MDgwOTgxY2M0NzI5ZWM0MjE5NTI2NGNkNDQ3NjlkZjMxYmE3YzY1ODA0M2UxNWYxY2ViZmEiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-66-SI-SECPDU,"Expediente N° 12011/2023- Resolución de Aprobación de planos de Conforme a Obra del Inmueble sito en la calle Ricardo Gutiérrez Nº 1557, localidad de Martínez",23/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6ImxpdVVUVDNDcCtwZlNnaUpwWFZkNnc9PSIsInZhbHVlIjoiTWp6VXVMSjMreGUvSzlTeS85M21HZmtRRUkzYStETGRaNHk0aGRqV0FwUlZtakE5RHEwamRBWU9oLzNrR2xMcyIsIm1hYyI6IjkwMjhmMjhlYTU4NjdiZDMzOTM0MzE4ZTlkMTk5ZDgwNDU5NWU2MGFkZmFlZjZjYTlhYzA0OWUwZGYyYTg3MzIiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-65-SI-SECPDU,"Expediente N° 10075/2005 - Resolución de Aprobación de planos de Conforme a Obra del Inmueble sito en la calle Uspallata N.º 1676/82/90 esq. Riobamba s/n, localidad de Beccar",23/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6InBjNUhuVzhacFVncENVMkNvL0FxZnc9PSIsInZhbHVlIjoiMFpQbURNRXRSK2piZ3FXZ05RdjRiRi95RXIvcmRERkhRYXdVQ21wcFNybDRxWHh3bFB1MUoydjhUZUwwSVdFSCIsIm1hYyI6IjlkZjE5NmQzZjhjNGNiMzNiMmFjY2MzYmI1Yjc4ZmI4NTA1YTE4Y2Q3YWMzOTM1Y2QxNjNmOTI1NDQzNzA0OWIiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-39-SI-SECHYF,EX-2026-00127125-SI-SDMEYA SOLICITUD EXENCIÓN DE RECARGOS CTA. 730622,23/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6Im5MU1ljSDFmN0hhYm5zbHJWSGl1a0E9PSIsInZhbHVlIjoibzVoaEpqQXZZSnRuckpEWndSRmdxTVVTVXhhT1BxblZvZU1TVVZqc3h6Szh3UWdCeWt1MXhyeWVSdXpNQzBSOSIsIm1hYyI6IjhjYjdhNjU3MzNlOTgwZGQwNTBhM2RkYTAwMzZiZjNhOWFlNDJmZDcxZTcxMjkyMzBiZDE0MzM0ZmI1YmNhOWEiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-458-SI-SSRH,"Expediente N° 7528/2024 - Recurso presentado por la Sra. GRAMAJO, María Florencia (Legajo N° 40.763).",23/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6Ilk5UTNqUk5mcmV3ekp5TThXKzU4Nnc9PSIsInZhbHVlIjoiNDZZU0FIUGZjRkZRT2pnM3hlY3dZNlBOR0xmdnVYSkk1VTBpQTF1QlVhc3E3K1NSQ1ZIeVNTRnE5MGJiTHZsZSIsIm1hYyI6IjgxMWYzM2JjZmI3NDQxMjNlYWYyN2I2NmQ4NTIzOTA0Y2IyNzE3ZGI3NjFiZGY0ZTAzZGY2ZDFhOGRmOGZkNTQiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-457-SI-SSRH,EX-2026-00152202-SI-DDS - DESIGNAR MELA ANDRES - LEG 77.812,23/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6ImJ1a1d1RDNWYWY1MUdNQlNYZTRjaHc9PSIsInZhbHVlIjoibzlnYWRIOFpGRytvV3FtcGovdTlhL1Y4N0R3bW43dldsSmpydTdNRGIzWnAwSFJqMTZyNEJBblNEVnN4QVV2ZCIsIm1hYyI6IjMwMjc4NmFiZWVhMGU3NThlODQ2OWI2M2I1NjQ4YjE4MGE3MDY4NWNmNzJjN2YxMDlmOTFkNThiM2FjYTAyMjYiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-456-SI-SSRH,EX-2026-00151845-SI-DDS - RENUNCIA DE BORDON MARIA LAURA - LEG 72.351,23/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6Im1QRmV6RkNBQjFJeFVBaW1tajRRcVE9PSIsInZhbHVlIjoiZ0h4QnZIY3FMS3NSSThtam5FMnBBSkhOQVpZVDNtZDNIb21pM2kwTXQxTzcrV3VrSXlyK3FhNEFMODgrZEtwYSIsIm1hYyI6ImJkMzNmMDMzZTEzZGIxYTExNThhMmU5YzNhNjJhZWUzNGQwZGFlMzI1YTBhZDRkNjZjZWVmYzcyN2ZmZjZhMmUiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-455-SI-SSRH,EX-2026-00151766-SI-DDS - REUBICAR AMETRAN NATALIA - LEG 55.504,23/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6ImxmbUJLV3ROSlZOMlZlY3lCNG5QQkE9PSIsInZhbHVlIjoieUI0cStZTXFPcEZ3Mi9nYlZzQkJMbTJBOVdwK0IyUEVmSEZlUms3VkdXR3BQNzZzdDg5VDk0NDI2SzM5d0JkZyIsIm1hYyI6ImIyYzJlMmRjNmRmYjU0MTczNDA5OThhZDUyY2VjYTc4Yjk1NDI2YTQwYjk3NDU3NjRhZjA5ZGQzOTYzODZkMTUiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-454-SI-SSRH,EX-2026-00148743-SI-DDS - RENUNCIA DE DURAN NATALIA - LEG 63.970,23/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6Ik5teTdIbEpZNUhkVktldUpmVFA1MXc9PSIsInZhbHVlIjoiSmtJb0RvQW5NdEJwVmVVdXh2WXd0L2ZucHdMVGxpQ2VRNEptMFdxdlRVSUNENnhiQmJyZXJjTXB0S0Z5UWFMNiIsIm1hYyI6ImVhZDg4ZGM4Yjc3ZTNiODNjNjdhNDI5ODA0YzdmMGY0ZTA4YjlmOTE2MDFhNjUzNWQ2OWFmMGU2N2ZkMzdhYTMiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-522-SI-SSSALU,EX-2026-00130514-SI-DDS - Designar guardias médicas en el Hospital Municipal Ciudad de Boulogne.-,22/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6InpZTU9YMkFQakprK0hKak5CWi94TlE9PSIsInZhbHVlIjoiOXRyYkNhQlc1UTVpU2VhMnBoZGpWZld5ZlFSNVJKWXc0VjlHdFE1R2E0eWRhZDEzMHhmYmJVejU2cjFlTXdrNSIsIm1hYyI6IjI1YTY0YjQ5Yzk3YmNiZDUwOGQ4ODUzMTRlMTU1NTVkMDgwYWU0Mjg2MWYzMWMzMTA4MWJkYjRkODZiZmIyNDkiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-521-SI-SSSALU,"EX-2026-00125664-SI-DDS - Limitar y designar a la Sra. LINARES SANCHEZ, Juliana Joanna (Legajo N° 77696).",22/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IitwVGt4V0c5c1V6Wk1wTTNPRTNsYXc9PSIsInZhbHVlIjoidnc4bjQ3RHBQZFVxWTF2Wkk0aCs5TnZsVSsyYy9uZXVUek0yTlpXWldiRUJXeTVzNWI1TnRydzV4UElMN3cyeCIsIm1hYyI6IjdjMGI0ZDVjZDAwMzIzMmI2MzgzZGY4Zjc0N2VjYjJlY2UwYmU2YzVjYTBmYjdiMDdmZTVmNDcwOTc0YzY1ZDIiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-520-SI-SSSALU,"EX-2026-00136153-SI-DDS - Desígnese al Sr. DUARTE, Bryam Ezequiel (Legajo N° 76183) & otros.-",22/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6Ijd1NVhHYVduZUdUVFU0QkJGVVVya3c9PSIsInZhbHVlIjoiQXdlc2lORUVZOSt3dXZVeElwWkJZekl1OTkyMTYzbkhnS0ZZem9SR3lINkozV1ZLSjBXd29iUmRKZDFnc2RqUCIsIm1hYyI6ImM5ZmRmZmRjODFjMWFlY2E4ZDM5NzkyZTRlNzhmNTExMWQ4Y2MxMmFiZjI4Y2QyZjk0OGM4YTgzZjkzYTM2ZDYiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-519-SI-SSSALU,"EX-2026-00134353-SI-DDS - Desígnese a la Sra. FLORES CHORQUE, Mónica Alejandra (Legajo N° 77393) & otros.-",22/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IjExK0VTRUh4dTM1V0ZQYzBEOVhURVE9PSIsInZhbHVlIjoiRVhkc01ra1FUalpkNXJpVzN6VmhMcGk3eGpnNWJFYnVZSWk1QnI5bmwycVN1ODFZK2Z1MEp6VFZ3R251cmZqbSIsIm1hYyI6ImVkZWNjZGNkNmJkNTdiZTMyMjg5YjEzODEyY2UwNjkwNTVlOTFjMjNjYzcxYzNjN2ZhNDZmNzQ2YjNjNzFmMzAiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-518-SI-SSSALU,EX-2026-00132417-SI-DDS - DESIGNAR LEGUIZAMON SOFIA ELIZABETH - LEG 77.821,22/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6Ikgza2NtV0tKVGF4bkJQTFE1aTNkR2c9PSIsInZhbHVlIjoieXRMTmtuTDgybzc0K1c5M2x4M2lyVWthV1Zhbkk1UFNUZCtoNCtTNFFoRmJFU2R3bjVIdWR5Y3dGMDNNcU5VNCIsIm1hYyI6ImMxYTE1ZDYzNjY3ZmI2NjI3YzQ1YWJiNzMxYzIzMzRmNjlkZThhMzU4OGMyNWM1MGU1NTc2MjVhYjI3YTFkMmQiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-517-SI-SSSALU,EX-2026-00133153-SI-DDS - DESIGNAR SANCHEZ SCHUERDT SOFIA - LEG 76.864 Y OTROS,22/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6InA2bE1vbTFTTmJHTmNnbklIM0lBTnc9PSIsInZhbHVlIjoiRUJ1aVQ3cnZDQU9Rdzh3Z2tFTEpFeUNSeU1tWjc5a0VQbVVMNkVYQ2ZNMnp4VUIycGxPN1pzU1lZYXpscHNHUSIsIm1hYyI6ImQ4NmFjZTgxYzg4YmNhOTNjNTY1N2I5YTdkNmI5NGRmZTYxMTIxNzMzNzc4Njk4MThlMWQzNGE1NDRiMmVlM2MiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-516-SI-SSSALU,EX-2026-00130461-SI-DDS - Designar Guardias Médicas en el Centro de Atención Primaria Bajo Boulogne.-,22/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6IjZ0Q3NTQ2gzVFhISE9mSXNjekZFU3c9PSIsInZhbHVlIjoiSkZZM1U3UUduS3k0S1VYZG5peEsvRlhidDVobGt2Z00vQzJZVHdUZWxUbmJIbVhNYTNCVHoycHdFWXoyZzV2UyIsIm1hYyI6IjQ2ZGJmODM3ZmViYjdhNzMxMTQ5NTBiMWViMTNjYmU2ZmYxZjk1ZmFhZTczMTE2YzJmMTYyMzQxYTlmYzAyMTciLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-453-SI-SSRH,"EX-2026-00129341- SI-DDS - Renuncia de la Sra. LUNA, Ruth Cesia (Legajo N° 73.717)",22/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6Im96YlZDd21vSGlGUnkrTmNuWVN3R0E9PSIsInZhbHVlIjoiOGhYcTZ6QXlaSUJIUkp6MU15OXVnQ0wwZCtvR3RlTzZhSE4zbkRtQ1diNGt4dzdnL3RoalpXdmVTbXdiRmd0byIsIm1hYyI6ImM2MmFmNWVhNjZkNjUwNDc0YzA0MTA2MDQ1Y2ZkZmQ0ZDM2Njc1Nzc3NjA5ZWNhOWNmZTExMDU4NThiNjhhYTUiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-452-SI-SSRH,"EX-2026-00114990-SI-DDS - Desígnese a la Sra. CAVALLO, María Florencia (Legajo N° 62.180).",22/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6ImtzZDNmalJVTlQvdjNFcWxoUWJ4RlE9PSIsInZhbHVlIjoiQlZqWkZQeFRocEdabVRsV005QjVsM3AzWUhJNmdqYk5QRnB5K05GcnJCMHBTdDJGcU1xK20zTmFkTkJCUlduTSIsIm1hYyI6IjI1OTJlMWVjMTM2NjZkYWUyNGRhYTFhNzI2Yjg2NmRjMTI0Mzc1NWIzNDQwNWYwOGMzNzRlNTY3NThjNzc0ZGEiLCJ0YWciOiIifQ==
63,#1227,01/06/2026,Resolución firma conjunta,RESFC-2026-451-SI-SSRH,EX-2026-00148743-SI-DDS - ANULAR RESFC-2026-449-SI-SSRH,22/04/2026,,https://tesi.sanisidro.gob.ar/boletin/pdf/eyJpdiI6ImtmWWRUWktoV2Q4WDBuOVc4MjhxU0E9PSIsInZhbHVlIjoicXRRY3p0Wm9BbDBjZ0o5YlVtTmFIZFpzcUZhNUFKMm9hQVZrUDJrTjViNFlnWC9kNS9XVFRqMFRaVzY0WUIwcSIsIm1hYyI6IjM3MDUxMWRjMTU3NDU4MzcwYmZlNDhjNjY0ZjRjYTkwNjU1ZmRiMzVjYjdkYWNlOGU1MTQ1ZTliMGIyMjM3ODYiLCJ0YWciOiIifQ==
