accion,boletin,fecha_publicacion,fecha_firma,tipo,numero,objeto,tags,pdf
promulga,#1141,05/03/2024,23/02/2024,Decreto,DECRE-2024-164-SI-INTEN,"Expediente Nº 879-2024. - Modificar, a partir del 1º de enero del 2024, el artículo 23, inciso b) de la Ordenanza N° 9325, referente a las “Remuneraciones Básicas” para las “Guardias Médicas – Personal Jornalizado”.",Modificar | Guardias Médicas | Recursos Humanos,
promulga,#1142,03/04/2024,08/03/2024,Decreto,DECRE-2024-217-SI-INTEN,Expediente Nº 2105-2024 - Promulgar Ordenanza Municipal Nº 9326.,Promulgar | Ordenanza,
promulga,#1143,04/04/2024,26/03/2024,Decreto,DECRE-2024-283-SI-INTEN,Expediente Nº 2407-2024 - Excluir a Matías L. RUELLA (Legajo N° 63.272) de los alcances del art. 13 e incluirlo en el art. 14 -2do. párrafo- de la Ordenanza Nº 9325 - Asignar funciones de Supervisor General a Alejandro MORALES (Legajo Nº 66.936).,Excluir | Asignar | Recursos Humanos | Incluir,
promulga,#1143,04/04/2024,26/03/2024,Decreto,DECRE-2024-284-SI-INTEN,"Expediente Nº 2407-2024 - Incluir al agente Christian E. Leopoldo VALENZUELA (Legajo N° 53.555) en los alcances del artículo 14 -segundo párrafo- de la Ordenanza N° 9325, y asignarle funciones de Director.",Incluir | Recursos Humanos,
promulga,#1144,18/04/2024,09/04/2024,Decreto,DECRE-2024-331-SI-INTEN,"Expediente Nº 6351-2023 - Promúlgase y cúmplase la Ordenanza Municipal Nº 9327 sancionada por el Honorable Concejo Deliberante, con fecha 20 de marzo del 2024.",Promulgación Ordenanza N° 9327,
promulga,#1144,18/04/2024,11/04/2024,Decreto,DECRE-2024-342-SI-INTEN,Expediente Nº 2597-2024 - Limitar funciones e incluir a la agente Ana María SALETTE (Legajo N° 52.708) en los alcances de los artículos 14 -segundo párrafo- y 16 -primer párrafo- de la Ordenanza Nº 9325.,Limitaciones e inclusiones Ord. 9325,
promulga,#1279,30/04/2024,23/04/2024,Decreto,DECRE-2024-387-SI-INTEN,"Expediente Nº 8192-2022 - Promulgar y hacer cumplir la Ordenanza Municipal Nº 9339 sancionada por el Honorable Concejo Deliberante, con fecha 17 de abril del 2024.-",Promulgación Ordenanza N° 9339,
promulga,#1146,17/05/2024,02/05/2024,Decreto,DECRE-2024-518-SI-INTEN,"Expediente Nº 4240-2024 - Modificar el porcentaje de la retribución prevista en el artículo 14 de la Ordenanza N° 9325 (Bonificación por Disposición Permanente), percibida por el trabajador Maximiliano César Chisnerman (Legajo Nº 70.438).",Modificación retribución personal,
promulga,#1146,17/05/2024,03/05/2024,Decreto,DECRE-2024-523-SI-INTEN,Expediente Nº 6089-2011 (Cuerpos 0 y 2) - PROMÚLGASE la Ordenanza Municipal Nº 9338.,Promulgación Ordenanza N° 9338,
promulga,#1146,17/05/2024,03/05/2024,Decreto,DECRE-2024-524-SI-INTEN,"Expediente N° 6964-2023 - Promulgar y cumplir la Ordenanza Municipal Nº 9329 sancionada por el Honorable Concejo Deliberante, en fecha 5 de abril del 2024.",Promulgación Ordenanza N° 9329,
promulga,#1146,17/05/2024,03/05/2024,Decreto,DECRE-2024-525-SI-INTEN,"Expediente N° 430-HCD-2023 - Promulgar y cumplir la Ordenanza Municipal Nº 9330 sancionada por el Honorable Concejo Deliberante, en fecha 5 de abril del 2024.",Promulgación Ordenanza N° 9330,
promulga,#1146,17/05/2024,03/05/2024,Decreto,DECRE-2024-526-SI-INTEN,"Expediente N° 7504-2023 - Promulgar y cumplir la Ordenanza Municipal Nº 9331 sancionada por el Honorable Concejo Deliberante, en fecha 5 de abril del 2024.",Promulgación Ordenanza N° 9331,
promulga,#1146,17/05/2024,06/05/2024,Decreto,DECRE-2024-534-SI-INTEN,"Expediente N° 33-2014 - Promulgar y cumplir la Ordenanza Municipal Nº 9333, sancionada por el Honorable Concejo Deliberante en fecha 5 de abril del 2024.",Promulgación Ordenanza N° 9333,
promulga,#1146,17/05/2024,06/05/2024,Decreto,DECRE-2024-535-SI-INTEN,"Expediente N° 12517-2013 - Promulgar y cumplir la Ordenanza Municipal Nº 9337 sancionada por el Honorable Concejo Deliberante, en fecha 5 de abril del 2024.",Promulgación Ordenanza N° 9337,
promulga,#1146,17/05/2024,06/05/2024,Decreto,DECRE-2024-536-SI-INTEN,"Expediente N° 7200-2016 - Promulgar y cumplir la Ordenanza Municipal Nº 9335 sancionada por el Honorable Concejo Deliberante, en fecha 5 de abril del 2024.",Promulgación Ordenanza N° 9335,
promulga,#1146,17/05/2024,07/05/2024,Decreto,DECRE-2024-539-SI-INTEN,"Expediente N° 10971-2010 - Promulgar y cumplir la Ordenanza Municipal Nº 9334, sancionada por el Honorable Concejo Deliberante en fecha 5 de abril del 2024.",Promulgación Ordenanza N° 9334,
promulga,#1146,17/05/2024,07/05/2024,Decreto,DECRE-2024-540-SI-INTEN,"Expediente N° 11936-2013 - Promulgar y cumplir la Ordenanza Municipal Nº 9336 sancionada por el Honorable Concejo Deliberante, con fecha 5 de abril del 2024.",Promulgación Ordenanza N° 9336,
promulga,#1146,17/05/2024,07/05/2024,Decreto,DECRE-2024-541-SI-INTEN,"Expediente N° 11279-2021 - Promulgar y cumplir la Ordenanza Municipal Nº 9328 sancionada por el Honorable Concejo Deliberante, en fecha 5 de abril del 2024.",Promulgación Ordenanza N° 9328,
promulga,#1147,03/06/2024,31/05/2024,Decreto,DECRE-2024-629-SI-INTEN,"Expediente N° 5174-2024 - Modificar el porcentaje de la retribución prevista en el primer párrafo del artículo 16 de la Ordenanza Nº 9325, percibida por el trabajador Horacio David García (Legajo N° 66.556).",Modificación Retribución,
promulga,#1148,24/06/2024,03/06/2024,Decreto,DECRE-2024-633-SI-INTEN,"Expediente Nº 4105-2422-C-2024 (Cuerpos 0, 2 y 3) - Promulgar y cumplir la Ordenanza Municipal Nº 9341 sancionada por el Honorable Concejo Deliberante, que aprueba la Rendición de Cuentas,en fecha 16 de mayo del 2024.",Promulgación Ordenanza N° 9341,
promulga,#1148,24/06/2024,04/06/2024,Decreto,DECRE-2024-643-SI-INTEN,"Expediente Nº 8406-2021 (Cuerpos 0 y 2) - Promulgar y hacer cumplir la Ordenanza Municipal Nº 9340 sancionada por el Honorable Concejo Deliberante, con fecha 2 de mayo del 2024.",Promulgación Ordenanza N° 9340,
promulga,#1148,24/06/2024,07/06/2024,Decreto,DECRE-2024-660-SI-INTEN,Expediente Nº 5032-2024 - Excluir al agente Roberto Raúl Gauri (Legajo N° 18.179) de las bonificaciones establecidas en los artículos 13 y 16 -primer párrafo- de la Ordenanza Nº 9325.,Exclusión Alcances arts. 13 y 16 -1er párrafo- | Ordenanza N° 9325,
promulga,#1148,24/06/2024,07/06/2024,Decreto,DECRE-2024-661-SI-INTEN,Expediente N° 10114-2023 - Promulgar y cumplir la Ordenanza Municipal Nº 9332. Cambio sentido único de circulación vehicular de la calle Henry Dunant al 1400 (Sentido Norte-Sur),Promulgación Ordenanza N° 9332,
promulga,#1148,24/06/2024,10/06/2024,Decreto,DECRE-2024-668-SI-INTEN,Expediente Nº 5869-2024 - Excluir a Rubén Rodríguez (Legajo Nº 68.049) y a Walter N. Andino (Legajo Nº 17.903) de los alcances del art. 13 de la Ordenanza Nº 9325 e incluirlos en los alcances del art. 14 -segundo párrafo- de la citada normativa.,Exclusión art. 13 e inclusión art. 14 -2° párrafo- | Ordenanza N° 9325,
promulga,#1148,24/06/2024,11/06/2024,Decreto,DECRE-2024-672-SI-INTEN,Expediente N° 5649-2023 - Aprobar la reglamentación del artículo 10 bis de la Ordenanza Impositiva Nº 9324: Exención del pago de la tasa por Derechos de Publicidad.,Reglamentación art. 10 bis Ordenanza Impositiva,
promulga,#1148,24/06/2024,14/06/2024,Decreto,DECRE-2024-686-SI-INTEN,"Expte. N° 5025/2024.- Trasladar en comisión al trabajador Diego Alberto Torres (Legajo N° 52.550), de la Secretaría de Ambiente y Espacio Público al Honorable Concejo Deliberante.-",Traslado Personal,
promulga,#1148,24/06/2024,14/06/2024,Decreto,DECRE-2024-689-SI-INTEN,"Expte. N° 5377-2024.- Promulgación de la Ordenanza Municipal Nº 9342 sancionada por el Honorable Concejo Deliberante, con fecha 5 de junio del 2024.-",Promulgación Ordenanza N° 9342,
promulga,#1149,02/07/2024,18/06/2024,Decreto,DECRE-2024-694-SI-INTEN,Expte. Nº 5866-2024- Excluir a la agente María Verónica Sierra (Legajo N° 66.356) de los alcances del artículo 16 -primer párrafo- (Bonificación por Función Personal Jerárquico “18%”) de la Ordenanza Nº 9325.-,Exclusión art. 16 -1er párrafo- Ordenanza N° 9325,
promulga,#1150,17/07/2024,01/07/2024,Decreto,DECRE-2024-742-SI-INTEN,"Expediente N° 5611-2007 - Aprobar la reglamentación del artículo 46, inciso e), de la Ordenanza Fiscal Nº 9323 (Multas por Infracción a los Deberes Formales).",Reglamentación art. 46 inc. e) Ordenanza Fiscal,
promulga,#1150,17/07/2024,02/07/2024,Decreto,DECRE-2024-762-SI-INTEN,"Expediente Nº 2788-2024 (Cuerpos 0, 2 y 3) - Promulgar Ordenanza Municipal Nº 9343. Autoriza adjudicar la Licitación Pública Nº 9/2024 “IMPLEMENTACIÓN Y MANTENIMIENTO DE LICENCIAS EN UNA PLATAFORMA DE ATENCIÓN Y DESPACHO DE EMERGENCIAS DE SEGURIDAD”",Promulgación Ordenanza N° 9343,
promulga,#1150,17/07/2024,02/07/2024,Decreto,DECRE-2024-763-SI-INTEN,Expediente Nº 1551-2024 - Promulgar y hacer cumplir la Ordenanza Municipal Nº 9345. Autoriza donación a favor de la Policía de la Provincia de Buenos Aires.-,Promulgación Ordenanza N° 9345,
promulga,#1150,17/07/2024,04/07/2024,Decreto,DECRE-2024-784-SI-INTEN,"Expedientes Nº 1204/1984 y su agregado materialmente Nº 4668/2024 - Modificar el artículo 2º del Decreto Nº 5735/1984, que reglamenta la Ordenanza Nº 6035.",Modificación art. 2° Dto. 5735/1984 | Régimen Subvención Colegios,
promulga,#1150,17/07/2024,08/07/2024,Decreto,DECRE-2024-828-SI-INTEN,"Expte. N°11571-1992 - Restituir al Sr. Horacio Daniel Núñez (D.N.I. N° 17.177.095), el inmueble ubicado en la calle José Ingenieros Nº 2469 de la ciudad de Beccar.-",Restitución Inmueble (Ordenanza General 38),
promulga,#1151,28/08/2024,23/07/2024,Decreto,DECRE-2024-1012-SI-INTEN,Expediente N° EX-2024-00007507-SI-DGRRHH - Modificar el porcentaje previsto en el artículo 16 de la Ordenanza N° 9325. Sr. Santiago Pedro Delucchi.,Modificación Retribución Personal,
promulga,#1152,29/08/2024,01/08/2024,Decreto,DECRE-2024-1050-SI-INTEN,Expediente Nº 3204-2024 - Promulgar Ordenanza Municipal Nº 9346. Legítimo Abono.-,Promulgación Ordenanza N° 9346 | Reconocimiento Legítimo Abono,
promulga,#1152,29/08/2024,01/08/2024,Decreto,DECRE-2024-1051-SI-INTEN,Expediente Nº 3203-2024 - Promulgar la Ordenanza Municipal Nº 9348. Legítimo Abono,Promulgación Ordenanza N° 9348 | Reconocimiento Legítimo Abono,
promulga,#1152,29/08/2024,01/08/2024,Decreto,DECRE-2024-1052-SI-INTEN,Expediente Nº 3202-2024 - Promulgar Ordenanza Municipal Nº 9347. Legítimo Abono.-,Promulgación Ordenanza N° 9347 | REconocimiento Legítimo Abono,
promulga,#1152,29/08/2024,01/08/2024,Decreto,DECRE-2024-1053-SI-INTEN,Expediente Nº 2624-2024 - Promulgar Ordenanza Municipal Nº 9349. Legítimo Abono.,Promulgación Ordenanza N° 9349 | Reconocimiento Legítimo Abono,
promulga,#1153,30/08/2024,20/08/2024,Decreto,DECRE-2024-1159-SI-INTEN,"Expte. Nº 3490-2024.- Modificar el porcentaje de la retribución del artículo 16 -primer párrafo- de la Ordenanza N° 9325 (Bonificación por Función Personal Superior y Jerárquico), percibida por la Sra. María Laura Pomilio (Legajo Nº 53.394).-",Modificación Retribución Personal,
promulga,#1153,30/08/2024,21/08/2024,Decreto,DECRE-2024-1162-SI-INTEN,Expediente N° 8435-2024 - Trasladar en comisión al Sr. Carlos Esteban Mónaco (Legajo N° 18.148) al Honorable Concejo Deliberante.,Exclusión Alcances Ordenanza N° 9325 | Traslado Personal,
promulga,#1153,30/08/2024,23/08/2024,Decreto,DECRE-2024-1169-SI-INTEN,Expte. N° 7220-2024.- Trasladar en comisión al Sr. Roberto Raúl Gauri (Legajo N° 18.179) de la Dirección General de Despacho y Legislación al Honorable Concejo Deliberante.-,Traslado de Personal,
promulga,#1153,30/08/2024,27/08/2024,Decreto,DECRE-2024-1176-SI-INTEN,Expte. N° 7750-2024.- Promulgar y cumplir la Ordenanza Municipal Nº 9350. Adhesión al Régimen de Incentivo para Grandes Inversiones (RIGI),Promulgación Ordenanza N° 9350 | Adhesión REGI,
promulga,#1153,30/08/2024,30/08/2024,Decreto,DECRE-2024-1199-SI-INTEN,Expte. Nº 1793-2024 - Ordenanza Nº 9324 (y modificatorias). Actualización-,Actualización 5% Tasa ALySG y otros,
promulga,#1154,17/09/2024,02/09/2024,Decreto,DECRE-2024-1208-SI-INTEN,Expte. N° 14057-2023.- Promulgar y hacer cumplir la Ordenanza Municipal Nº 9353. Adhesión a la Ley Provincial N° 12.875 Régimen previsional especial para los ex soldados conscriptos combatientes de las Fuerzas Armadas y de Seguridad.,Promulgación | Ordenanza Nº 9353,
promulga,#1154,17/09/2024,04/09/2024,Decreto,DECRE-2024-1220-SI-INTEN,Expediente Nº 531-HCD-2024 - Promulgar y hacer cumplir la Ordenanza Municipal Nº 9352. Declaración de interés municipal al turismo local como actividad para el desarrollo de San Isidro.,Promulgación Ordenanza N° 9352,
promulga,#1154,17/09/2024,04/09/2024,Decreto,DECRE-2024-1221-SI-INTEN,Expediente N° 5458-2020 - Promulgar y hacer cumplir la Ordenanza Municipal Nº 9354. Prórroga presentación DDJJ Patrimoniales.,Promulgación Ordenanza N° 9354,
promulga,#1154,17/09/2024,04/09/2024,Decreto,DECRE-2024-1222-SI-INTEN,Expediente N° 324-HCD-2024 - Promulgar y hacer cumplir la Ordenanza Municipal Nº 9351. Declaración de Paisaje Protegido Municipal al “Parque Público del Golf de Villa Adelina”,Promulgación Ordenanza N° 9351,
promulga,#1154,17/09/2024,09/09/2024,Decreto,DECRE-2024-1231-SI-INTEN,Expediente Nº 8192/2022 (Alc.1) - Aprobar el Acta Nº 102/2024 de la Comisión Negociadora Municipal - Modificar la Ordenanza Nº 9325 (Cálculo de Recursos y Presupuesto General de Gastos - Ejercicio 2024) y sus modificatorias.,Aprobación Acta Nº 102 | Comisión Negociadora Municipal | Modificación Ordenanza Nº 9325 | Incremento de Haberes,
promulga,#1154,17/09/2024,10/09/2024,Decreto,DECRE-2024-1236-SI-INTEN,"Expediente Nº 8192-2022 (Cuerpos 0 y 2) - Promulgar y hacer cumplir la Ordenanza Municipal Nº 9355 sancionada por el Honorable Concejo Deliberante, con fecha 4 de septiembre del 2024.",Promulgación | Ordenanza Nº 9355,
promulga,#1156,01/10/2024,17/09/2024,Decreto,DECRE-2024-1262-SI-INTEN,Expediente Nº 4863-2024 - Promulgar la Ordenanza Nº 9356: Legítimo Abono - María Mercedes del Castillo (Legajo Nº 51.654).,Promulgación | Ordenanza N° 9356 | Legítimo Abono,
promulga,#1156,01/10/2024,17/09/2024,Decreto,DECRE-2024-1263-SI-INTEN,Expediente Nº 4862-2024 - Promulgar la Ordenanza Nº 9357: Legítimo Abono - Miguel Ángel Espinoza (Legajo Nº 70.944).,Promulgación | Ordenanza N° 9357 | Legítimo Abono,
promulga,#1156,01/10/2024,19/09/2024,Decreto,DECRE-2024-1273-SI-INTEN,"Expediente Nº 8192-2022 (Cuerpos 0 y 2, y su agregado Alcance 1) - Promulgar la Ordenanza Nº 9359 (Modificación de la Ordenanza Nº 9325 - Cálculo de Recursos y Presupuesto General de Gastos – Ejercicio 2024).",Promulgación | Ordenanza N° 9359,
promulga,#1155,20/09/2024,19/09/2024,Decreto,DECRE-2024-1274-SI-INTEN,Expediente Nº 10568-2024 - Promulgar la Ordenanza Nº 9358 (modificación de las Ordenanzas Fiscal e Impositiva 2024).,Modificación Ordenanza Fiscal e Impositiva | Edición Especial,
promulga,#1156,01/10/2024,27/09/2024,Decreto,DECRE-2024-1320-SI-INTEN,"Expte. Nº 5775/2023 - Declárese la caducidad, en los términos del artículo 119 de la Ordenanza General N° 267, de la autorización conferida por el Artículo 1° del Decreto N° 1974/2022.-",Caducidad | Autorización,
promulga,#1157,21/10/2024,03/10/2024,Decreto,DECRE-2024-1349-SI-INTEN,"Expte. Nº 10183-2024.- Incluir a la Sra. Verónica Gabriela Valenzuela (Legajo Nº 13.758), en los alcances del artículo 14 (segundo párrafo) de la Ordenanza Nº 9325 y excluirla de los alcances del artículo 13 de la mencionada normativa.-",Bonificación | Personal,
promulga,#1158,29/10/2024,21/10/2024,Decreto,DECRE-2024-1453-SI-INTEN,Expediente Nº 3125-2024 (Cuerpos 0 y 2) - Promulgar y hacer cumplir la Ordenanza Municipal Nº 9360 (Emergencia del Depósito Municipal).,Promulgación | Ordenanza,
promulga,#1159,04/11/2024,30/10/2024,Decreto,DECRE-2024-1515-SI-INTEN,"Expediente Nº 9037-2024 - Promulgar y hacer cumplir la Ordenanza Municipal Nº 9361 sancionada por el Honorable Concejo Deliberante, con fecha 16 de octubre del 2024. Modificación Presupuestaria.",Promulgación | Ordenanza N° 9361,
promulga,#1159,04/11/2024,30/10/2024,Decreto,DECRE-2024-1516-SI-INTEN,"Expediente Nº 4861-2024 - Promulgar y hacer cumplir la Ordenanza Municipal Nº 9363 sancionada por el Honorable Concejo Deliberante, con fecha 16 de octubre del 2024. Legítimo abono.",Promulgación | Ordenanza Nº 9363,
promulga,#1159,04/11/2024,30/10/2024,Decreto,DECRE-2024-1517-SI-INTEN,"Expediente Nº 3205-2024 - Promulgar y hacer cumplir la Ordenanza Municipal Nº 9362 sancionada por el Honorable Concejo Deliberante, con fecha 16 de octubre del 2024. Legítimo Abono",Promulgación | Ordenanza Nº 9362,
promulga,#1164,28/11/2024,21/11/2024,Decreto,DECRE-2024-1666-SI-INTEN,Expediente Nº 9283-2024 - Promulgar y hacer cumplir la Ordenanza Municipal Nº 9366 sancionada por el Honorable Concejo Deliberante.,Promulgación | Ordenanza,
promulga,#1164,28/11/2024,21/11/2024,Decreto,DECRE-2024-1667-SI-INTEN,Expediente Nº 11724-2024 - Promulgar y hacer cumplir la Ordenanza Municipal Nº 9365. Adhesión a la Ley Provincial Nº 10.989. Régimen de cobro obligatorio de los costos ocasionados por la atención de pacientes que poseen riesgo asegurado,Promulgación | Ordenanza,
promulga,#1164,28/11/2024,21/11/2024,Decreto,DECRE-2024-1668-SI-INTEN,Expediente Nº 9022-2024 - Promulgar y hacer cumplir la Ordenanza Municipal Nº 9364.Apertura de la calle Gobernador Udaondo. Asignación y modificación de sentido circulatorio de diferentes arterias de la ciudad de Beccar,Promulgación | Ordenanza,
promulga,#1164,28/11/2024,27/11/2024,Decreto,DECRE-2024-1687-SI-INTEN,Expte. Nº 10568-2024 - Reglamentar la Ordenanza N° 9358.,Reglamentación | Ordenanza N° 9358,
promulga,#1166,19/12/2024,04/12/2024,Decreto,DECRE-2024-1721-SI-INTEN,Expediente Nº 9681/2024 - Promulgación Ordenanza Municipal Nº 9367 (Modificación del sentido de circulación de la calle Pasteur - Martínez).,Promulgación | Ordenanza Municipal,
promulga,#1166,19/12/2024,04/12/2024,Decreto,DECRE-2024-1722-SI-INTEN,Expediente Nº 6089/2011 (Cuerpos 0 y 2) - Promulgar y hacer cumplir la Ordenanza Municipal Nº 9371 (Servicio de Taxímetros).,Promulgación | Ordenanza Municipal,
promulga,#1166,19/12/2024,06/12/2024,Decreto,DECRE-2024-1732-SI-INTEN,Expediente Nº 8192/2022 (Cuerpo 2) - Modificar la Ordenanza Nº 9325 (Cálculo de Recursos y Presupuesto General de Gastos - Ejercicio 2024).,Modificación | Ordenanza N° 9325,
promulga,#1166,19/12/2024,09/12/2024,Decreto,DECRE-2024-1742-SI-INTEN,Expediente Nº 6006/2024 - Promulgar y hacer cumplir la Ordenanza Municipal Nº 9370 sancionada por el Honorable Concejo Deliberante - Registro Único de Entidades sin Fines de Lucro (R.U.E.).,Promulgación | Ordenanza,
promulga,#1166,19/12/2024,11/12/2024,Decreto,DECRE-2024-1752-SI-INTEN,Expediente Nº 589-HCD-2024 - Promulgar la Ordenanza Municipal Nº 9368 - Creación del Programa “San Isidro Juega Seguro”.,Promulgación | Ordenanza,
promulga,#1166,19/12/2024,13/12/2024,Decreto,DECRE-2024-1766-SI-INTEN,Expediente Nº 10899-2024 - Promulgar la Ordenanza Municipal Nº 9376 - Convalidar boleto de compraventa.,Promulgación | Ordenanza,
promulga,#1166,19/12/2024,13/12/2024,Decreto,DECRE-2024-1768-SI-INTEN,Expediente Nº 12831-2024 - Promulgar la Ordenanza Municipal Nº 9378 - Creación de la Agencia de Control de San Isidro (ACSI).,Promulgación | Ordenanza,
promulga,#1166,19/12/2024,13/12/2024,Decreto,DECRE-2024-1772-SI-INTEN,Expediente Nº 12832-2024 - Promulgar la Ordenanza Municipal Nº 9377 - Marco regulatorio integral para la fiscalización y control de las actividades económicas.,Promulgación | Ordenanza,
promulga,#1172,06/01/2025,17/12/2024,Decreto,DECRE-2024-1783-SI-INTEN,Expediente Nº 11612-2016 - Promulgar la Ordenanza Nº 9375 - Donación de embarcaciones.,Promulgación | Ordenanza,
promulga,#1172,06/01/2025,19/12/2024,Decreto,DECRE-2024-1797-SI-INTEN,Expediente Nº 9093/2024 - Promulgar la Ordenanza Municipal Nº 9374 - Legítimo Abono: Gonzalo Fermín Llambias (Legajo Nº 73.871).,Promulgación | Ordenanza,
promulga,#1172,06/01/2025,19/12/2024,Decreto,DECRE-2024-1798-SI-INTEN,Expediente Nº 11238-2024 - Promulgar la Ordenanza Municipal Nº 9372 - Legítimo Abono: Mariana Patricia Herrera (Legajo Nº 52.699).,Promulgación | Ordenanza,
promulga,#1172,06/01/2025,19/12/2024,Decreto,DECRE-2024-1799-SI-INTEN,Expediente Nº 11237-2024 - Promulgar la Ordenanza Municipal Nº 9373 - Legítimo Abono: Maximiliano Esteban Casias (Legajo Nº 69.542).,Promulgación | Ordenanza,
promulga,#1167,26/12/2024,19/12/2024,Decreto,DECRE-2024-1800-SI-INTEN,"Expte. Nº 12436/2024.- Promulgación de la Ordenanza Municipal Nº 9379 sancionada por el Honorable Concejo Deliberante, con fecha 11 de diciembre del 2024.- “Ordenanza Fiscal 2025”.-",Promulgación | Ordenanza Fiscal | 2025,
promulga,#1167,26/12/2024,19/12/2024,Decreto,DECRE-2024-1801-SI-INTEN,"Expte. Nº 12447/2024.- Promulgación de la Ordenanza Municipal Nº 9380 sancionada por el Honorable Concejo Deliberante, con fecha 11 de diciembre del 2024. “Ordenanza Impositiva 2025”.-",Promulgación | Ordenanza Impositiva | 2025,
promulga,#1172,06/01/2025,23/12/2024,Decreto,DECRE-2024-1809-SI-INTEN,Expediente Nº 12089-2024 (Cuerpos 0 a 6) - Promulgar y hacer cumplir la Ordenanza Municipal Nº 9381.-,Promulgación | Ordenanza,
promulga,#1177,30/01/2025,07/01/2025,Decreto,DECRE-2025-8-SI-INTEN,Expediente Nº 2105/2024 - Promulgar la Ordenanza Nº 9387: Licencia del Intendente Municipal Sr. Ramón María Lanús.,Promulgación | Ordenanza,
promulga,#1177,30/01/2025,08/01/2025,Decreto,DECRE-2025-11-SI-INTEN,"Expediente Nº 10914/2011 (Alcance 22- Cuerpos 0, 2 y 3) - Promulgación de la Ordenanza Nº 9386: Prorrogar la concesión referente a ""(...) ELEMENTOS DEL MOBILIARIO URBANO, CON Y SIN EXPLOTACIÓN COMERCIAL”.",Promulgación | Ordenanza,
promulga,#1177,30/01/2025,08/01/2025,Decreto,DECRE-2025-12-SI-INTEN,Expediente Nº 11697/2024 - Promulgación de la Ordenanza Nº 9390: Autorizar al Departamento Ejecutivo a dictar normas transitorias y experimentales en materia de tránsito y transporte.,Promulgación | Ordenanza,
promulga,#1177,30/01/2025,08/01/2025,Decreto,DECRE-2025-13-SI-INTEN,Expedientes Nros. 124-HCD-2024 y 6550/2024 - Promulgación de la Ordenanza Nº 9385: Regulación - Arbolado público del Partido.,Promulgación | Ordenanza,
promulga,#1177,30/01/2025,08/01/2025,Decreto,DECRE-2025-14-SI-INTEN,Expediente Nº 810-HCD-2024 - Promulgar la Ordenanza Nº 9388: Prohibición del uso de pirotecnia sonora en todo evento público y privado con autorización municipal.,Promulgación | Ordenanza,
promulga,#1177,30/01/2025,08/01/2025,Decreto,DECRE-2025-17-SI-INTEN,Expediente Nº 939-HCD-2024 - Promulgación de la Ordenanza Nº 9389: Velocidad máxima de circulación en los centros comerciales de San Isidro y Martínez.,Promulgación | Ordenanza,
promulga,#1177,30/01/2025,09/01/2025,Decreto,DECRE-2025-20-SI-INTEN,Expediente Nº 13043-2024 - Promulgar la Ordenanza Nº 9382: Legítimo Abono - María Irene Lorenzo (Legajo Nº 18.051).,Promulgación | Ordenanza,
promulga,#1177,30/01/2025,09/01/2025,Decreto,DECRE-2025-21-SI-INTEN,"Expediente Nº 8192-2022 (Cuerpo 2).- Promulgar la Ordenanza Municipal Nº 9383 sancionada por el Honorable Concejo Deliberante, con fecha 18 de diciembre del 2024.-",Promulgación | Ordenanza,
promulga,#1177,30/01/2025,10/01/2025,Decreto,DECRE-2025-22-SI-INTEN,Expediente Nº 13736-2024 - Promulgar la Ordenanza Nº 9384: Donación - Servicio de Obstetricia del Hospital Materno Infantil “Dr. Carlos A. Gianantonio”.,Promulgación | Ordenanza,
promulga,#1178,11/02/2025,16/01/2025,Decreto,DECRE-2025-43-SI-INTEN,"Expte. Nº 17143/2016.- Aprobar la reglamentación del artículo 86, apartado I, de la Ordenanza Fiscal Nº 9379, mediante el cual se establece la determinación especial de la Tasa por Inspección de Seguridad e Higiene.-",Reglamentación | Tasa por Inspección de Seguridad e Higiene | Oficinas Administrativas/Comerciales,
promulga,#1178,11/02/2025,17/01/2025,Decreto,DECRE-2025-65-SI-INTEN,"Expediente Nº 27/2023 - Aprobar la reglamentación del artículo 86°, apartado VII, de la Ordenanza Fiscal Nº 9379 - Tasa por Inspección de Seguridad e Higiene.",Aprobación | Reglamentación | Tasa por Inspección de Seguridad e Higiene. | Comercios Antiguos,
promulga,#1178,11/02/2025,24/01/2025,Decreto,DECRE-2025-88-SI-INTEN,"Expediente N° 12635/2022 - Aprobar la reglamentación de la Ordenanza N° 9246 y del artículo 86, apartado V, de la Ordenanza Fiscal Nº 9379 - Tasa por Inspección de Seguridad e Higiene.",Reglamentación | Tasa por Inspección de Seguridad e Higiene | Emprendedores,
promulga,#1178,11/02/2025,24/01/2025,Decreto,DECRE-2025-90-SI-INTEN,"Expediente N° 17213/2017 - Aprobar la reglamentación del artículo 86, apartado II, de la Ordenanza Fiscal Nº 9379 - Tasa por Inspección de Seguridad e Higiene.",Reglamentación | Tasa por Inspección de Seguridad e Higiene | Empresas - Triple Responsabilidad,
promulga,#1178,11/02/2025,31/01/2025,Decreto,DECRE-2025-130-SI-INTEN,Expediente Nº 14176-2024 - Modificación de las Partidas de la Ordenanza Nº 9325 (Cálculo de Recursos y Presupuesto de Gastos del Ejercicio 2024).,Modificación | Partidas de la Ordenanza Nº 9325 | Presupuesto de Gastos del Ejercicio 2024,
promulga,#1184,27/03/2025,13/03/2025,Decreto,DECRE-2025-282-SI-INTEN,Expediente N° EX-2025-00014902-SI-SSRC - Aprobar la reglamentación de la Ordenanza Nº 9370 - Registro Único de Entidades sin Fines de Lucro (R.U.E.).,Aprobación | Reglamentación Ordenanza Nº 9370,
