expediente,anio,bloque,tipo_proyecto,tema
517-HCD-2024,2024,varios senores concejales,comunicacion,"s/ la poda y raleo del arbol existente en la calle bernardo de irigoyen n° 2157, de la ciudad de boulogne.-"
518-HCD-2024,2024,varios senores concejales,comunicacion,"s/ la instalacion d,~luminarias dentro del parque publico golf villa adelina, en el trayecto del acceso que se encuentra en la calle luis maria drago n° 299 hasta la sede de la casa de cultura, que se encuentra dentro del mismo.-"
519-HCD-2024,2024,varios senores concejales,resolucion,"el h.cd. expresa su rechazo a la decision del poder ejecutivo nacional instrumentada por la resolucioj;l general de la inspeccion general de justicia n° 15/2024, que habilita la transformacion de las asociaciones civiles sin . fines de lucr"
520-HCD-2024,2024,varios senores concejales,comunicacion,"si intimar a la inmobiliaria malatini bienes raices a la remocion de cualquier tipo de cartel publicitario dentro del distrito y se proceda a la clausura de manera preventiva de dicha inmobiliaria, hasta que se expida la justicia.-"
523-HCD-2024,2024,union por la patria,comunicacion,si un informe referente a las paradas seguras en el municipio de san isidro.-
524-HCD-2024,2024,union por la patria,comunicacion,si que sea publico el sentido del voto de cada concejal en los proyectos sancionados en la plataforma citymis.-
525-HCD-2024,2024,varios senores concejales,ordenanza,creando el programa municipal de prevencion del suicidio en adolescentes.-
527-HCD-2024,2024,union por la patria,comunicacion,"si patrullaje de agentes municipales caminantes en el barrio san isidro, de este partido.-"
531-HCD-2024,2024,varios senores concejales,ordenanza,"declarando al turismo como actividad socioeconomica estrategica y esencial para el desarrollo del distrito,-"
532-HCD-2024,2024,"varios senores concejales,",comunicacion,si incluir en el portal de turismo oficial y la oferta de la oficina de turismo local un circuito de turismo funerario local.-
535-HCD-2024,2024,"varios senores concejales,",ordenanza,creando las consejerias para la reduccion de riesgos y danos en situaciones de embarazos no planificados.-
537-HCD-2024,2024,varios senores concejales,comunicacion,si asignar personal de seguridad municipal en el parque publico ex- golf de villa adelina.-
539-HCD-2024,2024,varios senores concejales,comunicacion,si realizar y publicar un arqueo de caja de las treinta y cinco cuentas bancarias y no bancarias de la municipalidad de san isidro.-
540-HCD-2024,2024,varios senores concejales,resolucion,el h.cd. manifiesta su preocupacion por la visita realizada por varios diputados nacionales del bloque la libertada avanza a genocidas condenados por delitos de lesa humanidad en la unidad penitenciaria de ezeiza n° 31.-
541-HCD-2024,2024,varios senores concejales,decreto,"declarando el 30 de agosto de cada ano el ""dia internacional del detenido desaparecido"" en este h.cd.-"
542-HCD-2024,2024,la libertad avanza,comunicacion,si al d.e. brindarles a los senores concejales todos los documentos referentes a las licitacione¡: sobre inversiones en seguridad anunciadas por el sr. intendente.-
543-HCD-2024,2024,la lffiertad avanza,comunicacion,"si un informe relacionado con las adjudicaciones hechas por la secretaria de educacion, cultura y trabajo en 'lo que respecta a programas educativos los ultimos meses.-"
544-HCD-2024,2024,union por la patria,comunicacion,"si se lleve a cabo la reparacion de la vereda ubicada en la calle thomas edison n° 1366 yn°1370, de la ciudad de martinez.-"
545-HCD-2024,2024,union por la patria,comunicacion,si un informe referente a la atencion en el centro de atencion ptimaria de salud del bajo boulogne ...
546-HCD-2024,2024,union por la patria,resolucion,"el h.cd. declara de interes la marcha ""por los derechos humanos de ayer y hoy"" realizada el pasado 16 de mayo y llevada adelante por la mesa por la memoria de campo de mayo.-"
547-HCD-2024,2024,union por la patria,comunicacion,si se garantice el cumplimiento del pedido realizado por la subsecretaria de politica ambiental del ministerio de ambiente de la provincia de buenos aires.-
548-HCD-2024,2024,varios senores concejales,ordenanza,modificando el articulo 55 de la ordenanza fiscal vigente.-
549-HCD-2024,2024,varios senores concejales,comunicacion,"si incluir en todas las delegaciones municipales, asesoramiento y material de difusion disponible para acercar informacion y promocion turistica de san isidro.-"
550-HCD-2024,2024,pro san isidro,comunicacion,"si arbitrar los medios necesari9s a los fines de implementar un momento semanal, en el que libreria:> y jugueterias de san isidro disminuyan los estimulos sonoros y luminicos segun propone la iniciativa ""hora tranquila"".-"
554-HCD-2024,2024,varios senores concejales,ordenanza,creando el consultorio virtual veterinario de san isidro.-
555-HCD-2024,2024,union por la patria,comunicacion,"si un informe relacionado al estado de la obra realizada durante el mes de junio en la calle udaondo al 1400 del barrio sauce, de la ciudad de beccar,-"
559-HCD-2024,2024,la libertad avanza,comunicacion,"si la restitucion de la placa en homenaje al bombero carlos ayala en la .plaza bartolome mitre, de la ciud.ad de san isidro.-'"
560-HCD-2024,2024,varios senores concejales,comunicacion,~iun informe relacionado a la eliminacion de la tasa vial contemplada en la ordenanza fiscal e impositiva.-
563-HCD-2024,2024,varios senores concejales,comunicacion,si un informe relacionado con los motivos por los cuales no se convoco a una reunion paritaria para procurar una suba salarial acorde para los trabajadores municipales.-
564-HCD-2024,2024,la libertad avanza,ordenanza,creando el programa de incentivos al empleo local.-
565-HCD-2024,2024,la lffiertad avanza,resolucion,"el h.c.d. expresa su repudio al regimen dictatorial de nicolas maduro en venezuela.- """
566-HCD-2024,2024,union por la patria,comunicacion,si al d.e. informe si el sr. fabricio acosta presta seryicios para el municipio.-
567-HCD-2024,2024,union por la patria,ordenanza,"creando el programa ""gondola del turismo"".-"
570-HCD-2024,2024,pro san isidro,ordenanza,declarando de interes cultural municipal la labor realizada por el exploratorio de ciencias de san isidro.-
572-HCD-2024,2024,varios senores concejales,resolucion,el h.c.d. expresa su reconocimiento a mateo majdalini por su. destacado desempeno en los juegos olimpicos paris 2024.-
573-HCD-2024,2024,varios senores concejales,resolucion,"el h.c.d. expresa su preocupacion y repudio a los hechos de violencia de genero denunciados contra el ex presidente de la nacion alberto fernandez, por quien fuera su pareja fabiola yanez.-"
574-HCD-2024,2024,union por la patria,ordenanza,adhiriendo a la ley nacional n° 27.043 y a la ley provincial n° 15.035 que refieren al abordaje integral e interdisciplinario de las personas que presentan trastornos del espectro autista (tea).-
575-HCD-2024,2024,varios senores concejales,comunicacion,"si trabajos de poda, recorte de raices y arreglo de veredas sobre la calle catamarca al 800, de la ciudad de martinez.-"
576-HCD-2024,2024,varios senores concejales,comunicacion,"si la reparacion de la rampa de accesibilidad ubicada en !a interseccion de las calles capitan alelo garrido y belgrano, de la ciudad san isidro.-"
577-HCD-2024,2024,varios senores concejales,comunicacion,"si la instalacion de totem s de seguridad en las inmediaciones del colegio san jose y el colegio republica argentina, de la ciudad de martinez.-"
579-HCD-2024,2024,varios senores concejales,comunicacion,"si la desratizacion en el radio comprendido entre av. centenario, diego palma y laprida, de la ciudad de san isidro.~"
580-HCD-2024,2024,varios senores concejales,comunicacion,"si los recursos necesarios para la construccion de una plazoleta entre las calles manuel lainez y bacacay, de la ciudad de boulogne.-"
581-HCD-2024,2024,varios senores concejales,comunicacion,"si garantizar el patrullaje y la instalacion de camaras de seguridad, en la interseccion de las calles udaondo y madame curie del barrio san cayetano, de la ciudad de beccar."""
584-HCD-2024,2024,",- varios senores concejales",resolucion,el h.cd. expresa su preocupacion sobre los datos arrojados del estudio realizado por la organizacion internacional unicef donde se revelo la situacion economica y social de la argentina.-
585-HCD-2024,2024,",- va.rios senores concejales",decreto,"el h.cd. declara de interes la muestra de arte ""grupo espartaco"" de la galeria de arte juana de arte, ubicada en la ciudad de martinez.-"
586-HCD-2024,2024,", va.rios senores concejales",comunicacion,si un informe relacionado con el plan de gobierno municipal para la costa de san isidro.-
587-HCD-2024,2024,la lmertad avanza,comunicacion,si la reparacion de las veredas en los ingresos al jardin de infantes municipal n°s de la ciudad de martinez.-
589-HCD-2024,2024,pro san isidro,ordenanza,"implementando en todos los establecimientos educativos de gestion publica municipal, y en espados publicos del distrito, el bloqueo de los sitios de apuestas online en todas las rede., de internet por wif! gratuito.-"
590-HCD-2024,2024,pro san isidro,resolucion,ei h.cd. expresa su conformidad con la media sancion que obtuvo el proyecto de ley 0322-d-2024: en la honorable camara de diputados de la nacion.-
591-HCD-2024,2024,union por la patria,ordenanza,"estableciendo una articulacion efectiva entre la secretaria de empleo y los centros de formacion profesionales, para la creacion de nuevos .empleos en el distrito.~"
592-HCD-2024,2024,union por la patria,comunicacion,"si a la secretaria de salud, responda a la brevedad el pedido realizado por la direccion de salud sexual y reproductiva del ministerio de salud de la provincia de buenos aires.-"
593-HCD-2024,2024,varios senores concejales,comunicacion,"si un informe relacionado con el retiro de desfibriladores cardiacos, de los moviles del progr2ma de cuidados comunitarios.-"
594-HCD-2024,2024,varios senores concejales,comunicacion,"si que se publique en el boletin oficial y se remita de manera urgente el decreto ""ad referendum"" por el cual se otorgo el incremento de haberes a los empleados municipales en actividad.-"
595-HCD-2024,2024,varios senores concejales,comunicacion,si extender las guarderias de bicicletas a todas las estaciones de trenes de las distintas localidades de san isidro.-
596-HCD-2024,2024,varios senores concejales,comunicacion,si la reparacion de baches de diversas calles de la ciudad de villa adelina.-
597-HCD-2024,2024,varios senores concejales,comunicacion,"si la posibilidad de modificar la carteleria que se encuentra frente a la escuela secundaria n°6, de la ciudad de san isidro.-"
598-HCD-2024,2024,varios senores concejales,comunicacion,si un informe relacionado con el consultorio de maternidades vulnerables del hospital municipal materno infantil.-
599-HCD-2024,2024,"va,rios senores concejales",resolucion,el h.cd. felicita y reconoce la actuacion del equipo argentino compuesto por mateo majdalani y eugenia bosco en nacra 17 por su participacion y la obtencion de la medalla de plata en los juegos olimpicos paris 2024.-
600-HCD-2024,2024,varios senores concejales,resolucion,"el h.cd. expresa su consternacion y manifiesta su repudio a los hechos de violencia de genero perpetrados por el ex presidente alberto fernandez, denunciado por fabiola yanez.-"
601-HCD-2024,2024,varios senores concejales,resolucion,el h.cd. expresa su preocupacion y repudio a los actos de violencia fisica y psicologica del ex presidente alberto fernandez contra fabiola yanez.-
602-HCD-2024,2024,la libertad avanza,comunicacion,si realizar todos los 28 de julio un homenaje al bombero carlos ayala.- .
603-HCD-2024,2024,varios senores concejales,comunicacion,si un informe relacionado a lo sucedido el pasado 12 de agosto en el area de monitoreo municipal.-
606-HCD-2024,2024,la libertad avanza san isidro,comunicacion,"si la reparacion de la cal1e america, en el tramo comprendido entre las cal1esjacinto dj¡iz y nicolas avel1aneda, de la ciudad de san isidro.-"
608-HCD-2024,2024,la libertad avanza san isidro,comunicacion,"si restablecer la iluminacion en la cal1e riobamba, entre la cal1e juan clark y la av. andres rolon, de la ciudad de beccar.-"
614-HCD-2024,2024,varios senores concejales,comunicacion,"si instalar un ~iemaforo peatonal y vehicular en la interseccion de la cal1es martin rodriguez y co':onel bogado, de la ciudad de boulogne.-.-"
615-HCD-2024,2024,varios senores concejales,resolucion,"el h.cd. declara de interes el 4 de septiembre de cada ano como el ""dia mundial de salud sexual"".-"
616-HCD-2024,2024,varios senores concejales,resolucion,"el h.cd. expresa su beneplacito por la conmemoracion del 50° aniversario de la escuela de educacion secundaria tecnica n°4 ""republica de bolivia"", de la ciudad de boulogne ..-"
618-HCD-2024,2024,la libertad avanza san isidro,comunicacion,"si planificar y ejecutar las obras necesarias para la reparacion de la calle o'hi~gins, en el tramo comprendido entre la calle neuquen y av. andres rolan, de la ciudad de san isidro.-."
619-HCD-2024,2024,la libertad avanza san isidro,comunicacion,"si realizar la poda y raleo en altura de los arboles de la calle udaondo, de la ciudad de beccar.-"
621-HCD-2024,2024,la libertad avanza san isidro,comunicacion,"si planificar y ejecutar las obras necesarias para la reparacion de la calle 3 de febrero, en el tramo comprendido entre la calle jorge' newbery y.ja av. andres rolon, dela ciudad de san isidro.-"
622-HCD-2024,2024,varios senores concejales,comunicacion,"si la reparacion del bache ubicado en la interseccion de las , calles camiro real moron y asamblea, de la ciudad de boulogne.-"
623-HCD-2024,2024,varios senores concejales,comunicacion,"si reparar y mantener la vereda de la calle moises lebensohn n°156, de la ciudad de boulogne.-"
625-HCD-2024,2024,union por la patria,comunicacion,si la correcta implementacion de la ley provincial n° 10.471 de la carrera hospitalaria.-
626-HCD-2024,2024,union por la patria,ordenanza,"creando el ""programa municipal de presupuesto participativo"" en el municipio de san isidro.-"
627-HCD-2024,2024,varios senores concejales,resolucion,el h.c.d. expresa su reconocimiento y felicitaciones al colegio republica argentina por cumplirse 40 anos de su fundacion.-
628-HCD-2024,2024,union por la patria,comunicacion,si el cese del subdelegado de la delegacion del barrio san isidro (bas.i.) .-
629-HCD-2024,2024,union por la patria,comunicacion,si realizar la correcta numeracion y nomenclatura de las calles perimetrales al barrio san isidro (bas.i.).-
631-HCD-2024,2024,b.loque union por la patria,comunicacion,si ala empresa aysa informacion relacionada con el cierre de las oficinas en el partido de san isidro.-
632-HCD-2024,2024,varios senores concejales,comunicacion,"s/ se gestione la administracion, ante el aabe o ante quien corresponda, del predio en desuso del arsenal de boulogne sito en av. rolon n° 1445, de este partido.-"
633-HCD-2024,2024,varios senores concejales,comunicacion,s/ un informe relacionado con el incendio de viviendas que se hayan reportado desde enero del corriente ano hasta la fecha.-
634-HCD-2024,2024,varios senores concejales,ordenanza,"creando el ""programa de atencion en casos de emergencia habitacional"", ante situaciones de incendios de viviendas en el partido de san isidro.-"
635-HCD-2024,2024,varios senores concejales,ordenanza,"autorizando en el partido de san isidro el ejercicio de la actividad gastronomica de los carros de comidas denominados ""food trucks"".- ."
636-HCD-2024,2024,la libertad avanza,comunicacion,"s/ la puesta en valor de los juegos y el reemplazo de la arena por piso de goma en la plaza roca, de la ciudad de beccar.-"
637-HCD-2024,2024,la libertad avanza,comunicacion,"s/ la reparacion de las luminarias y postes de luz del campo municipal de deportes n° 2, de la ciudad de boulogne.-"
638-HCD-2024,2024,varios senores concejales,comunicacion,"s/ la posibilidad de articular con el estado nacional para poner en valor los ~spacios verdes adyacentes a las autopistas panamericana y acceso norte, entre las calles parana y uru.guay, del partido de san isidro.-"
642-HCD-2024,2024,varios senores concejales,resolucion,"el h.c.d. expresa su repudio contra el diputado german kiczka, acusado de pedofilia, posesion y distribucion de material de abuso infantil.-"
645-HCD-2024,2024,pro san isidro,comunicacion,si un informe relacionado con el programa ojos en alerta.-
646-HCD-2024,2024,pro san isidro,comunicacion,si al d.e. que eleve al ministerio de transporte de la nacion un pedido de informe relacionado con la emision de licencias de conducir.-
647-HCD-2024,2024,pro san isidro,comunicacion,"si un informe relacionado con el estado de las instalaciones del predio del centro del programa juventud prolongada, puerto libre, de la ciudad de martinez.-"
648-HCD-2024,2024,la libertad avanza,comunicacion,si un informe sobre el centro municipal una mirada distinta.-
649-HCD-2024,2024,la libertad avanza,comunicacion,si un informe relacionado con el programa ojos en alerta.-
653-HCD-2024,2024,la libertad avanza san isidro,comunicacion,"si la reparacion de la calle liniers, entre las calles santana y formosa, de la ciudad de san isidro.-"
654-HCD-2024,2024,la libertad avanza san isidro,comunicacion,"si la instalacion de luminarias en las inmediaciones del centro de atencion primaria de sllud ""san isidro labrador"", de la ciudad de beccar.-"
655-HCD-2024,2024,la libertad avanza san isidro,comunicacion,"si la instalacion de reductores de velocidad en la calle lainez, entre las calles sarratea y 14 de julio, de la ciudad de boulogne.-"
656-HCD-2024,2024,union por la patria,comunicacion,"si la puesta en valor y la reapertura al publico del llamado ""paseo del aguila"", ubicado en la calle pueyrredon y la barranca, de este partido.-"
657-HCD-2024,2024,varios senores concejales,resolucion,"el h.c.d. declara de interes el festival teatral ""norestada"".-"
658-HCD-2024,2024,varios senores concejales,comunicacion,si se implemente una campana de recoleccion de raees en el edificio de este honorable concejo deliberante.-
659-HCD-2024,2024,union por la patria,resolucion,el h.c.d. expresa su beneplacito y felicitacion al comite paralimpico argentino por su destacada participacion en los juegos paralimpicos paris 2024.-
660-HCD-2024,2024,union por la patria,ordenanza,"creando el ""digesto .ambiental"" en el ambito del municipio de san isidro.-"
661-HCD-2024,2024,union por la patria,decreto,instalando un desfibrilador externo automatico (dea) en el interior de este honorable concejo deliberant€.-
662-HCD-2024,2024,union por la patria,comunicacion,si se proceda a reinstaurar y fortalecer el programa de justicia juvenil restaurativa.-
663-HCD-2024,2024,vaidos senores concejales,comunicacion,si dar cumplimiento a la ordenanza n° 7659.-
664-HCD-2024,2024,varios senores concejales,comunicacion,"si la construccion de una darsena para las lineas de colectivos que transitan por la av. camino real moron san fernando altura 1200, de la ciudad de boulogne.-"
665-HCD-2024,2024,varios senores concejales,comunicacion,"si la colocacion de un refugio para pasajeros en la parada de transporte publico sita en la calle juan a. mazza en su interseccion con la av. bernardo ader , de este partido.-"
666-HCD-2024,2024,varios senores concejales,comunicacion,"si la realizacion de trabajos de poda y recorte de raices del arbol ubicado en la vereda de la calle' italia n° 2486, de la ciudad de martinez.-"
667-HCD-2024,2024,varios senores concejales,comunicacion,"si la evaluacion d,~larbol ubicado en la calle wilde n° 2078 de la ciudad de boulogne, debido a que sus raices afectaron la senda publica y el interior de un inmueble. -"
668-HCD-2024,2024,varios senores concejales,comunicacion,"si la reconstruccion del cordon en la interseccion de las calles pampa y gobernador udaondo, de la ciudad de beccar.-"
669-HCD-2024,2024,varios senores concejales,comunicacion,"si realizar las tareas necesarias para acondicionar la vereda que circunda el perimetro del jardin de infantes n° 902, ubicado en la calle aristobulo del valle n° 21, de la ciudad de martinez.-"
670-HCD-2024,2024,varios senores concejales,comunicacion,"si realizar una evaluacion, y de ser necesario proceder a la poda y raleo de los arboles ubicados en la calle gral. guemes n° 170, de la localidad de acassuso.-"
671-HCD-2024,2024,varios senores concejales,comunicacion,"si un informe relacionado con la calle dorrego altura 1800, entre las calles la paz y talcahuano, de la ciudad de martinez.-"
672-HCD-2024,2024,varios senores concejales,resolucion,"el h.c.d. expresa su reconocimiento y felicita al instituto san jose, por cumplir 62 anos de su fundacion."""
673-HCD-2024,2024,varios senores concejales,comunicacion,"si evaluar las medidas necesarias para fortalecer y brindar mayor seguridad en la escuela secundaria tecnica n° 1, ubicada en la calle neuquen n° 1229, de la ciudad de san isidro.-"
674-HCD-2024,2024,varios senores concejales,resolucion,"el h.c.d. expresa tu beneplacito por la conmemoracion del 40° aniversario del instituto de formacion docente y tecnica ""maestro isauro arancibia"" ,de la ciudad de san isidro.-"
675-HCD-2024,2024,varios senores concejales,comunicacion,"si la repavimenlacion de la calle jose figueroa alcorta, entre la av. camino real moron y la calle dr. raul bagnati, de la ciudad de boulogne.-"
676-HCD-2024,2024,varios senores concejales,resolucion,"el h.c.d. declara de interes al coro ""stella maris"" por su aporte a la cultura de nuestra ciudad.-"
677-HCD-2024,2024,la libertad avanza,comunicacion,"si la extraccion del arbol situado en la calle pampa n° 214 de la ciudad de san isidro, que se encuentra bajo el reclamo n° 631622.-"
678-HCD-2024,2024,la libertad avanza,comunicacion,"si la reposicion del nomenclador de la calle monsenor larumbe y la av. san fe, de la ciudad de martinez.-"
680-HCD-2024,2024,la libertad avanza san isidro,comunicacion,"si la reparacion de la calle diego palma, entre la calle haedo y la av. andres rolon, c.e la ciudad de san isidro.-"
681-HCD-2024,2024,la libertad avanza san isidro,comunicacion,"si realizar la poda y raleo en altura de los arboles que se encuentran en la calle billinghurst, entre las calles avellaneda y don basca, de la ciudad de san isidro.-"
682-HCD-2024,2024,la libertad avanza san isidro,comunicacion,"sise evalue la posibilidad de implementar la instalacion de una posta policial en la interseccion de las calles lynch y gral. guido, de la ciudad de beccar.- ."
684-HCD-2024,2024,pro san isidro,comunicacion,"si trabajos de bacheo y pavimentacion en la calle justo jose de urquiza alturas 183 y 171, de la localidad de acassuso.-"
685-HCD-2024,2024,pro san isidro,comunicacion,si un informe relacionado con politicas publicas en materia de salud sexl:lal y procreacion responsable.-
686-HCD-2024,2024,pro san isidro,resolucion,"el h.c.d. declara de interes la jornada de nado solidario y concientizacion por el cancer de mama ""travesia rosa"".-"
687-HCD-2024,2024,moque pro san isidro,comunicacion,si un informe relerente al programa eco residuos.-
688-HCD-2024,2024,pro san isidro,comunicacion,si un informe relacionado con el operativo frio.-
690-HCD-2024,2024,varios senores concejales,decreto,disponiendo la colocacion de una placa conmemorativa en el cementerio de boulogne con motivo de cumplirse el 40° aniversario de la primera exhumacion del equipo argentino de antropologia forense en el pais y que se realizo en dicho cementer
691-HCD-2024,2024,la libertad avanza,comunicacion,"si la reparacion de la vereda sobre la calle fondo de la legua n°49, de la ciudad de san isidro.-"
692-HCD-2024,2024,la libertad avanza,comunicacion,si llevar a cabo la limpieza de las veredas en los centros comerciales del partido de san isidro.-
693-HCD-2024,2024,la libertad avanza,comunicacion,si desarrollar un plan integral de arreglo y mantenimiento de las calles del municipio.-
694-HCD-2024,2024,la libertad avanza,comunicacion,"si brindarles a los comerciantes del centro de san isidro los materiales necesarios para que puedan llevar a cabo la celebracion organizada por el ""dia de la madre"".-"
697-HCD-2024,2024,la libertad avanza,comunicacion,s/ intensificar el patrullaje en el bajo de san isidro.-
698-HCD-2024,2024,la libertad avanza,comunicacion,s/ arbitrar las medidas necesarias con el fin de articular el trabajo del cuerpo de caminantes junto con los comerciantes para prevenir el delito en los centros comerciales del partido.-
699-HCD-2024,2024,la libertad avanza,comunicacion,"s/ arbitrar las medidas necesarias para capacitar a todos los comerciantes del distrito sobre el programa ""ojos en alerta"".-"
700-HCD-2024,2024,la libertad avanza,comunicacion,s/ la instalacion de camaras de seguridad en todos los centros comerciales del partido.-
701-HCD-2024,2024,la libertad avanza,resolucion,el h.c.d. declara de interes las jornadas de historia de los historiadores de fondo de la legua.-
702-HCD-2024,2024,varios senores concejales,resolucion,"el h.c.d. felicita a b delegacion del equipo de patinaje artistico del club atletico social villa adelna (casva) y a su profesora maria belen facciorusso, por su desempeno en el campeonato nacional absoluto 2024, que se disputo el corriente"
810-HCD-2024,2024,pro - san isidro,ordenanza,prohibiendo el uso de pirotecnia en todo evento que se realice en el ambito del partido de san isidro.-
814-HCD-2024,2024,varios senores concejales,resolucion,el h.cd. expresa su repudio frente a las expresiones vertidas por el presidente de la nacion.-
815-HCD-2024,2024,union por la patria,comunicacion,si un informe referente a las politicas y acciones de apoyo a la integracion escolar implementadas por el municipio.-
816-HCD-2024,2024,union por la patria,comunicacion,s! un informe relacionado con el convenio firmado con la fundacion barcelo.-
817-HCD-2024,2024,union por la patria,comunicacion,s! un informe relacionado con las denuncias de violencia de genero.-
818-HCD-2024,2024,union por la patria,ordenanza,instalando dispositivos parlantes para ciegos y personas con disminucion visual en diversos semaforos con cruce peatonal y en las cercanias de las instituciones orientadas a personas con alguna discapacidad visual.-
819-HCD-2024,2024,union por la patria,decreto,"el h.cd. declara ello de diciembre de cada ano corno el ""dia mundial del sida"".-"
820-HCD-2024,2024,union por la patria,comunicacion,"s! un informe relacionado con la ong ""alegrate madre"".-"
822-HCD-2024,2024,la libertad avanza san isidro,comunicacion,"s! la reparacion de la calle don basca, en el tramo comprendido entre las calles guillermo hudson y alto peru, de la ciudad de san isidro.-"
823-HCD-2024,2024,varios senores concejales,comunicacion,s! al d.e. que informe los indices de cobrabilidad mensual de las tasas alcanzadas por el plan de regularizacion de deudas durante el ano 2024.-
824-HCD-2024,2024,varios senores concejales,comunicacion,"s! al d.e. que cree el ""programa vecino cumplidor"", destinado a premiar y reconocer a vecinos que se destacan por el cumplimiento puntual y responsable de las obligaciones tributarias municipales.-"
826-HCD-2024,2024,varios senores concejales,comunicacion,"si al d.e. qul~remita las constancias de la invitacion oficial al ""eleventh anual boomberg citylab and mayor inovation studio"", llevado a cabo en la ciudad de mexico los dias 14, 15 y 16 de octubre.-"
827-HCD-2024,2024,varios senores concejales,comunicacion,si un informe relacionado con la renuncia del secretario de salud publica del municipio.-
828-HCD-2024,2024,varios senores concejales,comunicacion,si al d.e. que remita los convenios suscriptos en el marco de lo establecido en el decreto n° 502/2024.-
829-HCD-2024,2024,varios senores concejales,ordenanza,"regulando los viajes y obsequios otorgados por empresas privadas, instituciones y personas fisicas al intendente, funcionarios municipales y cualquier otro agente en funcion publica del municipio.-"
831-HCD-2024,2024,por - san isidro,comunicacion,si que los sanitarios publicos de la plaza mitre permanezcan abiertos a disposicion de los vecinos hasta las 18.30 hs.-
832-HCD-2024,2024,varios senores concejales,comunicacion,"si el refuerzo de patrullaje y la instalacion de camaras de seguridad en la calle rosario, entre las calles nuestras malvinas y montes de oca, de la ciudad de boulogne.-"
833-HCD-2024,2024,varios senores concejales,comunicacion,si un informe relacionado al servicio de guardia pediatrica del hospital municipal de boulogne.-
834-HCD-2024,2024,varios senores concejales,decreto,"incluyendo al h.c.d. a la muestra distrital de las actividades realizadas dentro del programa jovenes y memoria ""memoria en movimiento, jovenes en accion. construyendo esperanza"".-"
836-HCD-2024,2024,varios senores concejales,ordenanza,"declarando a la ciudad de martinez como ""ciudad del cine y las artes visuales"".-"
837-HCD-2024,2024,union por la patria,comunicacion,si un informe relacionado con el acceso al trabajo formal travesti-trans en el ambito municipal.-
838-HCD-2024,2024,varios senores concejales,ordenanza,"estableciendo como requisito para ocupar cargos como funcionario publico en el poder ejecutivo municipal, que la persona tenga una residencia minima de tres anos inmediatamente anteriores a su designacion en el partido.-"
840-HCD-2024,2024,varios senores concejales,ordenanza,"creando el ""banco municipal de medicamentos para uso veterinario"". -"
841-HCD-2024,2024,varios senores concejales,comunicacion,si al organo nacional correspondil:mte la implementacion de la boleta unica de papel en las proximas elecciones legislativas 2025.-
842-HCD-2024,2024,varios senores concejales,resolucion,"el hcd. declara de interes la jornada de limpieza de playa llevada a cabo por asez bajo el lema ""salvemos la tierra de la a a la z"", realizada el dia 30 de octubre.-"
843-HCD-2024,2024,varios senores concejales,resolucion,el hcd. declara de'interes el programa futuro memoria llevado a cabo por la subsecretaria de derechos humanos de la prov. de buenos aires.-
844-HCD-2024,2024,varios senores concejales,ordenanza,"declarando de interes el dia mundial para la prevencion del abuso sexual infantil, que se conmemora el dia 19 de noviembre de cada ano.-,"
845-HCD-2024,2024,union por la patria,comunicacion,si un informe relacionado con la agencia de control ambiental.-
848-HCD-2024,2024,union por la patria,comunicacion,si un informe relacionado con las actividades planificadas para el carnaval 2025.-
849-HCD-2024,2024,varios senores concejales,comunicacion,"si reparar los baches que se encuentran en la interseccion de las calles darragueira y asamblea, y en la batalla la florida, entre las calles novaro y mazza, de la ciudad de boulogne.-"
850-HCD-2024,2024,varios senores concejales,comunicacion,si articular con el banco de la provincia de buenos aires a efectos la colocacion de un cajero automatico en alguna de las instalaciones municipales.-
851-HCD-2024,2024,varios senores concejales,comunicacion,"si interceder ante la aabe por el predio ubicado en la interseccion de las calles int. tomkim:on y neuquen, en la ciudad de beccar.-"
852-HCD-2024,2024,varios senores concejales,comunicacion,"si la reparacion de las luminarias ubicadas en la av. andres rolon al 1600, de la ciudad de beccar.-"
853-HCD-2024,2024,varios senores concejales,comunicacion,"si la colocacion y nomenclatura en la interseccion de las calles maestro santana y uruguay, de la ciudad de beccar.-"
854-HCD-2024,2024,vaflos senores concejales,comunicacion,"si realizar las tareas que correspondan al arbol ubicado en la calle maestro santana n° 2584, de la ciudad de beccar.-.-"
855-HCD-2024,2024,vaflos senores concejales,comunicacion,si la reparacion y puesta en valor de los aparatos de la posta aerobica ubicada en el arsenal de boulogne.-
856-HCD-2024,2024,varios senores concejales,comunicacion,"si incorporar al programa de puesta en valor y mantenimiento de la red vial y aceras, la reparacion del bache situado en la interseccion de la av. de mayo y la calle virrey vertiz, de la ciudad de villa adelina.-"
857-HCD-2024,2024,varios senores concejales,comunicacion,"si la poda en altura de los arboles ubicados en la calle olazabal n° 508 al 558, de la ciudad de boulogne.-"
858-HCD-2024,2024,varios senores concejales,comunicacion,"si la puesta en valor de los juegos de la plaza almirante brown, de la ciudad de villa adelina.-"
859-HCD-2024,2024,varios senores concejales,comunicacion,si un informe relacionado a la readecuacion del sistema educativo en el nivel inicial del municipio.-
860-HCD-2024,2024,varios senores concejales,comunicacion,"si incorporar al programa de puesta en valor y mantenimiento de la red vial y aceras, a las veredas de ambas manos de la av. andres rolon, entre las calles riobamba e int. neyer, de la ciudad de beccar.-"
