expediente,anio,bloque,tipo_proyecto,tema
174-HCD-2019,2019,frente renovador,comunicacion,"s/ a la empresa proveedora de gas natural finalizar la instalacion de la red en la escuela n° 25, de la ciudad de beccar.-"
175-HCD-2019,2019,pro san isidro - cambiemos,decreto,"el h.cd. declara de interes a la fundacion"" al reparo"" por la labor que lleva a cabo.-"
176-HCD-2019,2019,pro san isidro - cambiemos,ordenanza,modificando la ordenanza n° 8366.-
177-HCD-2019,2019,pro san isidro - cambiemos,comunicacion,s/ garantizar el efectivo cumplimiento de la ordenanza n° 8366 y de la ley provincial n° 13.868.-
183-HCD-2019,2019,unidad ciudadana,resolucion,el h.cd. expresa preocupacion por las familias del puerto de san isidro.-
184-HCD-2019,2019,frente renovado r,comunicacion,"s/ la reposicion de adoquines en la calle reclus, entre las calles betbeder y wernes, de la ciudad de boulogne.-"
185-HCD-2019,2019,unidad ciudadana,resolucion,"el h.cd. repudia la resolucion n° 395, firmada por la ministra patricia bullrich.-"
186-HCD-2019,2019,unidad ciudadana,resolucion,el h.cd. manifiesta preocupacion por el impacto inflacionario en los medicamentos.-
187-HCD-2019,2019,unidad ciudadana,resolucion,el h.cd. manifiesta su preocupacion por el nivel de endeudamiento de la pcia. de bs. as.-
188-HCD-2019,2019,unidad ciudadana,resolucion,"el h.cd. adhiere al ""dia internacional contra el maltrato infantil"" .-"
189-HCD-2019,2019,unidad ciudadana,comunicacion,"si un informe relacionado con la obra que se lleva a cabo en la calle sebastian eicano n° 1942, de este partido.-"
190-HCD-2019,2019,unidad ciudadana,comunicacion,si informe relacionado con las acciones de visibilizacion por la semana mundial del parto respetado.-
191-HCD-2019,2019,unidad ciudadana,comunicacion,"si reductores de velocidad en pasaje 1, entre las calles jorge newbery y juan clark, de la ciudad de beccar.-"
192-HCD-2019,2019,unidad ciudadana,comunicacion,si informes relacionados al ex campo de deportes y pista de atletismo de as.a.-
193-HCD-2019,2019,unidad ciudadana,comunicaclon,"si reductores de velocidad en la calle intendente neyer, entre la avda. andres rolon y la calle jorge newbery, de este partido.-"
194-HCD-2019,2019,unidad ciudadana,ordenanza,"creando el"" area de diversidad sexual"".-"
195-HCD-2019,2019,unidad ciudadana,ordenanza,"creando el ""programa integral para cartoneros, recuperadores y/o recicladores urbanos del partido de san isidro"".-"
197-HCD-2019,2019,pro san isidro - cambiemos,comunicacion,"s/ articular un programa de beneficios, para jovenes de entre 12 y 29 anos de edad.-"
198-HCD-2019,2019,pro san isidro - cambiemos,decreto,el h.c.d. declara de interes el trabajo realizado por la clinica oftalmologica kaufer y su servicio brindado a la comunidad de san isidro.-
199-HCD-2019,2019,pro san isidro - cambiemos,ordenanza,creando la campana de concientizacion permanente para la promocion del reciclaje y la dentalizacion de envases y recipientes plasticos en comercios y supermercados dentro del distrito.-
200-HCD-2019,2019,unidad ciudadana,comunicacion,s/ informes relacionados con casos de muerte perinata!.-
201-HCD-2019,2019,unidad ciudadana,resolucion,el h.c.d. expresa preocupacion ante la medida tomada al abolir la ley de jubilacion de amas de casa.-
202-HCD-2019,2019,unidad ciudadana,comunicacion,s/ arbitrar las medidas necesarias para que las noches de festejo de carnavales oficiales la frecuencia de transporte publico locales se extienda hasta el fin de dichos festejos.-
203-HCD-2019,2019,unidad ciudadana,comunicacion,s/ informes relacionados a la piletas de natacion que se encuentran en los campos de deportes municipales.-
204-HCD-2019,2019,unidad ciudadana,comunicacion,s/ a la gobernacion de la pcia. de bs. as. el numero de beneficiario que otorga la ley n° 12.006 ysus modificatorias.-
205-HCD-2019,2019,unidad ciudadana,comunicacion,s/ diversos informes relacionados con los festejos de los carnavales.-
206-HCD-2019,2019,unidad ciudadana,resolucion,el h.cd. expresa preocupacion por la suba indiscriminada del precio de medicamentos.-
207-HCD-2019,2019,unidad ciudadana,comunicacion,s/ informes relacionados con las murgas de san isidro.-
208-HCD-2019,2019,unidad ciudadana,resolucion,el h.cd. expresa su beneplacito al proyecto de ley de verificacion escolar.-
209-HCD-2019,2019,unidad ciudadana,comunicacion,"s/ informes relacionados con el campo n° 4, de la ciudad de martinez.-"
210-HCD-2019,2019,unidad ciudadana,resolucion,el h.cd. manifiesta su beneplacito por el avance en el tratamiento y proxima sancion de la ley provincia] de acompanante tera peu ticos.-
212-HCD-2019,2019,frente renovador,resolucion,"el h.c.d. expresa su preocupacion por el vencimiento del plazo previsto para ingresar al ""regimen de regularizacion de deudas previsionales"".-"
213-HCD-2019,2019,unidad ciudadana,comunicacion,s/ la remision del expte. n° 16517-d-2018.-
214-HCD-2019,2019,unidad ciudadana,comunicacion,"s/ incorporar en el plan de reparacion de veredas a la calle jose figueroa aleorta, entre las calles medrano y matheu, de la ciudad de boulogne.-"
215-HCD-2019,2019,partido justicialista,ordenanza,"reemplazando la denominacion del pasaje 725 por el nombre de monsenor angelini, sito en barrio obrero jurisdiccion de este partido.-"
216-HCD-2019,2019,partido justicialista,comunicacion,"s/ la poda de los arboles existentes en la calle cespedes, entre las calles martin rodriguez y virrey vertiz, de la ciudad de villa adelina.-"
218-HCD-2019,2019,partido justicialista,comunicacion,s/ informes relacionados con el fallo de la suprema corte de la provincia de bs. as.
219-HCD-2019,2019,partido justicialista,comunicacion,"si la poda de los arboles sitos en la calle nuestras malvinas, entre las calles capitan juan de san martin y cervantes, de la ciudad de boulogne.-"
220-HCD-2019,2019,partido justicialista,ordenanza,"creando el ""centro deportivo de alto rendimiento"" de san isidro.-"
221-HCD-2019,2019,partido justiclalista,ordenanza,"creando el ""consejo economico y social de san isidro"".-"
222-HCD-2019,2019,convocacion por san isidro,ordenanza,reglamentando la asignacion del gasto previsto para la publicidad oficial en el presupuesto municipal.-
223-HCD-2019,2019,convocacion por san isidro,comunicacion,"s/ incrementar luminarias en la calle el indio, entre la avda. bernardo ader y la calle comandante luis piedrabuena, de la ciudad de villa adelina.-"
224-HCD-2019,2019,convocacion por san isidro,comunicacion,"s/ la designacion de inspectores de transito en la interseccion de la avda. del libertador y la calle primera junta, en el ingreso y egreso de los alumnos del colegio ""santa maria de lujan"".-"
230-HCD-2019,2019,frente renovador,comunicacion,s/ informes referentes al hospital de la ciudad de boulogne.-
233-HCD-2019,2019,pro san isidro - cambiemos,decreto,"el h.cd. reconoce al sr. eduardo oderigo, por su desempeno en el desarrollo de la fundacion espartanos.-"
234-HCD-2019,2019,pro san isidro - cambiemos,comunicacion,s/ la adhesion a la red iclei - local government for sustainability.-
235-HCD-2019,2019,pro san isidro - cambiemos,decreto,"el h.cd. declara de interes la ley nacional nº 27.454, que crea el plan nacional de reduccion de perdidas y desperdicios de alimentos.-"
236-HCD-2019,2019,pro san isidro - cambiemos,comunicacion,s/ la reparacion de pavimento en diversas calles de la ciudad de beccar.- .
237-HCD-2019,2019,pro san isidro - cambiemos,decreto,"el h.c.d. declara de interes el espectaculo ""la otra vereda. la poesia de borges"".-"
238-HCD-2019,2019,partido justicialist a,ordenanza,adhiriendo a la ley n° 14.735.-
239-HCD-2019,2019,partido justicialist a,ordenanza,"autorizando la implementacion de un area peatonal en la calle alvear, de la ciudad de martinez.-"
240-HCD-2019,2019,partido justicialista,ordenanza,creando una linea de colectivos municipal gratuita.-
241-HCD-2019,2019,partido justicialista,ordenanza,creando el registro de paseadores de perros.-
242-HCD-2019,2019,partido justicialista,decreto,el h.c.d. expresa su beneplacito por la restitucion de la verdadera identidad de javier matias darroux mijalchuk.-
243-HCD-2019,2019,partido justicialista,comunicacion,"s/ la instalacion en zonas centrales o de mayor concentracion de usuarios del transporte publico de pasajeros, carteles con codigo qr.-"
244-HCD-2019,2019,partido justicialista,comunicacion,"si gestiones con areas nacionales, provinciales y el municipio de san martin, para la construccion de una nueva estacion ferroviaria en cercania del cruce conformado por la avda. sarratea y el cruce del ferrocarril belgrano.-"
245-HCD-2019,2019,unidad ciudadana,comunicacion,si informes relacionados al sistema de barrido municipal.-
246-HCD-2019,2019,unidad ciudadana,resolucion,"el h.c.d. felicita al seleccionado de futbol con sindrome de down ""los halcones"" por haber conseguido el subcampeonato mundial.-"
248-HCD-2019,2019,unidad ciudadana,comunicacion,"si informes sobre las obras en la calle bernardo de irigoyen, de la ciudad de boulogne.-"
249-HCD-2019,2019,unidad ciudadana,resolucion,"el h.c.d. expresa beneplacito por la ""marcha de la soberania"".-"
250-HCD-2019,2019,unidad ciudadana,comunicacion,si la puesta en valor del vestuario de caballeros del edificio donde funcionan los talleres de obras publicas.-
251-HCD-2019,2019,unidad ciudadana,resolucion,"el h.c.d. expresa beneplacito por los 91 anos del natalicio del comandante ernesto ""che"" guevara.-"
252-HCD-2019,2019,unidad ciudadana,resolucion,"el h.c.d. expresa beneplacito a hector carlos scotta ""el gringo"", por su trayectoria deportiva en el futbol nacional e internacional.-"
253-HCD-2019,2019,unidad ciudadana,resolucion,"el h.c.d. adhiere al ""dia mundial contra el trabajo infantil"".-"
254-HCD-2019,2019,unidad ciudadana,comunlcacion,"s/ relevar y reparar rampas de accesibilidad situadas en las esquinas de la calle curupayti y la colectora panamericana, de la ciudad de boulogne.-"
255-HCD-2019,2019,convocacion por san isidro,comunicacion,"s/ la instalacion de camaras de seguridad en la interseccion de las calles cordoba y lima, de la ciudad de martinez.-"
256-HCD-2019,2019,convocacion por san isidro,comunicacion,"s/ informes al consejo escolar, relacionado con la infraestructura adecuada previa al inicio del invierno en establecimientos educativos.-"
257-HCD-2019,2019,convocacion por san isidro,comunicacion,"s/ un releva miento de las calles lindantes con el destacamento de bomberos voluntarios n° 2, de san isidro.-"
259-HCD-2019,2019,convocacion por san isidro,comunicacion,s/ respuesta relacionada con la comunicacion n° 33/19.-
260-HCD-2019,2019,convocacion por san isidro,comunicacion,s/ respuesta relacionada con la comunicacion n° 36/19.-
261-HCD-2019,2019,pro san isidro - cambiemos,decreto,el h.c.d. declara de interes a la biblioteca popular de san isidro por constituir parte del patrimonio historico y cultural de nuestro pais y del distrito.-
263-HCD-2019,2019,pro san isidro - cambiemos,comunicacion,"s/ la colocacion del banos quimicos en puntos estrategicos de la senda aerobica paralela a la calle sebastian elcano, de este partido.-"
264-HCD-2019,2019,pro san isidro - cambiemos,comunicacion,"s/ camaras de seguridad en la calle juan b. justo, entre las calles haedo y misiones, de este partido.-"
265-HCD-2019,2019,pro san isidro - cambiemos,decreto,"el h.c.d. declara de interes al grupo musical ""industria nacional"" .-"
266-HCD-2019,2019,unidad ciudadana,comunicacion,"s/ realizar una campana de prevencion y difusion de la enfermedad denominada ""endometriosis"".-"
267-HCD-2019,2019,unidad ciudadana,resolucion,el h.c.d. expresa preocupacion ante la falta de la correcta aplicacion de la ley provincial nº 14.735.-
268-HCD-2019,2019,unidad ciudadana,resolucion,el h.c.d. manifiesta su beneplacito al proyecto presentado en la camara de diputados de la nacion que busca modificar el articulo nº 8 de la ley nº 27.350.-
269-HCD-2019,2019,unidad ciudadana,comunicacion,"s/ un asiento y cerramiento, en al menos uno de los lados, del refugio de transporte publico ubicado en la calle diego palma al 500, de la ciudad de san isidro.-"
270-HCD-2019,2019,unidad ciudadana,comunicacion,s/ al gobierno de la pcia. de bs. as. el congelamiento de las tarifas de electricidad hasta el ano 2021.-
271-HCD-2019,2019,unidad ciudadana,resolucion,el h.c.d. expresa su preocupacion por la falta de informacion relacionada con el traspaso de jurisdiccion de distribucion electrica.-
275-HCD-2019,2019,convocacion por san isidro,ordenanza,disponiendo la apertura de diversas calles del partido.-
276-HCD-2019,2019,unidad ciudadana,ordenanza,regularizando el servicio de reparto y/o distribucion y/o traslado a domicilio de los productos alimenticios que se realice en motos.-
277-HCD-2019,2019,unidad ciudadana,comunicacion,"s/ informe al ministerio de seguridad de la pcia. de bs. as. y a la fiscalia general de s.1. relacionada a lo ocurrido el dia 24 de junio de 2019, en la ciudad de beccar.-"
278-HCD-2019,2019,unidad ciudadana,ordenanza,"creando regimen especial de ""boleto estatal para trabajadores/as y obreros/as"".-"
279-HCD-2019,2019,convocacion por san isidro,comunicacion,s/ al ministerio de trasporte de la nacion un informe acerca de las obras de la estacion de villa adelina.-
281-HCD-2019,2019,pro san isidro - cambiemos,decreto,el h.cd. reconoce a la sra. silvia barrera por su desempeno corno instrumentadora quirurgica durante la guerra de malvinas.-
282-HCD-2019,2019,pro san isidro - cambiemos,ordenanza,creando el programa de recoleccion y reciclado de llaves de metal de uso residencial.-
283-HCD-2019,2019,pro san isidro - cambiemos,comunicacion,s/ incluir en la pagina web oficial del municipio un portal abierto que permita notificar sobre mascotas extraviadas y en adopcion.-
284-HCD-2019,2019,partido justicialista,comunicacion,"s/ rampas de accesibilidad en las esquinas de las calles hipolito yrigoyen y berutti, de la ciudad de martinez.-"
285-HCD-2019,2019,partido justicialista,ordenanza,"creando el programa de prevencion del suicidio joven ""no estas solo"" .-"
286-HCD-2019,2019,partido justicialista,ordenanza,"crando el programa municipal de prevencion y tratamiento del vih/sida ""me cuido te cuido"".-"
287-HCD-2019,2019,partido justicialista,comunicacion,"s/ un estudio de transito para tornar medidas en relacion a seguridad en transito vehicular en la calle nuestras malvinas, de la ciudad de boulogne.-"
289-HCD-2019,2019,unidad ciudadana,resolucion,el h.c.d. expresa su beneplacito a los 239 anos del natalicio de la heroica juana azurduy.-
290-HCD-2019,2019,unidad ciudadana,resolucion,el h.c.d. expresa surechazo a la inaccion del gobierno de la pcia. de bs. as. frente a los graves atropellos que sufren usuarias y usuarios de energia electrica por parte de las empresas de distribucion de energia electrica en ter
291-HCD-2019,2019,unidad ciudadana,comunicacion,s/ diversos informes relacionados con el area de rehabilitacion en los tres hospitales municipales del distrito.-
292-HCD-2019,2019,unidad ciudadana,comunicacion,s/ un informe relacionado con la red de efectores publicos pertenecientes a la zona amba.-
293-HCD-2019,2019,unidad ciudadana,resolucion,el h.c.d. expresa su preocupacion por la firma del tratado de comercios entre el mercosur y la ue.-
294-HCD-2019,2019,unidad ciudadana,comunicacion,"s/la instalacion de un semaforo en la interseccion de las calles pichincha y el resero, de la ciudad de villa adelina.-"
296-HCD-2019,2019,unidad ciudadana,comunicacion,s/ informes relacionados con convenios de articulacion para el mantenimiento de los establecimientos educativos de la pcia. de bs. as. en el distrito de san isidro.-
297-HCD-2019,2019,unidad ciudadana,comunicacion,"s/ informes relacionados con diversas gripes, dentro del partido de san [sidro.-"
298-HCD-2019,2019,unidad ciudadana,comunicacion,s/ informe sobre las vacunas incluidas en el calendario nacional de vacunacion.-
303-HCD-2019,2019,convoca clan por san isidro,comunicacion,"s/ la puesta en valor del centro comercial a cielo abierto sobre la calle pichinca,. entre la avda. avelino rolon y la calle bogado, de la ciudad de boulogne.-"
304-HCD-2019,2019,convoca clan por san isidro,comunicacion,s/ un amplio informe relacionado con el decreto n° 1113 del corriente ano.-
305-HCD-2019,2019,convocacion por san isidro,comunicacion,"s/ la posibilidad de proceder a la apertura del boulevard en la interseccion de la avda. sucre con la calle bermejo, de la ciudad de boulogne.-"
306-HCD-2019,2019,convocacion por san isidro,comunicacion,"s/ arbitrar medidas de seguridad vial en la interseccion de las calles 3 de febrero y lynch, de la ciudad de san isidro.-"
307-HCD-2019,2019,unidad ciudadana,resolucion,el h.c.o. expresa que se declare la emergencia educativa en cada distrito de la provincia.-
312-HCD-2019,2019,pro san isidro - cambiemos,comunicacion,s/ incorporar los diecisiete objetivos de desarrollo sostenible de la organizacion de las naciones unidas a la agenda estrategica del partido de san isidro.-
315-HCD-2019,2019,partido justicia lista,comunicacion,"s/ a la empresa encargada de la recoleccion de residuos la limpieza del contenedor instalado en la calle jorge newery, entre las calles padre acevedo y udaondo, de la ciudad de beccar.-"
316-HCD-2019,2019,partido justicia lista,comunicacion,s/ informes relacionados con el calendario de vacunacion.-
317-HCD-2019,2019,unidad ciudadana,resolucion,el h.cd. expresa su beneplacito a los 236 anos del natalicio de simon bolivar.-
318-HCD-2019,2019,unidad ciudadana,resolucion,el h.cd. expresa su beneplacito al cumplirse 72 anos de la aprobacion de la ley de voto femenino.-
319-HCD-2019,2019,unidad ciudadana,resolucion,"s/ arbitrar las medidas necesarias con el fin de solucionar problemas de inundaciones en la calle libertad al 2224, de la ciudad de martinez.-"
320-HCD-2019,2019,convocacion por san isidro,comunicacion,"s/ la instalacion de camaras de seguridad y aumentar la iluminacion en la interseccion de las calles padre acevedo y charcas, de la ciudad de beccar.-"
321-HCD-2019,2019,convocacion por san isidro,comunicacion,"s/ cuidado y mantenimiento de arboles, relacionados con diversos reclamos.-"
322-HCD-2019,2019,convocacion por san isidro,resolucion,el h.cd. repudia las campanas sucias y las agresiones dirigidas contra candidatos de todo espectro politico.-
325-HCD-2019,2019,pro san isidro - cambiemos,comunicacion,"s/ la creacion de espacios destinados a paradas de vehiculos exclusivo para ascenso y descenso de personas con discapacidad, en todas las estaciones ferroviarias que se encuentran dentro del distrito.-"
326-HCD-2019,2019,pro san isidro - cambiemos,comunicacion,s/ la promocion de funciones distendidas en diversas salas y recintos de espectaculos culturales para la plena inclusion de personas con discapacidad.-
329-HCD-2019,2019,frente renovador,comunicacion,"s/ la puesta en valor de la sala quirurgica, donde se realizan diversas intervenciones a animales, ubicada en la calle 3 de febrero 536, de la ciudad de san isidro.-"
330-HCD-2019,2019,frente renov ador,comunlcacion,"s/ tomar las medidas necesarias a fin de salvaguardar los derechos de ninos, ninas y adolescentes que residen en el hogar de ninos ""el barrilete"" .-"
331-HCD-2019,2019,convocacion por san isidro,comunicacion,"5/ el recorte de raices y posterior reparacion de veredas, requeridos en diversos reclamos.-"
332-HCD-2019,2019,unidad ciudadana,comunlcacion,"s/ la reparacion y colocacion de luminarias en el barrio ferroviario santa rosa, de la ciudad de boulogne.-"
334-HCD-2019,2019,unidad ciudadana,comunicacion,"s/ la puesta en valor y posterior mantenimiento de la plaza ubicada en el barrio ferroviario santa rosa, de la ciudad de boulogne.-"
335-HCD-2019,2019,unidad ciudadana,comunicacion,"s/ se resuelva a la brevedad la falta de desagues cloacales, pluviales y su mantenimiento en el barrio ferroviario santa rosa, de la ciudad de boulogne.-"
337-HCD-2019,2019,unidad ciudadana,comunicacion,"s/ la reparacion de la vereda sita en la interseccion de las calles dardo rocha y paramaribo al 800, de la ciudad de martinez.-"
338-HCD-2019,2019,unidad ciudadana,resolucion,"el hcd expresa su beneplacito al 1600 aniversario del paso a la inmortalidad del padre de la patria, el general don jose de san martin.-"
340-HCD-2019,2019,unidad ciudadana,comunicacion,"si un informe relacionado con la situacion actual del hogar . ""el barrilete"".-"
341-HCD-2019,2019,unidad ciudadana,comunicacion,si un informe relacionado con personas en situacion de calle.-
343-HCD-2019,2019,frente renovador,comunicacion,"s/ la construccion de una plaza en el boulevard sito en la calle lynch, de la ciudad de beccar.-"
346-HCD-2019,2019,pro san isidro - cambiemos,comunicacion,"s/ articular un programa municipal de pintura de contenedores de similares caracteristicas al de ""gualeguay te pinta"".-"
347-HCD-2019,2019,pro san isidro - cambiemos,comunicacion,s/ la posibilidad de disponer mayor numero de lugares para estacionamiento de motos en los centros comerciales a cielo abierto dentro del distrito.-
351-HCD-2019,2019,unidad ciudadana,resolucion,"el, h.c.d. manifiesta su honda preocupacion ante la actual situacion de escalada de violencia tanto institucional como social en la que se encuentra el pais.-"
352-HCD-2019,2019,unidad ciudadana,comunicacion,s/ reformar de manera integral del sistema de turnos para los centros de salud municipales.-
354-HCD-2019,2019,partido justicia lista,resolucion,el h.c.d. expresa su mas profunda preocupacion por los incendios que estan devastando el amazonas.-
355-HCD-2019,2019,unidad ciudadana,ordenanza,"creando la delegacion del registro de perros potencialmente peligrosos, de acuerdo a lo establecido en la ley provincial n0 14.107.-"
356-HCD-2019,2019,unidad ciudadana,comunicacion,"s/ arbitrar las medidas necesarias para la reparacion de diversas veredas, que se encuentran dentro de la zona centrica de la ciudad de san isidro,-"
357-HCD-2019,2019,unidad ciudadana,comunicacion,s/ un informe relacionado con casos detectados de mordeduras en los centros de salud de san isidro.-
358-HCD-2019,2019,unidad ciudadana,resolucion,el h.c.d. expresa su preocupacion por el tiempo de espera en las guardias de los centros municipales de salud.-
359-HCD-2019,2019,partido justicialista,comunicacion,s/ al ministerio de transporte de la nacion un informe sobre las obras que se estan llevando a cabo en las estaciones de villa adelina y boulogne.-
360-HCD-2019,2019,partido justicia lista,comunlcacion,s/ al o.e. que se ofrezca corno mediador entre la empresa de servicio publico de transporte de pasajeros por automotor micro omnibus gral. san martin s.a.c.a y el ministerio de transporte de la nacion.-
361-HCD-2019,2019,varios senores concejales,oroenanza,estableciendo la obligatoriedad de la realizacion de debates publicos entre los candidatos a intendente del municipio.-
362-HCD-2019,2019,frente renovador,comunlcacion,"s/ a la empresa agua y saneamientos argentinos (aysa) la instalacion del tendido de red de agua en el pje. dr. raul scalabrini ortiz, de la ciudad de boulogne.-"
363-HCD-2019,2019,unidad ciudadana,resolucion,"el h.c.d. adhiere al 5 de septiembre corno ""dia de la mujer indigena"" en conmemoracion a la lucha y al paso a la inmortalidad de bartolina sisa, guerrera aymara.-"
364-HCD-2019,2019,unidad ciudadana,resolucion,el h.cd. expresa su preocupacion ante los incendios que afectan la region amazonica.-
365-HCD-2019,2019,unidad ciudadana,resolucion,"el h.c.d. expresa su beneplacito por el dia internacional de las victimas de desapariciones forzadas, conmemorado el pasado 30 de agosto.-"
366-HCD-2019,2019,unidad ciudadana,comunicacion,s/ al director ejecutivo de anses informe los motivos de la falta de pago a los beneficiarios de asignaciones familiares y las auh que fueron incorporadas recientemente al sistema cuna.-
367-HCD-2019,2019,unidad ciudadana,resolucion,el h.cd. manifiesta su repudio a los hechos de violencia hacia las personas en situacion de calle.-
369-HCD-2019,2019,unidad ciudadana,ordenanza,"implementando el programa de ""fomento y promocion del ajedrez"" .-"
376-HCD-2019,2019,unidad ciudadana,comunicacion,"s/ la posibilidad de colocar refugios para pasajeros que incluyan asientos en diversas paradas de transporte publico de pasajeros, en la ciudad de martinez,-"
377-HCD-2019,2019,"unidad ciudadana,",comunicacion,"s/ el abastecimiento de implantes anticonceptivos en los centros de salud municipales,."
378-HCD-2019,2019,unidad ciudadana,comunicacion,"s/ informes relacionados con ""emergencia alimentaria"" ,-"
379-HCD-2019,2019,convocacion por san isidro,comunicacion,"s/ incorporar en el plan de pavimentacion y bacheo a la calle la ribera, entre las calles almafuerte y vicente lopez, de la ciudad de san isidro.-"
381-HCD-2019,2019,partido justiciallsta,comunicacion,"s/ la senalizacion y permiso para estacionar a los trabajadores de la empresa de transporte publico de pasajeros ers sus coches en la vereda sita en la calle guayaquil, de este partido.-,"
384-HCD-2019,2019,partido justicialista,resolucion,"proyecto de resolucion.- el h.cd. expresa su adhesion al ""dia de los derechos de los estudiantes secundarios"""
386-HCD-2019,2019,unidad ciudadana,comunicacion,"el h.c.d. manifiesta preocupacion por la creciente violencia y } hechos de inseguridad en el barrio ""la cava"" y otras zonas del distrito.-"
387-HCD-2019,2019,unidad ciudadana,comunicacion,s/ al cuerpo activo del destacamento de bomberos voluntarios de san isidro un informe relacionado con el incendio ocurrido el dia 08 de septiembre del corriente ano.-
388-HCD-2019,2019,unidad ciudadana,ordenanza,adhiriendo a la ley n° 25.689.-
389-HCD-2019,2019,unidad ciudadana,comunicacion,"s/la instalacion de gas en el centro de formacion 403, sito en la calle formosa 1050, del distrito de san isidro.-"
390-HCD-2019,2019,unidad ciudadana,resolucion,"el h.c.d. felicita a anapaola suri por la medalla de oro obtenida en la categoria sub 16 en la disciplina ajedrez, en el festival panamericano de la juventud en guayaquil.- }"
391-HCD-2019,2019,unidad ciudadana,ordenanza,encomendando la senalizacion de la chacra de don avelino rolon.-
392-HCD-2019,2019,unidad ciudadana,comunicacion,s/ a las h. camaras de diputados y senadores de la pcia. de bs. as. el tratamiento y aprobacion del proyecto de ley de ejercicio profesional y del colegio profesional de terapia ocupacional de la pcia. de bs. as.-
393-HCD-2019,2019,unidad ciudadana,comunicacion,"s/ informes relacionado con el tanque de agua ubicado en la calle rastreador fournier 2146, de la ciudad de villa adelina.-"
394-HCD-2019,2019,unidad ciudadana,comunicacion,s/ informes relacionado con el campo de deportes municipal n° 2.-
395-HCD-2019,2019,unidad ciudadana,resolucion,"el h.c.d. declara su beneplacito por la media sancion de prorroga de la ""emergencia alimentaria nacional.-"
396-HCD-2019,2019,unidad ciudadana,ordenanza,s/ la creacion del servicio municipal de interpretes lsa.-
401-HCD-2019,2019,pro san isidro - cambiemos,comunicacion,s/ la realizacion de un censo de poblacion celiaca dentro del distrito.-
402-HCD-2019,2019,pro san isidro - cambiemos,decreto,"el h.c.d declara de interes la ""septima jornada nacional de asesoramiento gratuito"", realizada por el colegio de escribanos de la pcia. de buenos aires.-"
403-HCD-2019,2019,pro san isidro - cambiemos,comunicacion,"s/ la instalacion de camaras de seguridad en la calle corrientes esquina lima, de la ciudad de martinez.-"
407-HCD-2019,2019,unidad ciudadana,resolucion,"el. h.c.d. expresa su beneplacito al conmemorarse el 24 aniversario del ""dia nacional de la conciencia ambiental"".-"
408-HCD-2019,2019,unidad ciudadana,comunicacion,"s/ informes relacionados con el programa ""justo vos"".-"
409-HCD-2019,2019,unidad ciudadana,ordenanza,"creando el comite de crisis barrio ""la cava"".-"
410-HCD-2019,2019,unidad ciudadana,comunicacion,"s/ releva miento e inspeccion de arboles ubicados en la calle patagonia, entre las calles carlos tejedor y aguado, de la ciudad de boulogne.-"
414-HCD-2019,2019,unidad ciudadana,comunicacion,"s/ la instalacion de reductores de velocidad en la calle carlos tejedor, entre las calles uruguay y camino real moron, del barrio jardin"
415-HCD-2019,2019,unidad ciudadana,comunicacion,s/ un informe relacionado con la universidad nacional scalabrini ortiz.-
416-HCD-2019,2019,varios senores concejales,decreto,citando a diversos funcionarios del d.e. _
417-HCD-2019,2019,unidad ciudadana,ordenanza,"autorlzando la desafectacion de calles ubicadas en los alrededores del bahio "" bajo san isidro"".-"
427-HCD-2019,2019,pro san isidro - cambiemos,resolucion,"el eco. felicita a delfina pignatiello, santiago lange, belen succi, facundo olezza, bautista saubidet y santiago alvarez fourcade, por la clasificacion a los juegos olimpicos de tokio 2020.-."
428-HCD-2019,2019,unidad ciudadana,comunicacion,"s/ la construccion de una darsena frente al banco piano, sito en la calle antonio saenz n° 2170, de la ciudad de boulogne.-"
430-HCD-2019,2019,unidad ciudadana,comunicacion,"s/ informacion referente a la restauracion de la plaza mitre, de la ciudad de san isidro.-"
431-HCD-2019,2019,unidad ciudadana,comunicacion,s/ informes referentes a los museos que se encuentran dentro del distrito.-
432-HCD-2019,2019,unidad ciudadana,resolucion,el h.c.d. expresa su beneplacito ante la realizacion del 34q encuentro nacional de mujeres.-
433-HCD-2019,2019,unidad ciudadana,resolucion,"el h.c.d. expresa su beneplacito al ""dia internacional de las personas de edad"".-"
434-HCD-2019,2019,unidad ciudadana,resolucion,el h.c.d. expresa su repudio a la decision publicada mediante la resolucion nq392/19 en el boletin oficial.-
435-HCD-2019,2019,unidad ciudadana,resolucion,el h.c.d. expresa su beneplacito al cumplirse el 124 aniversario del nacimiento de juan domingo peron.-
436-HCD-2019,2019,unidad ciudadana,resolucion,"el h.c.d. expresa su beneplacito al ""dia internacional de la no violencia"" .-"
437-HCD-2019,2019,unidad ciudadana,ordenanza,"modificando en todo su recorrido el actual nombre de la calle sarratea por el nombre de ""presidente nestor carlos kirchner"".-"
438-HCD-2019,2019,unidad ciudadana,comunicacion,s/ informes relacionados con promotores de la salud del distrito.-
439-HCD-2019,2019,unidad ciudadana,comunicacion,"s/ incluir en el equipo terapeutico del hospital de dia del distrito, terapias ocupacionales.-"
440-HCD-2019,2019,unidad ciudadana,resolucion,"adherir y solicitar el pronto tratamiento del proyecto de ley de creacion del programa de ""precios cuidados de medicamentos para las personas mayores"".-"
