expediente,anio,bloque,tipo_proyecto,tema
441-HCD-2019,2019,unidad ciudadana,resolucion,"el h.c.d. declara su beneplacito por el proyecto de ley del plan de cuidadores y cuidadoras domiciliarios, ingresado en la honorable camara de diputados de la nacion.-"
442-HCD-2019,2019,unidad ciudadana,resolucion,"el h.c.d. expresa su beneplacito al conmemorarse el ""dia mundial de la salud mental"".-"
443-HCD-2019,2019,unidad ciudadana,ordenanza,adhiriendo al municipio de san isidro a la declaracion de emergencia alimentaria.-
444-HCD-2019,2019,unidad ciudadana,resolucion,"el h.c.d. expresa su beneplacito al ""dia del profesor de educacion fisica"".-"
445-HCD-2019,2019,unidad ciudadana,resolucion,"el h.c.d. expresa su beneplacito al ""dia de la lealtad peronista"".-"
446-HCD-2019,2019,unidad ciudadana,comunicacion,"s/ al consejo escolar la realizacion de obras de infraestructura en la escuela media n° 4 ""fray luis beltran"", de este partido.-"
447-HCD-2019,2019,unidad ciudadana,comunicacion,s/ informes relacionados con seguridad vial dentro del distrito.-
448-HCD-2019,2019,unidad ciudadana,comunicacion,"s/ informes relacionados con el predio costero conocido como ""la olla"".-"
449-HCD-2019,2019,unidad ciudadana,comunicacion,s/ informes relacionados con el centro de diferenciacion ubicado en la ciudad de villa adelina.-
450-HCD-2019,2019,unidad ciudadana,comunicacion,"s/ la instalacion de camaras de seguridad en la interseccion de las calles intendente neyer y maestro santana, de la ciudad de beccar.-"
451-HCD-2019,2019,unidad ciudadana,ordenanza,"creando la ""diplomatura en promocion territorial de salud"".-"
452-HCD-2019,2019,convoca clan por san isidro,comunicacion,"s/ la instalacion de camaras de seguridad en la avda. de mayo, en su interseccion con las calles la rioja y soldado de malvinas, de la ciudad de villa adelina.-"
455-HCD-2019,2019,convocacion por san isidro,comunicacion,s/ informes relacionados con hechos delictivos sufridos por comerciantes de la ciudad de martinez.-
456-HCD-2019,2019,frente renov ador,ordenanza,"fijando la circulacion de transito vehicular en la zona delimitada por las calles roca, rivadavia, uruguay y la av. del libertador, de la ciudad de beccar.-"
457-HCD-2019,2019,unidad ciudadana,comunicacion,"s/ la instalacion de una rampa de accesibilidad y reparacion de la vereda sita en la calle rosario, a la altura del n° 1772, de la ciudad de boulogne.-"
458-HCD-2019,2019,pro san isidro - cambiemos,comunicacion,"s/ la creacion de una ""mesa conjunta para la creacion de una agenda deportiva local"".-"
459-HCD-2019,2019,unidad ciudadana,comunicacion,s/ informes relacionados con el alquiler de monopatines electricos.-
460-HCD-2019,2019,unidad ciudadana,resolucion,el rcd. expresa su repudio a la situacion de acosos y posterior despido de una trabajadora municipal del servicio de barrido.-
461-HCD-2019,2019,unidad ciudadana,comunicacion,s/ informes relacionados con la ley nacional n° 26.473.-
462-HCD-2019,2019,unidad ciudadana,resolucion,el h.c.d. manifiesta su preocupacion por faltante de hormonas en el sistema publico de salud.-
463-HCD-2019,2019,unidad ciudadana,resolucion,"el h.c.d. adhiere al ""dia nacional de los/as afroargentinos/as y de la cultura afro"".-"
464-HCD-2019,2019,pro san isidro - cambiemos,comunicacion,"s/ la reparacion del pavimento en la av. blanco encalada, desde la av. sucre hasta la calle darragueira, de la ciudad de boulogne.-"
465-HCD-2019,2019,partido justicialista,ordenanza,"creando la ""tarjeta turismo 51"".-"
466-HCD-2019,2019,partido justicialist a,ordenanza,"facultando al d.e. para gestionar y adquirir la propiedad ubicada en la calle virrey vertiz n° 1051 de la ciudad de villa adelina, para ser declarada de ""interes historico cultural municipal"".-"
467-HCD-2019,2019,partido justicialista,comunicacion,"s/ la instalacion para refugios para pasajeros en la calle nuestras malvinas, desde el 600 al 1100, de la ciudad de boulogne.-"
468-HCD-2019,2019,unidad ciudadana,ordenanza,"modificando la denominacion de la plazoleta ""jose obregoso"" paria de ""juana azurduy"".-"
469-HCD-2019,2019,unidad ciudadana,comunicacion,s/ declarar de interes municipal el primer encuentro distrital de deporte alternativo.-
470-HCD-2019,2019,unidad ciudadana,comunicacion,s/ informes relacionados con la actividad del servicio de cuidadores/as domiciliarios y polivalentes.-
471-HCD-2019,2019,unidad ciudadana,resolucion,"el h.c.d expresa su be~eplacito al celebrarse el ""dia nacional del derecho a la identidad"".-"
472-HCD-2019,2019,unidad ciudadana,comunicacion,"s/ considerar el pedido de proteccion y preservacion como parque publico del predio conocido como ex obras sanitarias de la nacion, de la ciudad de beccar.-"
473-HCD-2019,2019,unidad ciudadana,resolucion,"el h.c.d expresa su beneplacito al conmemorarse el aniversario del ""dia de la cooperacion escolar"".-"
474-HCD-2019,2019,unidad ciudadana,comunicacion,s/ arbitrar los medios necesarios para que los/as vecinos/as del partido san isidro puedan contratar el servicio de internet de acuerdo a sus necesidades.-
475-HCD-2019,2019,unidad ciudadana,ordenanza,"estableciendo como ""dia municipal de los/as afroargentinos/as y de la cultura afro"".-"
476-HCD-2019,2019,convocacion por san isidro,comunicacion,s/ la pronta solucion al reclamo n° 6325.-
477-HCD-2019,2019,convocacion por san isidro,comunicacion,s/ la construccion de una bajada nautica municipal en la calle del barco centenera y su interseccion con la ribera municipal.-
508-HCD-2019,2019,convocacion por san isidro,comunicacion,"s/ reanudar con celeridad las obras de repavimentacion de la calle pedro de mendoza entre las calles espana y primera junta, en el bajo de san isidro.-"
511-HCD-2019,2019,unidad ciudadana,comunicacion,"s/ un informe relacionado con la situacion del hogar querubines asociacion casa del sol, de la ciudad de san isidro.-"
512-HCD-2019,2019,unidad ciudadana,resolucion,"el h,c.d. expresa su beneplacito a la quinta marcha pacifica al lago escondido.-"
513-HCD-2019,2019,unidad ciudadana,ordenanza,"implementandose el ""mes del sindrome de williams"" en el ambito del distrito de san isidro,-"
514-HCD-2019,2019,unidad ciudadana,resolucion,el h.c.d. manifiesta su repudio ante el golpe de estado a la republica plurinacional de bolivia.-
515-HCD-2019,2019,unidad ciudadana,resolucion,"el h,c.d. expresa su repudio a los hechos de violencia ocurridos el 05 de noviembre en el jardin n° 907 de san isidro.-"
516-HCD-2019,2019,unidad ciudadana,comunicacion,s/ las medidas necesarias para garantizar un movil en la puerta del jardin n° 907 de san isidro.-
517-HCD-2019,2019,unidad ciudadana,resolucion,el h.c.d. expresa su energico repudio a situaciones de violencia que se dan en el contexto de trabajo.-
522-HCD-2019,2019,unidad ciudadana,resolucion,"el acd. expresa su beneplacito al conmemorase el 14 de noviembre corno ""dia internacional de la diabetes"".-"
523-HCD-2019,2019,varios senores concejales,comunicacion,"s/ declarar de interes municipal el ""registro nacional de barrios populares en proceso de integracion urbana"".-"
524-HCD-2019,2019,pro san isidro - cambiemos,comunicacion,el h.c.d. felicita a los jovenes federados del equipo de natacion de la municipalidad de san isidro y a sus entrenadores por su desempeno y logros obtenidos en el campeonato provincial de natacion.-
525-HCD-2019,2019,pro san isidro - cambiemos,resolucion,el h.cd. exhorta a las autoridades y organismos nacionales e internacionales y paises linderos del mercosur para que agoten todas las instancias de negociacion para prevenir un recrudecimiento de acciones antidemocraticas.-
526-HCD-2019,2019,convocacion por san isidro,comunicacion,s/ realizar diversas obras de repavirnentacion en la ciudad de boulogne.-
537-HCD-2019,2019,unidad ciudadana,resolucion,"el h.c.d. declara de interes cultural y municipal el espectaculo ""de fuego y arena"".-"
540-HCD-2019,2019,unidad ciudadana,resolucion,el h.c.d. de san isidro expresa su beneplacito al vi congreso nacional de salud que se realizara el 21 de diciembre de 2019.-
15-HCD-2020,2020,frente. de todos,ordenanza,"creando la ""mesa municipal contra el hambre en san isidro"".-"
17-HCD-2020,2020,unidad ciudadana,comunicacion,s/ un informe relacionado a los gastos realizados en el ano 2019 en el ambito educativo.-
278-HCD-2020,2020,frente de todos,resoluoon,el r.c.d. expresa su repudio por la actitud de sectores de la oposicion en el congreso de la nacion.-
286-HCD-2020,2020,frente de todos,comunicacion,"si informes relacionados a la aplicacion del protocolo de seguridad ante concentraciones de vecinos y vecinas, en el distrito.-"
287-HCD-2020,2020,frente de todos,comunicacion,si realizar las acciones que correspondan para firmar el convenio de adhesion al programa comunidades sin violencia. fortalecimiento de la gestion municipal contra la violencia de genero.-
289-HCD-2020,2020,frente de todos,comunlcacion,"si informes relacionados al cupo laboral de personas travestis, transexuales y transgenero.-"
300-HCD-2020,2020,frente de todos,comunicacion,"si suscribir con el ministerio de la mujeres, genero y diversidad convenios para constituirse como unidades de ingreso y acompanamiento del programa"" acompanar"".-"
302-HCD-2020,2020,frente de todos -lc,resolucion,el h.c.d expresa su repudio y preocupacion ante la manifestacion de algunos efectivos de la policia de la pcia. de buenos aires .-
304-HCD-2020,2020,frente de todos- lc,comunicacion,s/ se lleven a cabo diversas medidas para fomentar la actividad gastronomica en el distrito.-
305-HCD-2020,2020,frente de todos- lc,comunicacion,"si informe referente a la situacion en que se encuentra el paseo publico costero, ubicado en la calle pacheco y el rio, de la ciudad de martinez.-"
306-HCD-2020,2020,frente de todos,ordenanza,creando la mesa local multisectorial para la erradicacion del trabajo infantil.-
354-HCD-2020,2020,frente de todos-lc,comunicacion,"si un informe referente al contrato, acuerdo o convenio firmado con la empresa nipear.com.-"
355-HCD-2020,2020,frente de todos-lc,ordenanza,creando el hospital veterinario publico y gratuito en el municipio de san isidro.-
358-HCD-2020,2020,frente de todos- lc,resolucion,"el h.cd. expresa su reconocimiento a la vecina marilina gimenez, por la labor realizada al llevar adelante la direccion del documental ""una banda de chicas"".-"
359-HCD-2020,2020,frente de todos- lc,comunicacion,si informes relacionados con el arroyo pavon y gauto.-
360-HCD-2020,2020,frente de todos- lc,resolucion,el h.cd. solicita la adhesion a la ley provincial nº 15.192.-
362-HCD-2020,2020,union civica radical,resolucion,el hc.d. resuelve colocar en las instalaciones de su edificio un retrato del dr. raul ricardo alfonsin.-
363-HCD-2020,2020,frente de todos,resolucion,"el hc.d. expresa su beneplacito por la medida adoptada por el gobierno de la provincia de buenos aires, consistente en la creacion del ""fondo especial municipal para la reactivacion cultural y artistica"".-"
364-HCD-2020,2020,frente de todos,comunicacion,"si informes relacionados con urbaniz<1ciones en el partido de si1l1 isiel 1""0.- kct~n'nllli~ 19 - explc. nu 36s-hcd-2020.- bloque frente renov ador- frente de todos.-. proyecto de ordenanza- creando el consejo economico, social y "
370-HCD-2020,2020,frente de todos-lc,resolucion,el h.c.d. expresa su beneplacito al cumplirse 40 anos del otorgamiento del premio nobel de la paz al sr. adolfo perez esquivel.-
376-HCD-2020,2020,convocacion por san isidro,comunicacion,"si realizar un relevamiento de las luminarias comprendidas por el triangulo que forman la av. de mayo y las calle paran a y jose maria moreno, de la ciudad de villa l\delina.-"
383-HCD-2020,2020,frente de todos- lc,comunicacion,"s/ informes relacionados con la recoleccion de residuos en las inmediaciones del arroyo pavon y gauto, de este partido.-"
385-HCD-2020,2020,frente de todos-lc,resolucion,"el h.c.d. expresa su beneplacito a la campana ""10 dias, 10 . discursos, 10 anos"", para recordar al:ex presidente nestor kirchner.-"
386-HCD-2020,2020,frente de todos-lc,resolucion,el h.c.d. expresa su beneplacito al estado plurinacional de bolivia por el acto eleccionario del d:la08 de octubre del 2020.-
387-HCD-2020,2020,frente de todos-lc,resolucion,el h.c.d. repudia el hostigamiento sistematico hacia la figura de la vicepresidente de la argentina.-
388-HCD-2020,2020,frente. de todos-lc,comunicacion,"s/ un informe relacionado con trabajos de obra publica con fondos de los estados nacionales, provinciales y municipales.-"
389-HCD-2020,2020,frente de todos,resolucion,el h.c.d. expresa su beneplacito al programa acomp anar.-
390-HCD-2020,2020,frente de todos,resolucion,el h.c.d. expresa sil sentido homenaje al ex presidente nestor carlos kirchner.-
391-HCD-2020,2020,frente de todos,ordenanza,"imponiendo el nombre del presidente nestor kirchner al paso bajo nivel ubicado en la av. centenario, entre los distritos de san isidro y san fernando.-"
392-HCD-2020,2020,frente de todos,ordenanza,"imponiendo el nombre av. presidente nestor kirchner a la calle bernardo de irigoyen en el tramo comprendido desde la av. cno. real moron san fernando y la autopista panamericana, de este partido.-"
395-HCD-2020,2020,frente de todos,ordenanza,implementando en el arroyo pavon un sector de amarre de uso publico para embarcaciones pequenas.-
396-HCD-2020,2020,frente de todos,ordenanza,habilitando el uso de las aguas del rio de forma recreativa y realizar todo deporte acuatico que no utilice veruculos motorizados.-
397-HCD-2020,2020,frente de todos,ordenanza,"creando el ""programa estudiantes contra la violencia de genero"".-"
398-HCD-2020,2020,frente de todos,ordenanza,"imponiendo el nombre ""presidente dr. nestor carlos kirchner"", al jardin de infantes n"" 6, de la ciudad de beccar.-"
412-HCD-2020,2020,frente de todos-lc,comunicacion,"si la instalacion de reductores de velocidad en la calle junin, entre las calles cazon y segurola, ele la ciudad de boulogne.-"
416-HCD-2020,2020,frente de todos,ordenanza,adhiriendo al programa gobernanza ambiental.-
417-HCD-2020,2020,frente de todos,resolucion,"declarando de interes educativo al ""plan fines"".-"
418-HCD-2020,2020,frente de todos- le,ordenanza,"creando el ""programa de folklore adaptado"".-"
421-HCD-2020,2020,frente de todos,ordenanza,"creando el programa ""yo mama"".-"
422-HCD-2020,2020,frente de todos,ordenanza,creando la institucion defensoria de la persona mayor.-
426-HCD-2020,2020,convocacion por san sidro,comunlcacion,s/ la instalacion de camaras de seguridad en diversas calles del partido.-
430-HCD-2020,2020,frente de todos,resolucion,el honorable concejo deliberante expresa su beneplacito frente al decreto nº 833/2020 que reglamenta la ley nº 27.350.-
432-HCD-2020,2020,frente de todos,ordenanza,autorizando al departamento ejecutivo a realizar un llamado a licitacion de aparatos desfibriladores externos automaticos.-
437-HCD-2020,2020,frente de todos,comunlcacion,"el honorable concejo deliberante expresa su hondo pesar por la partida de nair amuedo, madre de plaza de mayo- linea fundadora.-"
438-HCD-2020,2020,frente de todos- le,resolucion,el honorable concejo deliberante expresa su beneplacito a la reglamentacion de la ley nq27.350.-
440-HCD-2020,2020,frente de todos- le,comunicacion,si informes relacionados con el servicio de wifi en los barrios vulnerables del distrito.-
441-HCD-2020,2020,frente de todos- lc,ordenanza,"modificando en todo su recorrido el nombre del pasaje 1, de la ciudad de beccar.-"
58-HCD-2021,2021,frente de todos-lc,comunicacion,"s/ establecer en las pantallas luminosas del municipio, la exhibicion de textos e imagenes en conmemoracion al ""dia de la memoria""; durante la jornada del 24 de marzo del corriente ano.-"
61-HCD-2021,2021,frente de todos,comunicacion,"el hc.d. manifiesta su beneplacito por el programa i provincial"" a 45 anos del golpe plantamos memoria con raices bonaerenses"".-"
62-HCD-2021,2021,frente de todos,comunicacion,s/ informe sobre los centros familiares de aprendizaje.-
63-HCD-2021,2021,frente de todos,ordenanza,regularizando el reparto a domicilio de sustancias alimenticias'y mensajeria.-
65-HCD-2021,2021,frente de todos-lc,resolucion,"el h.c.d. veria con agrado que el departamento ejecutivo dec1ar,e de interes municipal la campana "",a 45 anos del golpe genocida, plantamo:s memoria"".-"
66-HCD-2021,2021,frente de todos-lc,resolucion,"el h.cd. felicita a la medica cirujana, concejal y vecina de la ciudad de boulogne susana guidi rojo, por su incesante labor ante la pandemul covid-19.-"
69-HCD-2021,2021,convocacion por san isidro,comunicacion,s/informe sobre la instalacion de una antena en el predio del club atletico san isidro.-
70-HCD-2021,2021,convocacion por san isidro,comunicacion,s/ reabrir la casa de la cultura que se encuentra en la localidad de acassuso.-
85-HCD-2021,2021,frente de todos-lc,odenanza,"declarando la feria artesanal de san isidro como ""patrimonio cultural de san isidro"" ,-"
86-HCD-2021,2021,frente de todos-lc,odenanza,"eximiendo de la tasa de alumbrado, barrido, limpieza y servicios generales al colectivo de personas trasplantadas del distrito,-"
87-HCD-2021,2021,frente de todos-lc,resolucion,el h.cd. manifiesta su repudio ante los hechos ocurridos e127 de febrero de 2021 en la plaza de mayo.-
94-HCD-2021,2021,frente de todos-le,resolucion,el h.e.d. manifiesta su repudio por el hecho vandalico que sufrio una placa que homa la memoria de los desaparecidos en nuestro distrito.-
97-HCD-2021,2021,frente de todos-le,resolucion,"el h.cd. expresa su repudio a los hechos ocurridos el dia 18 de marzo del corriente ano, en la escuela primaria nº 5, de la ciudad de beccar.-"
98-HCD-2021,2021,frente de todos-le,comunicacion,"s/ informes relacionados con los hechos ocurridos el dia 18 de marzo del corriente ano en la escuela primaria n° 5, de la ciudad de beccar.-"
99-HCD-2021,2021,frente de todos-le,comunicacion,"s/ la reparacion de la vereda sita en la calle alsina, entre las calles haedo y gral. paz, de la ciudad de san isidro.-"
108-HCD-2021,2021,frente de todos-lc,comunicacion,"s/ informes relacionados a la prohibicion y/o circulacion de personas con carros para la recoleccion de residuos solidos,-"
110-HCD-2021,2021,frente de todos,comunicacion,s/ un informe relacionado con el programa de capacitacion de promotoras y promotores territoriales en genero.-
113-HCD-2021,2021,frente de todos-lc,resolucion,el h.cd. expresa su energico repudio y preocupacion ante la agresion sufrida por el presidente de la nacion alberto fernandez en la pcia. de chubut.-
114-HCD-2021,2021,frente de todos,resolucion,"el h.cd. repudia las declaraciones del sr. intendente de san isidro en el programa ""buenos dias america"".-"
115-HCD-2021,2021,frente de todos,ordenanza,"creando en el umbito del municipio de san isidro la ""escuela municipal de manejo"".-"
129-HCD-2021,2021,frente de todos- lc,comunicacion,"s/ realizar un estudio de factibilidad para la instalacion de un semaforo con tiempo para peatones en la interseccion de la av. bernardo ader y la calle gorriti, de la ciudad de boulogne.-"
133-HCD-2021,2021,frente de todos,ordenanza,"imponiendo ""malvinas argentinas"" como nombre oficial a la plaza que se encuentra ubicada en la calle neuquen, entre el pasaje granaderos y la calle gobernador udaondo, de la ciudad de beccar.-"
134-HCD-2021,2021,frente de todos,comunicacion,s/ un informe referente a los monopatines electricos de la empresa grin.-
135-HCD-2021,2021,frente de todos,comunicacion,s/ al d.e. dar respuesta a lo solicitado en la comunicacion n° 40/2020.-
136-HCD-2021,2021,frente de todos,comunicacion,s/ al d.e. dar respuesta a lo solicitado en la comunicacion nº 57/2020.-
145-HCD-2021,2021,frente de todos,comunicacion,si dar pronta solucion al reclamo nº 888566.-
147-HCD-2021,2021,frente de todos,decreto,protocolo de funcionamiento durante la pandemia covid-19.-
148-HCD-2021,2021,frente de todos,comunicacion,si el libre <2stacionamiento en zonas donde rige el estacionamiento medido por parquimetros.-
151-HCD-2021,2021,convocacion por san isidro,resolucion,el hcd. expresa su reconocimiento a la casa que habito carlos sacheri.-
159-HCD-2021,2021,frente de todos.-l.c,comunicacion,si arbitrar los medios necesarios para la reglamentacion de la practica de kitesurf.-
160-HCD-2021,2021,frente de todos.-l.c,ordenanza,"declarando espacio protegido de interes municipal el predio denominado ""espacio fuera de tiempo"".-"
161-HCD-2021,2021,frente de todos.-l.c,comunicacion,"si informe de por que razon no hay presencia policial en la interseccion de la calle int. tomkinson, desde la av. rolon hasta la calle bergallo, de la ciudad de beccar.-"
162-HCD-2021,2021,"frente de todos,-l.e",comunicacion,si autorizar la celebracion del inti raymi.-
163-HCD-2021,2021,frente de todos.-l.c,ordenanza,"modificando en todo su recorrido el nombre del pasaje 2 por el de eduarlo ""lalo"" barrios.-"
164-HCD-2021,2021,frente de todos.-l.e,comunicacion,si arbitrar las medidas necesarias para garantizar la medicacion de enfermedades oportunistas para pacientes con vih.-
165-HCD-2021,2021,convocacion por san isidro,comunicacion,"si la puesta en valor del espacio publico ubicado en emilio zola nº 2251, entre las calles padre acevedo, gral. guido y ernesto de las carreras, de la ciudad de beccar.-"
166-HCD-2021,2021,frente de todos - lc,resolucion,"el h.cd veria con agrado que el d.e gestione junto a la agencia federal de ingresos publicos (a.f.i.p) y al instituto de la vivienda, los titulos de propiedad para los vecinos y vecinas de los barrios santa rosa y la esperanza, de"
167-HCD-2021,2021,frente de todos - lc,ordenanza,"declarando ""bosque de la memoria"" a la plantacion de treinta arboles nativos en el predio denominado ""ex golf de villa adelina"".-"
169-HCD-2021,2021,frente de todos- lc,comunicacion,"s/ un informe relacionado con lo acontecido en el barrio del puerto del bajo de san isidro, el dia 15 de abril del corriente ano.-"
177-HCD-2021,2021,frente de todos.,ordenanza,estableciendo la ampliacion de los servicios de wifi gratuitos garantizando el acceso al mismo a las comunidades educativas.-
179-HCD-2021,2021,frente de todos.,comunicacion,si un informe relacionado a la transferencia de fondos desde la direccion provincial de coordinacion municipal y programas de desarrollo dependiente de la subsecretaria de coordinacion economica y estadistica de la pcia. de bs. as
180-HCD-2021,2021,frente de todos.,comunicacion,si un informe relacionado con el personal de salud de los hospitales municipales del distrito
183-HCD-2021,2021,frente de todos.,comunicacion,"si la puesta en valor del busto de eva peron, ubicado en la estacion de tren de la ciudad de boulogne.-"
184-HCD-2021,2021,frente de todos.,comunicacion,si informes sobre los centros de aislamiento.-
185-HCD-2021,2021,frente de todos.,resolucion,el h.c.d. expresa su beneplacito por el inicio de juicio politico de los dres. juan facundo gomez ursa y pablo vinas.-
186-HCD-2021,2021,frente de todos.,resolucion,"el h.c.d. expresa su preocupacion por la desaparicion de tehuel de la torre, el pasado 11 de marzo de~2021.-"
198-HCD-2021,2021,frente de todos,comunicacion,"s/ al d~partamento ejecutivo que adhiera al decreto n° i 01/2021, promulgado por el gobierno de la provincia de buenos aires.-"
213-HCD-2021,2021,frente de todos-le,comunicacion,"s/ un informe del bloqueo vehicular en las intersecciones de la colectora acceso oeste y la calle zorzal, y colectora acceso oeste y la calle pablo a. abriata, de es~e partido.-"
214-HCD-2021,2021,frente de todos- le,comunicacion,"s/ que el d.e. declare de interes municipal el programa ""futuro memoria"".-"
215-HCD-2021,2021,frente de todos,resolucion,"declarando de lnteres el ""registro provincial de pequenas unidades productivas de alimentos artesanales (pupaas).-"
226-HCD-2021,2021,frente de todos,comunicacion,el h.cd. expresa su repudio frente al atentado con explosivos ocurrido en una unidad basica del partido de bahia blanca.-
227-HCD-2021,2021,frente de todos,comunicacion,"s/ la reparacion de la vereda de la calle asuncion al 2054, de la ciudad de martinez.-"
228-HCD-2021,2021,frente de todos,comunicacion,"s/ el mejoramiento de la av. amancio alcorta, entre las calles los platanos y luis maria drago, de la ciudad de villa adelina.-"
229-HCD-2021,2021,frente de todos,comunicacion,"el h.c.d. expresa su beneplacito por el anuncio realizado por el presidente de la nacion, publicado en el d.n.u. nº 287/2021.-"
230-HCD-2021,2021,frente de todos,ordenanza,"modificando el sentido de circulacion vehicular de la calle gral guido, entre las avenidas a. rolon y sucre, de este partido.-"
231-HCD-2021,2021,frente de todos,comunicacion,"s/ se refuerce el patrullaje e instalacion de camaras de seguridad en la calle j. diaz, en las calles m. curie y l. onelli, de este partido.-"
232-HCD-2021,2021,frente de todos,comunicacion,s/ la puesta en valor de la plaza ubicada en la calle wilde y las vias del ferrocarril belgrano norte.-
233-HCD-2021,2021,frente de todos,comunicacion,s/ diversos informes relacionados a la ordenanza nº 9025 y la ordenanza gral 38.-
234-HCD-2021,2021,frente de todos,comunicacion,"s/ que los titulares de inmuebles cuyo desarrollo sea • compatible con las figuras de club de campo y/o barrio cerrado, queden debidamente empadronadas.-"
235-HCD-2021,2021,frente de todos,resolucion,el h.c.d. expresa su reconocimiento y homenaje al dr. alfredo rossi por su labor y compromiso.-
236-HCD-2021,2021,frente de todos,ordenanza,"declarando el o.ia 28 de mayo como ""dia de la gestion menstrual"" .-"
237-HCD-2021,2021,frente de todos,resolucion,"el h. c. d. expresa su beneplacito por la creacion del programa de fortalecimiento de acceso a derechos para personas travestis, transexuales y transgenero del ministerio de las mujeres, generos y oiversidad de la nacion.-"
238-HCD-2021,2021,frente de todos,resolucion,"el h. c. d. expresa su beneplacito por la publicacion del ""protocolo para la atencion integral de las personas con derecho a la interrupcion voluntaria del embarazo"".-"
288-HCD-2021,2021,frente de todos,ordenanza,"declarando como sitio de interes historico y/o cultural qel distrito de san isidro, a la pizzeria ""las tercetas"", de la ciudad de martinez.-"
291-HCD-2021,2021,frente de todos,comunicacion,"s/ arbih'ar los medios necesarios para la aplicacion del ""programa nacional de reparacion de derechos y de fortalecimiento de las competencias laborales para las afectadas/os por los delitos de trata y explotacion de personas'~.-"
296-HCD-2021,2021,frente de todos,comunicacion,s/ un informe detallando informacion relacionada a las obras de la plaza mitre de la ciudad de san isidro.-
297-HCD-2021,2021,frente de todos,resolucion,el h.c.d de san isidro expresa su mas energico repudio ante la visita del gobernador de la provincia de jujuy.-
298-HCD-2021,2021,frente de todos,comunicacion,"s/ la poela de los arboles que se encuentran ubicados en.la calle san jose al 900, de la ciudad de beccar.-"
299-HCD-2021,2021,convocacion por san isidro,comunicacion,s/ se proceda a solucionar diversos reclamos relacionados con el cuidado y mantenimiento de arboles.-
300-HCD-2021,2021,convocacion por san isidro,comunicacion,s/ elaborar un programa recreativo de revinculacion social en establecimientos que el municipio disponga.-
301-HCD-2021,2021,frente de todos,resolucion,"el h.cd de:san isidro expresa su beneplacito por la creacion del ""programa nacional de reparacion de derechos y de fortalecimiento de las competencias laborales para las afectadas/os por los delitos de trata y explotacion de perso"
306-HCD-2021,2021,"frente de todos,",ordenanza,"adhiriendo a la ley n° 14,226 la cual creo la comision mixta de salud y seguridad en el empleo publico (comisasep).-"
309-HCD-2021,2021,"frente de todos,",resolucion,"el h.cd.nanifiesta su adhesion a la ley nacional n° 26,877, asi como tambien a la ley frovincial n° 14.581.-"
312-HCD-2021,2021,frente de todos,comunicacion,"s/ b. colocacion de luminarias y/o presencia patrullas municipales para la seguridad de los vecinos que transitan diariamente la . escalera ubicada en el ""m,irador los paraisos"".- •"
324-HCD-2021,2021,convocacion por san isidro,comunicacion,si trabajos de mantenimiento para retomar el funcionamiento completo y normal de la actividad tenistica en el campo de deportes municipal n° 6.-
327-HCD-2021,2021,frente de todos,ordenanaza,"creando la(,:tarios y/o ""espacios amigos de la lactancia materna"" .-"
328-HCD-2021,2021,frente de todos,ordenanaza,ordenando la senalizacion del banco itau como lugar donde tuvo inicio un hecho de violencia instituciona1.-
330-HCD-2021,2021,frente de todos,resolucion,el h.cd de san isidro manifiesta su beneplacito por la reglamentacion de la ley de zonas frias.-
443-HCD-2021,2021,frente de todos,comunicacion,si la colocacion de luminarias en diversas calles de la ciudad de beccar.-
444-HCD-2021,2021,frente de todos,comunicacion,si un informe detallando el funcionamiento del area de salud mental del hospital central de san isidro.-
445-HCD-2021,2021,frente de todos,comunicacion,"si la instalacion de juegos infantiles inclusivos en el boulevard sito en la calle alto peru, entre las calles gervasio posadas e intendente neyer, de la ciudad de beccar.-"
447-HCD-2021,2021,frente de todos,comunicacion,"si el relevarniento, inspeccion y extraccion de arboles ubicados en diversas zonas de la ciudad de beccar.-"
448-HCD-2021,2021,frente de todos,comunicacion,"si la puesta en valor del sumidero ubicado en la interseccion de las calles ge:rvasio posadas y alto peru, de la ciudad de beccar.-"
449-HCD-2021,2021,frente de todos,comunicacion,"si realizar una campana de concientizacion sobre la importancia socioeconornica y ambiental del uso de los trenes, con el objetivo de impulsar su uso.-"
450-HCD-2021,2021,frente de todos,comunicacion,"si la instalacion de un semaforo, con tiempo para peatones, en la interseccion de las calles virrey vertiz y ribera, de este partido.-"
451-HCD-2021,2021,frente de todos,comunicacion,"si el arreglo de la cinta asfaltica en la calle riobamba, entre las calles alto peru y esnaola, de la ciudad de beccar.-"
452-HCD-2021,2021,frente de todos,comunicacion,si un informe relacionado a personas privadas de su libertad trasladadas por el servicio penitenciario al hospital central de san isidro.-
455-HCD-2021,2021,frente de todos,comunicacion,"si tornar las medidas necesarias para mejorar la infraestructura general del barrio uruguay, de este partido.-"
