anio,tipo,familia,concepto_en_la_fuente,nivel,monto_nominal,monto_constante_dic2025,dataset,fuente
2021,presupuestado,presupuesto_gastos_por_objeto,servicios_no_personales,componente,10180121500.00,209854226873.35,data/presupuesto_historico_2010_2026.csv,informe_arsi_presupuesto_2021.pdf
2021,presupuestado,presupuesto_gastos_por_objeto,transferencias,componente,1083719000.00,22339911453.21,data/presupuesto_historico_2010_2026.csv,informe_arsi_presupuesto_2021.pdf
2022,ejecutado,gastos_caracter,Aplicaciones financieras,componente,1275044011.01,15233851592.63,SanIsidro_datos_fiscales/DATOS_SanIsidro_2014-2022.csv,Rendicion MSI 2022 (OCR)
2022,ejecutado,gastos_caracter,Gastos corrientes,componente,28698450217.66,342880659631.49,SanIsidro_datos_fiscales/DATOS_SanIsidro_2014-2022.csv,Rendicion MSI 2022 (OCR)
2022,ejecutado,gastos_caracter,Gastos de capital,componente,3306883640.16,39509675096.15,SanIsidro_datos_fiscales/DATOS_SanIsidro_2014-2022.csv,Rendicion MSI 2022 (OCR)
2022,ejecutado,gastos_objeto,Bienes de consumo,componente,2694748161.75,32196060074.11,SanIsidro_datos_fiscales/DATOS_SanIsidro_2014-2022.csv,Rendicion MSI 2022 (OCR)
2022,ejecutado,gastos_objeto,Bienes de uso,componente,3299327314.44,39419394334.38,SanIsidro_datos_fiscales/DATOS_SanIsidro_2014-2022.csv,Rendicion MSI 2022 (OCR)
2022,ejecutado,gastos_objeto,Recursos humanos (personal),componente,12207707299.81,145854103611.88,SanIsidro_datos_fiscales/DATOS_SanIsidro_2014-2022.csv,Rendicion MSI 2022 (OCR)
2022,ejecutado,gastos_objeto,Servicio de la deuda y disminucion de otros pasivos,componente,1275044011.01,15233851592.63,SanIsidro_datos_fiscales/DATOS_SanIsidro_2014-2022.csv,Rendicion MSI 2022 (OCR)
2022,ejecutado,gastos_objeto,Servicios no personales,componente,12830634554.43,153296655608.48,SanIsidro_datos_fiscales/DATOS_SanIsidro_2014-2022.csv,Rendicion MSI 2022 (OCR)
2022,ejecutado,gastos_objeto,Transferencias,componente,972916527.39,11624121098.80,SanIsidro_datos_fiscales/DATOS_SanIsidro_2014-2022.csv,Rendicion MSI 2022 (OCR)
2022,ejecutado,gastos_total,Gastos con imputacion al presupuesto,total,33280377868.83,397624186320.27,SanIsidro_datos_fiscales/DATOS_SanIsidro_2014-2022.csv,Fallo HTC 3-109.0-2022 + Rendicion MSI
2024,ejecutado,gastos_por_objeto_devengado,1 GASTOS EN PERSONAL,componente,76545060506.18,122515459586.66,data/ejecucion_gastos_objeto.csv,2024_iv_gastos_por_objeto_-_anual.pdf
2024,ejecutado,gastos_por_objeto_devengado,2 BIENES DE CONSUMO,componente,17749966900.97,28410002397.80,data/ejecucion_gastos_objeto.csv,2024_iv_gastos_por_objeto_-_anual.pdf
2024,ejecutado,gastos_por_objeto_devengado,3 SERVICIOS NO PERSONALES,componente,76494770707.49,122434967419.59,data/ejecucion_gastos_objeto.csv,2024_iv_gastos_por_objeto_-_anual.pdf
2024,ejecutado,gastos_por_objeto_devengado,4 BIENES DE USO,componente,12017661992.18,19235067193.01,data/ejecucion_gastos_objeto.csv,2024_iv_gastos_por_objeto_-_anual.pdf
2024,ejecutado,gastos_por_objeto_devengado,5 TRANSFERENCIAS,componente,5062250492.78,8102468553.35,data/ejecucion_gastos_objeto.csv,2024_iv_gastos_por_objeto_-_anual.pdf
2024,ejecutado,gastos_por_objeto_devengado,7 SERVICIO DE LA DEUDA Y DISMINUCION DE OTROS PASIVOS,componente,7702833847.62,12328897811.57,data/ejecucion_gastos_objeto.csv,2024_iv_gastos_por_objeto_-_anual.pdf
2024,presupuestado,presupuesto_gastos_por_objeto,bienes_de_consumo,componente,14660846625.00,23472675038.11,data/presupuesto_historico_2010_2026.csv,2024_presupuesto_de_recursos_y_gastos_por_rubro_y_objeto.pdf
2024,presupuestado,presupuesto_gastos_por_objeto,bienes_de_uso,componente,8795950330.10,14082712208.30,data/presupuesto_historico_2010_2026.csv,2024_presupuesto_de_recursos_y_gastos_por_rubro_y_objeto.pdf
2024,presupuestado,presupuesto_gastos_por_objeto,gastos_en_personal,componente,65806703756.03,105359493357.01,data/presupuesto_historico_2010_2026.csv,2024_presupuesto_de_recursos_y_gastos_por_rubro_y_objeto.pdf
2024,presupuestado,presupuesto_gastos_por_objeto,servicio_de_la_deuda,componente,6634161493.00,10621591021.22,data/presupuesto_historico_2010_2026.csv,2024_presupuesto_de_recursos_y_gastos_por_rubro_y_objeto.pdf
2024,presupuestado,presupuesto_gastos_por_objeto,servicios_no_personales,componente,55280183253.00,88506060443.50,data/presupuesto_historico_2010_2026.csv,2024_presupuesto_de_recursos_y_gastos_por_rubro_y_objeto.pdf
2024,presupuestado,presupuesto_gastos_por_objeto,transferencias,componente,4793320209.87,7674321307.48,data/presupuesto_historico_2010_2026.csv,2024_presupuesto_de_recursos_y_gastos_por_rubro_y_objeto.pdf
2025,ejecutado,gastos_por_objeto_devengado,1 GASTOS EN PERSONAL,componente,111589523524.90,125893878790.26,data/ejecucion_gastos_objeto.csv,2025_iv_gastos_por_objeto.pdf
2025,ejecutado,gastos_por_objeto_devengado,2 BIENES DE CONSUMO,componente,22096325434.19,24928792847.67,data/ejecucion_gastos_objeto.csv,2025_iv_gastos_por_objeto.pdf
2025,ejecutado,gastos_por_objeto_devengado,3 SERVICIOS NO PERSONALES,componente,110490801688.94,124654314812.65,data/ejecucion_gastos_objeto.csv,2025_iv_gastos_por_objeto.pdf
2025,ejecutado,gastos_por_objeto_devengado,4 BIENES DE USO,componente,57815709350.26,65226946716.83,data/ejecucion_gastos_objeto.csv,2025_iv_gastos_por_objeto.pdf
2025,ejecutado,gastos_por_objeto_devengado,5 TRANSFERENCIAS,componente,7243469982.26,8171990552.18,data/ejecucion_gastos_objeto.csv,2025_iv_gastos_por_objeto.pdf
2025,ejecutado,gastos_por_objeto_devengado,6 ACTIVOS FINANCIEROS,componente,170095389.11,191899450.98,data/ejecucion_gastos_objeto.csv,2025_iv_gastos_por_objeto.pdf
2025,ejecutado,gastos_por_objeto_devengado,7 SERVICIO DE LA DEUDA Y DISMINUCION DE OTROS PASIVOS,componente,14898030035.79,16807767685.48,data/ejecucion_gastos_objeto.csv,2025_iv_gastos_por_objeto.pdf
2025,presupuestado,presupuesto_gastos_por_objeto,bienes_de_consumo,componente,17057360033.00,19243644852.98,data/presupuesto_historico_2010_2026.csv,presupuesto_2025_msi.pdf
2025,presupuestado,presupuesto_gastos_por_objeto,bienes_de_uso,componente,52796213849.00,59563237624.49,data/presupuesto_historico_2010_2026.csv,presupuesto_2025_msi.pdf
2025,presupuestado,presupuesto_gastos_por_objeto,gastos_en_personal,componente,97684606849.00,110205089074.05,data/presupuesto_historico_2010_2026.csv,presupuesto_2025_msi.pdf
2025,presupuestado,presupuesto_gastos_por_objeto,servicio_de_la_deuda,componente,3950000000.00,4456281454.00,data/presupuesto_historico_2010_2026.csv,presupuesto_2025_msi.pdf
2025,presupuestado,presupuesto_gastos_por_objeto,servicios_no_personales,componente,89703662679.00,101201207177.80,data/presupuesto_historico_2010_2026.csv,presupuesto_2025_msi.pdf
2025,presupuestado,presupuesto_gastos_por_objeto,transferencias,componente,6518689424.00,7354206274.57,data/presupuesto_historico_2010_2026.csv,presupuesto_2025_msi.pdf
