anio,trimestre,periodo_desde,periodo_hasta,periodo_tipo,nivel,finalidad_codigo,finalidad,funcion_codigo,funcion,credito_aprobado,modificaciones,credito_vigente,devengado,pagado,fuente
2026,I,1/1/2026,4/5/2026,acumulado_parcial,funcion,2,SERVICIOS DE SEGURIDAD,2.1,SEGURIDAD INTERNA,29728727754.00,,29728727754.00,14160318310.95,12542250264.71,2026_i_gastos_por_fyf.pdf
2026,I,1/1/2026,4/5/2026,acumulado_parcial,finalidad,2,SERVICIOS DE SEGURIDAD,,,29728727754.00,,29728727754.00,14160318310.95,12542250264.71,2026_i_gastos_por_fyf.pdf
2026,I,1/1/2026,4/5/2026,acumulado_parcial,funcion,3,SERVICIOS SOCIALES,3.1,SALUD,84025961929.00,23616774.20,84049578703.20,38223053253.60,34742166462.86,2026_i_gastos_por_fyf.pdf
2026,I,1/1/2026,4/5/2026,acumulado_parcial,funcion,3,SERVICIOS SOCIALES,3.2,PROMOCION Y ASISTENCIA SOCIAL,6871313803.00,,6871313803.00,2937805194.64,2543906890.96,2026_i_gastos_por_fyf.pdf
2026,I,1/1/2026,4/5/2026,acumulado_parcial,funcion,3,SERVICIOS SOCIALES,3.4,EDUCACION Y CULTURAL,14224628518.00,,14224628518.00,5496002845.08,5155143904.43,2026_i_gastos_por_fyf.pdf
2026,I,1/1/2026,4/5/2026,acumulado_parcial,funcion,3,SERVICIOS SOCIALES,3.5,CIENCIA Y TECNICA,7062820021.00,,7062820021.00,3666677320.27,3164255352.44,2026_i_gastos_por_fyf.pdf
2026,I,1/1/2026,4/5/2026,acumulado_parcial,funcion,3,SERVICIOS SOCIALES,3.6,TRABAJO,89596717.00,,89596717.00,7114312.00,6814312.00,2026_i_gastos_por_fyf.pdf
2026,I,1/1/2026,4/5/2026,acumulado_parcial,funcion,3,SERVICIOS SOCIALES,3.7,VIVIENDA,12305984022.00,,12305984022.00,4025188963.19,3835521082.69,2026_i_gastos_por_fyf.pdf
2026,I,1/1/2026,4/5/2026,acumulado_parcial,funcion,3,SERVICIOS SOCIALES,3.8,AGUA POTABLE Y ALCANTARILLADO,3295103663.00,200504356.56,3495608019.56,1812046252.92,1088687057.33,2026_i_gastos_por_fyf.pdf
2026,I,1/1/2026,4/5/2026,acumulado_parcial,funcion,3,SERVICIOS SOCIALES,3.9,URBANISMO,80756292737.00,244727080.02,81001019817.02,35333701949.59,29184057640.52,2026_i_gastos_por_fyf.pdf
2026,I,1/1/2026,4/5/2026,acumulado_parcial,finalidad,3,SERVICIOS SOCIALES,,,208631701410.00,468848210.78,209100549620.78,91501590091.29,79720552703.23,2026_i_gastos_por_fyf.pdf
2026,I,1/1/2026,4/5/2026,acumulado_parcial,funcion,4,SERVICIOS ECONOMICOS,4.2,COMUNICACIONES,2379167834.00,,2379167834.00,812965059.53,729308902.24,2026_i_gastos_por_fyf.pdf
2026,I,1/1/2026,4/5/2026,acumulado_parcial,funcion,4,SERVICIOS ECONOMICOS,4.3,TRANSPORTE,27216968668.00,799495643.44,28016464311.44,11796373691.74,11281690854.12,2026_i_gastos_por_fyf.pdf
2026,I,1/1/2026,4/5/2026,acumulado_parcial,funcion,4,SERVICIOS ECONOMICOS,4.4,ECOLOGIA Y MEDIO AMBIENTE,1764749645.00,,1764749645.00,926351120.91,913607962.03,2026_i_gastos_por_fyf.pdf
2026,I,1/1/2026,4/5/2026,acumulado_parcial,funcion,4,SERVICIOS ECONOMICOS,4.7,"COMERCIO, TURISMO Y OTROS SERVICIOS",2772048861.00,,2772048861.00,1231169899.55,1202928193.29,2026_i_gastos_por_fyf.pdf
2026,I,1/1/2026,4/5/2026,acumulado_parcial,finalidad,4,SERVICIOS ECONOMICOS,,,34132935008.00,799495643.44,34932430651.44,14766859771.73,14127535911.68,2026_i_gastos_por_fyf.pdf
2026,I,1/1/2026,4/5/2026,acumulado_parcial,funcion,5,DEUDA PUBLICA,5.1,SERVICIOS DE LA DEUDA PUBLICA (INTERESES Y GAST,11349231120.00,,11349231120.00,3962273837.09,3962273837.09,2026_i_gastos_por_fyf.pdf
2026,I,1/1/2026,4/5/2026,acumulado_parcial,finalidad,5,DEUDA PUBLICA,,,11349231120.00,,11349231120.00,3962273837.09,3962273837.09,2026_i_gastos_por_fyf.pdf
2026,I,1/1/2026,4/5/2026,acumulado_parcial,funcion,9,A CLASIFICAR,9.1,A CLASIFICAR,1401430173.00,,1401430173.00,,,2026_i_gastos_por_fyf.pdf
2026,I,1/1/2026,4/5/2026,acumulado_parcial,finalidad,9,A CLASIFICAR,,,1401430173.00,,1401430173.00,,,2026_i_gastos_por_fyf.pdf
2026,II,1/4/2026,30/6/2026,trimestre,funcion,1,ADMINISTRACION GUBERNAMENTAL,1.1,LEGISLATIVA,,,,940923592.10,1064988144.39,2026_ii_gastos_por_fyf.pdf
2026,II,1/4/2026,30/6/2026,trimestre,funcion,1,ADMINISTRACION GUBERNAMENTAL,1.2,JUDICIAL,,,,177055354.11,198737884.18,2026_ii_gastos_por_fyf.pdf
2026,II,1/4/2026,30/6/2026,trimestre,funcion,1,ADMINISTRACION GUBERNAMENTAL,1.3,DIRECCION SUPERIOR EJECUTIVA,,253341447.47,253341447.47,6411149828.24,7687110269.75,2026_ii_gastos_por_fyf.pdf
2026,II,1/4/2026,30/6/2026,trimestre,funcion,1,ADMINISTRACION GUBERNAMENTAL,1.5,RELACIONES INTERIORES,,42488000.00,42488000.00,746098210.72,799548360.33,2026_ii_gastos_por_fyf.pdf
2026,II,1/4/2026,30/6/2026,trimestre,funcion,1,ADMINISTRACION GUBERNAMENTAL,1.6,ADMINISTRACION FISCAL,,2317000.00,2317000.00,552820224.37,564908173.48,2026_ii_gastos_por_fyf.pdf
2026,II,1/4/2026,30/6/2026,trimestre,funcion,1,ADMINISTRACION GUBERNAMENTAL,1.7,CONTROL DE LA GESTION PUBLICA,,901000.00,901000.00,66612153.12,67720042.80,2026_ii_gastos_por_fyf.pdf
2026,II,1/4/2026,30/6/2026,trimestre,finalidad,1,ADMINISTRACION GUBERNAMENTAL,,,,299047447.47,299047447.47,8894659362.66,10383012874.93,2026_ii_gastos_por_fyf.pdf
2026,II,1/4/2026,30/6/2026,trimestre,funcion,2,SERVICIOS DE SEGURIDAD,2.1,SEGURIDAD INTERNA,,2864214000.00,2864214000.00,8368162862.10,8781748496.93,2026_ii_gastos_por_fyf.pdf
2026,II,1/4/2026,30/6/2026,trimestre,finalidad,2,SERVICIOS DE SEGURIDAD,,,,2864214000.00,2864214000.00,8368162862.10,8781748496.93,2026_ii_gastos_por_fyf.pdf
2026,II,1/4/2026,30/6/2026,trimestre,funcion,3,SERVICIOS SOCIALES,3.1,SALUD,,78274726.00,78274726.00,20450688533.62,22836244023.69,2026_ii_gastos_por_fyf.pdf
2026,II,1/4/2026,30/6/2026,trimestre,funcion,3,SERVICIOS SOCIALES,3.2,PROMOCION Y ASISTENCIA SOCIAL,,305524018.22,305524018.22,2019971890.02,1811997418.81,2026_ii_gastos_por_fyf.pdf
2026,II,1/4/2026,30/6/2026,trimestre,funcion,3,SERVICIOS SOCIALES,3.4,EDUCACION Y CULTURAL,,851696414.31,851696414.31,2423541075.27,2657646051.40,2026_ii_gastos_por_fyf.pdf
2026,II,1/4/2026,30/6/2026,trimestre,funcion,3,SERVICIOS SOCIALES,3.5,CIENCIA Y TECNICA,,6400000.00,6400000.00,2456591057.75,2260883457.08,2026_ii_gastos_por_fyf.pdf
2026,II,1/4/2026,30/6/2026,trimestre,funcion,3,SERVICIOS SOCIALES,3.6,TRABAJO,,32722581.46,32722581.46,5235714.29,5235714.29,2026_ii_gastos_por_fyf.pdf
2026,II,1/4/2026,30/6/2026,trimestre,funcion,3,SERVICIOS SOCIALES,3.7,VIVIENDA,,453560535.09,453560535.09,2382593714.07,3865281245.49,2026_ii_gastos_por_fyf.pdf
2026,II,1/4/2026,30/6/2026,trimestre,funcion,3,SERVICIOS SOCIALES,3.8,AGUA POTABLE Y ALCANTARILLADO,,219247356.56,219247356.56,2129484893.34,1492097078.92,2026_ii_gastos_por_fyf.pdf
2026,II,1/4/2026,30/6/2026,trimestre,funcion,3,SERVICIOS SOCIALES,3.9,URBANISMO,,399001715.66,399001715.66,17786201926.06,21003448435.56,2026_ii_gastos_por_fyf.pdf
2026,II,1/4/2026,30/6/2026,trimestre,finalidad,3,SERVICIOS SOCIALES,,,,2346427347.30,2346427347.30,49654308804.42,55932833425.24,2026_ii_gastos_por_fyf.pdf
2026,II,1/4/2026,30/6/2026,trimestre,funcion,4,SERVICIOS ECONOMICOS,4.2,COMUNICACIONES,,66219000.00,66219000.00,540566819.96,555104900.37,2026_ii_gastos_por_fyf.pdf
2026,II,1/4/2026,30/6/2026,trimestre,funcion,4,SERVICIOS ECONOMICOS,4.3,TRANSPORTE,,1508785240.33,1508785240.33,2687024608.45,3813026812.13,2026_ii_gastos_por_fyf.pdf
2026,II,1/4/2026,30/6/2026,trimestre,funcion,4,SERVICIOS ECONOMICOS,4.4,ECOLOGIA Y MEDIO AMBIENTE,,11808000.00,11808000.00,516409428.69,546785392.44,2026_ii_gastos_por_fyf.pdf
2026,II,1/4/2026,30/6/2026,trimestre,funcion,4,SERVICIOS ECONOMICOS,4.7,"COMERCIO, TURISMO Y OTROS SERVICIOS",,29421000.00,29421000.00,485926181.85,536224345.83,2026_ii_gastos_por_fyf.pdf
2026,II,1/4/2026,30/6/2026,trimestre,finalidad,4,SERVICIOS ECONOMICOS,,,,1616233240.33,1616233240.33,4229927038.95,5451141450.77,2026_ii_gastos_por_fyf.pdf
2026,II,1/4/2026,30/6/2026,trimestre,funcion,5,DEUDA PUBLICA,5.1,SERVICIOS DE LA DEUDA PUBLICA (INTERESES Y GAST,,-4750969973.64,-4750969973.64,2727162.50,2727162.50,2026_ii_gastos_por_fyf.pdf
2026,II,1/4/2026,30/6/2026,trimestre,finalidad,5,DEUDA PUBLICA,,,,-4750969973.64,-4750969973.64,2727162.50,2727162.50,2026_ii_gastos_por_fyf.pdf
