cca,partida,localidad,superficie_m2,iust,vub,tierra_hoy,tierra_B_igual_recaudacion,tierra_B_mas_7225M,tierra_A,lon,lat
097010A00000000000000000000000010000001000,097014769,San Isidro,314.69,240,4222.29,521955,412772,452875,521955,-58.507716,-34.458264
097010A0000000000000000000000001000000100A,097072729,San Isidro,3834.09,240,4222.29,6359347,5029088,5517691,6359347,-58.507334,-34.458142
097010A00000000000000000000000010000002000,097038679,San Isidro,230.31,240,4222.29,382000,302092,331442,382000,-58.507561,-34.458463
097010A00000000000000000000000010000003000,097038678,San Isidro,233.55,240,4222.29,387374,306342,336105,387374,-58.507651,-34.458513
097010A00000000000000000000000010000004000,097038677,San Isidro,236.94,240,4222.29,392996,310789,340984,392996,-58.507742,-34.458563
097010A00000000000000000000000010000005000,097042617,San Isidro,240.09,240,4222.29,398221,314921,345517,398221,-58.507833,-34.458613
097010A00000000000000000000000010000006000,097042616,San Isidro,243.52,240,4222.29,403910,319420,350453,403910,-58.507923,-34.458663
097010A00000000000000000000000010000007000,097042615,San Isidro,246.51,240,4222.29,408870,323342,354756,408870,-58.508014,-34.458712
097010A00000000000000000000000010000008000,097038676,San Isidro,276.53,240,4222.29,458662,362718,397958,458662,-58.508131,-34.458739
097010A00000000000000000000000010000009000, ,San Isidro,264.28,240,4222.29,438343,346650,380329,438343,-58.508208,-34.458876
097010A00000000000000000000000010000010000, ,San Isidro,186.41,240,4222.29,309186,244510,268265,309186,-58.508284,-34.458782
097010A00000000000000000000000010000011000,097038674,San Isidro,237.02,240,4222.29,393129,310894,341099,393129,-58.508574,-34.458935
097010A0000000000000000000000001000001200A,097051019,San Isidro,584.33,240,4222.29,969189,766452,840917,969189,-58.508551,-34.459072
097010A00000000000000000000000010000014000,097039347,San Isidro,348.87,240,4222.29,578647,457605,502064,578647,-58.508746,-34.459121
097010A00000000000000000000000010000015000,097039357,San Isidro,296.97,240,4222.29,492564,389529,427374,492564,-58.508854,-34.459176
097010A00000000000000000000000010000016000,097039346,San Isidro,281.5,240,4222.29,466905,369237,405110,466905,-58.508956,-34.459215
097010A00000000000000000000000010000017000,097038673,San Isidro,396.63,240,4222.29,657863,520251,570796,657863,-58.509056,-34.459354
097010A00000000000000000000000010000018000,097053445,San Isidro,251.3,240,4222.29,416814,329624,361649,416814,-58.509143,-34.459248
097010A00000000000000000000000010000019000,097037272,San Isidro,267.11,240,4222.29,443037,350362,384402,443037,-58.509303,-34.459145
097010A00000000000000000000000010000020000,097037275,San Isidro,219.42,240,4222.29,363937,287808,315770,363937,-58.509238,-34.45907
097010A00000000000000000000000010000021000,097037273,San Isidro,224.58,240,4222.29,372496,294576,323196,372496,-58.509155,-34.459031
097010A00000000000000000000000010000022000,097038512,San Isidro,229.55,240,4222.29,380739,301095,330349,380739,-58.509037,-34.45903
097010A00000000000000000000000010000023000,097022118,San Isidro,211.93,240,4222.29,351514,277984,304991,351514,-58.508973,-34.458972
097010A0000000000000000000000001000002400A,097161916,San Isidro,221.46,240,4222.29,367321,290484,318706,367321,-58.508881,-34.458949
097010A00000000000000000000000010000025000,097018166,San Isidro,229.53,240,4222.29,380706,301069,330320,380706,-58.508818,-34.458888
097010A00000000000000000000000010000026000,097026435,San Isidro,226.46,240,4222.29,375614,297042,325902,375614,-58.508765,-34.458811
097010A00000000000000000000000010000027000,097037269,San Isidro,234.75,240,4222.29,389364,307916,337832,389364,-58.508646,-34.458816
097010A00000000000000000000000010000028000,097027077,San Isidro,228.8,240,4222.29,379495,300112,329269,379495,-58.508611,-34.458717
097010A00000000000000000000000010000029000,097024787,San Isidro,202.5,240,4222.29,335873,265615,291420,335873,-58.50853,-34.458685
097010A00000000000000000000000010000030000,097020960,San Isidro,245.67,240,4222.29,407476,322240,353547,407476,-58.508437,-34.458664
097010A00000000000000000000000010000031000,097026434,San Isidro,232.48,240,4222.29,385599,304939,334565,385599,-58.50837,-34.458602
097010A00000000000000000000000010000032000,097018817,San Isidro,237.25,240,4222.29,393511,311195,341430,393511,-58.508292,-34.458561
097010A0000000000000000000000001000003300A,097014177,San Isidro,967.76,240,4222.29,1605158,1269389,1392716,1605158,-58.508091,-34.458462
097010A00000000000000000000000010000037000,097042046,San Isidro,234.84,240,4222.29,389513,308034,337961,389513,-58.50786,-34.458402
097010A00000000000000000000000010000038000,097017062,San Isidro,263.6,240,4222.29,437216,345758,379350,437216,-58.507779,-34.45836
097010A00000000000000000000000020000001000,097020893,San Isidro,513.23,240,3726.0,851260,594065,651782,851260,-58.507422,-34.458756
097010A0000000000000000000000002000000100A,097072730,San Isidro,1070.55,240,3726.0,1775649,1239165,1359556,1775649,-58.507155,-34.458659
097010A0000000000000000000000002000000200A,097050876,San Isidro,426.97,240,3726.0,708186,494219,542235,708186,-58.50734,-34.458865
097010A0000000000000000000000002000000200B,097058528,San Isidro,219.09,240,3726.0,363390,253597,278236,363390,-58.50749,-34.459001
097010A0000000000000000000000002000000200C,097058529,San Isidro,226.57,240,3726.0,375796,262255,287735,375796,-58.507583,-34.459073
097010A0000000000000000000000002000000300A,097058530,San Isidro,445.58,240,3726.0,739054,515760,565869,739054,-58.507747,-34.459153
097010A00000000000000000000000020000005000,097058532,San Isidro,224.48,240,3726.0,372330,259836,285081,372330,-58.507911,-34.459227
097010A00000000000000000000000020000006000,097032337,San Isidro,260.8,240,3726.0,432571,301877,331206,432571,-58.508013,-34.459094
097010A00000000000000000000000020000007000,097032338,San Isidro,186.5,240,3726.0,309335,215874,236848,309335,-58.5079,-34.459031
097010A00000000000000000000000020000008000,097032339,San Isidro,175.9,240,3726.0,291753,203605,223386,291753,-58.507805,-34.458985
097010A00000000000000000000000020000009000,097032340,San Isidro,184.83,240,3726.0,306565,213941,234727,306565,-58.507702,-34.458951
097010A00000000000000000000000020000010000,097032341,San Isidro,229.76,240,3726.0,381087,265948,291786,381087,-58.507602,-34.458884
097010A00000000000000000000000030000001000,097072731,San Isidro,2131.94,240,3516.0,3536105,2328644,2554885,3536105,-58.506985,-34.45919
097010A00000000000000000000000030000004000,097058706,San Isidro,290.2,240,3516.0,481335,316975,347771,481335,-58.507288,-34.459506
097010A00000000000000000000000030000005000,097058707,San Isidro,320.42,240,3516.0,531459,349984,383986,531459,-58.507222,-34.459585
097010A00000000000000000000000030000006000,097058708,San Isidro,268.19,240,3516.0,444829,292935,321395,444829,-58.507149,-34.459665
097010A00000000000000000000000030000007000,097058709,San Isidro,310.07,240,3516.0,514292,338679,371583,514292,-58.507393,-34.459654
097010A00000000000000000000000030000008000,097058710,San Isidro,359.0,240,3516.0,595449,392123,430220,595449,-58.507475,-34.45971
097010A00000000000000000000000030000009000,097058711,San Isidro,347.48,240,3516.0,576342,379540,416415,576342,-58.50753,-34.459806
097010A00000000000000000000000030000010000,097058712,San Isidro,336.31,240,3516.0,557815,367340,403029,557815,-58.507621,-34.459858
097010A00000000000000000000000030000011000,097058713,San Isidro,339.3,240,3516.0,562774,370606,406612,562774,-58.507703,-34.459918
097010A00000000000000000000000030000012000,097058714,San Isidro,227.24,240,3516.0,376908,248206,272321,376908,-58.507778,-34.459985
097010A00000000000000000000000030000013000,097058715,San Isidro,230.08,240,3516.0,381618,251308,275724,381618,-58.507831,-34.460059
097010A00000000000000000000000030000014000,097058716,San Isidro,211.76,240,3516.0,351232,231298,253770,351232,-58.507934,-34.460022
097010A00000000000000000000000030000015000,097058717,San Isidro,280.93,240,3516.0,465960,306850,336662,465960,-58.507941,-34.459908
097010A0000000000000000000000003000001600A,097110177,San Isidro,359.48,240,3516.0,596245,392648,430795,596245,-58.50805,-34.459839
097010A0000000000000000000000003000001600B,097113360,San Isidro,397.44,240,3516.0,659207,434110,476286,659207,-58.508152,-34.459739
097010A0000000000000000000000003000001700A,097110178,San Isidro,378.59,240,3516.0,627942,413521,453697,627942,-58.507931,-34.459683
097010A0000000000000000000000003000001700B,097113361,San Isidro,360.8,240,3516.0,598435,394089,432377,598435,-58.507841,-34.459597
097010A0000000000000000000000003000001800A,097110179,San Isidro,356.04,240,3516.0,590540,388890,426673,590540,-58.507741,-34.459524
097010A0000000000000000000000003000001800B,097113362,San Isidro,345.21,240,3516.0,572577,377061,413694,572577,-58.507625,-34.459471
097010A0000000000000000000000003000001900C,097110180,San Isidro,725.83,240,3516.0,1203885,792799,869824,1203885,-58.50745,-34.45939
097010A0000000000000000000000003000002000B,097018802,San Isidro,519.69,240,3516.0,861975,567639,622789,861975,-58.5073,-34.45924
097010A0000000000000000000000004000000100A,097072732,San Isidro,1130.56,240,3516.0,1875184,1234872,1354846,1875184,-58.506902,-34.459895
097010A0000000000000000000000004000000100C,097129741,San Isidro,465.14,240,3516.0,771496,508056,557417,771496,-58.507109,-34.459969
097010A0000000000000000000000004000000100D,097058685,San Isidro,455.23,240,3516.0,755059,497232,545541,755059,-58.507214,-34.460104
097010A0000000000000000000000004000001100A,097112510,San Isidro,1972.78,240,3516.0,3272117,2154799,2364150,3272117,-58.507227,-34.460413
097010A0000000000000000000000004000001200B,097058680,San Isidro,208.56,240,3516.0,345924,227803,249935,345924,-58.507572,-34.460364
097010A00000000000000000000000040000013000,097058681,San Isidro,255.99,240,3516.0,424593,279609,306775,424593,-58.507673,-34.460293
097010A0000000000000000000000004000001400A,097058682,San Isidro,270.74,240,3516.0,449058,295720,324451,449058,-58.507547,-34.46024
097010A0000000000000000000000004000001500A,097058683,San Isidro,271.86,240,3516.0,450916,296943,325793,450916,-58.507418,-34.460232
097010A0000000000000000000000004000001600A,097058684,San Isidro,275.89,240,3516.0,457600,301345,330622,457600,-58.507346,-34.460161
097010A0000000000000000000000007000000100A,097032336,San Isidro,404.55,240,3930.0,671000,493906,541891,671000,-58.508297,-34.459308
097010A00000000000000000000000070000002000,097050875,San Isidro,231.7,240,3930.0,384305,282877,310360,384305,-58.508119,-34.459384
097010A00000000000000000000000070000003000,097050874,San Isidro,206.34,240,3930.0,342242,251916,276391,342242,-58.508236,-34.459423
097010A00000000000000000000000070000004000,097050873,San Isidro,185.87,240,3930.0,308290,226924,248971,308290,-58.508297,-34.459511
097010A00000000000000000000000070000005000,097050872,San Isidro,199.03,240,3930.0,330118,242991,266599,330118,-58.508424,-34.45952
097010A00000000000000000000000070000006000,097050871,San Isidro,182.24,240,3930.0,302269,222493,244109,302269,-58.508496,-34.459592
097010A0000000000000000000000007000000700A,097032331,San Isidro,385.12,240,3930.0,638773,470184,515865,638773,-58.508647,-34.459574
097010A00000000000000000000000070000008000,097050869,San Isidro,186.44,240,3930.0,309235,227620,249735,309235,-58.508688,-34.459687
097010A00000000000000000000000070000009000,097050868,San Isidro,200.82,240,3930.0,333087,245177,268997,333087,-58.508782,-34.459744
097010A00000000000000000000000070000010000,097032329,San Isidro,223.05,240,3930.0,369958,272317,298774,369958,-58.508887,-34.459625
097010A00000000000000000000000070000011000,097032330,San Isidro,190.63,240,3930.0,316185,232736,255347,316185,-58.508795,-34.459562
097010A00000000000000000000000070000013000,097032332,San Isidro,181.86,240,3930.0,301639,222029,243600,301639,-58.508632,-34.45944
097010A00000000000000000000000070000014000,097032333,San Isidro,192.16,240,3930.0,318723,234604,257397,318723,-58.508546,-34.459385
097010A00000000000000000000000070000015000,097032334,San Isidro,186.74,240,3930.0,309733,227987,250137,309733,-58.508426,-34.459367
097010A00000000000000000000000080000001000,097110181,San Isidro,651.63,240,3831.0,1080815,775519,850865,1080815,-58.508426,-34.45998
097010A0000000000000000000000008000000400D,097018797,San Isidro,529.63,240,3831.0,878462,630324,691564,878462,-58.508333,-34.460179
097010A0000000000000000000000008000000500B,097058697,San Isidro,612.04,240,3831.0,1015150,728402,799170,1015150,-58.508233,-34.460304
097010A0000000000000000000000008000000900B,097058700,San Isidro,408.24,240,3831.0,677120,485855,533059,677120,-58.50847,-34.460363
097010A0000000000000000000000008000001000A,097058701,San Isidro,426.53,240,3831.0,707457,507623,556941,707457,-58.508563,-34.460445
097010A00000000000000000000000080000011000,097058702,San Isidro,251.01,240,3831.0,416333,298733,327756,416333,-58.508654,-34.460515
097010A00000000000000000000000080000012000,097058703,San Isidro,213.96,240,3831.0,354881,254639,279378,354881,-58.508716,-34.460614
097010A00000000000000000000000080000013000,097058704,San Isidro,206.72,240,3831.0,342873,246022,269924,342873,-58.508806,-34.460554
097010A00000000000000000000000080000014000,097058705,San Isidro,267.88,240,3831.0,444315,318810,349784,444315,-58.508827,-34.460447
097010A0000000000000000000000008000001500A,097113285,San Isidro,304.23,240,3831.0,504606,362071,397248,504606,-58.508933,-34.460379
097010A0000000000000000000000008000001500B,097110182,San Isidro,319.02,240,3831.0,529137,379673,416560,529137,-58.50903,-34.460282
097010A00000000000000000000000080000016000,097110183,San Isidro,620.38,240,3831.0,1028982,738328,810060,1028982,-58.508801,-34.46021
097010A00000000000000000000000080000017000,097110184,San Isidro,631.79,240,3831.0,1047907,751907,824959,1047907,-58.508617,-34.4601
097010A0000000000000000000000009000000100A,097018800,San Isidro,5574.18,240,3936.0,9245517,6815778,7477966,9245517,-58.508107,-34.460851
097010A00000000000000000000000130000001000,097112611,Acassuso,505.48,240,3051.0,838406,479099,525646,838406,-58.500133,-34.467074
097010A00000000000000000000000130000002000,097097471,Acassuso,1726.77,240,3051.0,2864077,1636651,1795660,2864077,-58.500299,-34.467212
097010A0000000000000000000000014000000100B,097013750,San Isidro,929.72,240,4344.0,1542064,1254646,1376542,1542064,-58.50945,-34.459415
097010A00000000000000000000000140000004000,097039340,San Isidro,327.38,240,4344.0,543003,441796,484718,543003,-58.509536,-34.459569
097010A00000000000000000000000140000005000,097041320,San Isidro,323.73,240,4344.0,536949,436870,479314,536949,-58.50964,-34.459609
097010A00000000000000000000000140000006000,097003637,San Isidro,324.96,240,4344.0,538989,438530,481135,538989,-58.509716,-34.459681
097010A00000000000000000000000140000007000,097039341,San Isidro,301.24,240,4344.0,499646,406520,446015,499646,-58.509774,-34.459769
097010A00000000000000000000000140000008000,097041319,San Isidro,215.27,240,4344.0,357054,290504,318728,357054,-58.509884,-34.459799
097010A00000000000000000000000140000009000,097041318,San Isidro,238.89,240,4344.0,396231,322379,353700,396231,-58.509961,-34.45989
097010A00000000000000000000000140000010000,097041317,San Isidro,265.2,240,4344.0,439869,357884,392655,439869,-58.510012,-34.45973
097010A00000000000000000000000140000011000,097041316,San Isidro,215.57,240,4344.0,357551,290909,319173,357551,-58.510338,-34.459906
097010A00000000000000000000000140000012000,097041315,San Isidro,238.43,240,4344.0,395468,321759,353019,395468,-58.510215,-34.45999
097010A00000000000000000000000140000013000,097041314,San Isidro,210.48,240,4344.0,349109,284040,311636,349109,-58.510315,-34.460042
097010A00000000000000000000000140000014000,097039339,San Isidro,339.09,240,4344.0,562426,457598,502056,562426,-58.510452,-34.460042
097010A00000000000000000000000140000015000,097041313,San Isidro,319.45,240,4344.0,529850,431094,472977,529850,-58.510534,-34.460109
097010A00000000000000000000000140000016000,097039354,San Isidro,311.57,240,4344.0,516780,420460,461310,516780,-58.51062,-34.460162
097010A00000000000000000000000140000017000,097039342,San Isidro,251.81,240,4344.0,417660,339815,372829,417660,-58.510688,-34.460247
097010A00000000000000000000000140000018000,097039349,San Isidro,195.51,240,4344.0,324279,263838,289472,324279,-58.51075,-34.460326
097010A00000000000000000000000140000019000,097042731,San Isidro,171.69,240,4344.0,284771,231694,254204,284771,-58.510842,-34.460292
097010A00000000000000000000000140000020000,097038671,San Isidro,306.27,240,4344.0,507989,413308,453463,507989,-58.510856,-34.460187
097010A00000000000000000000000140000021000,097041929,San Isidro,264.14,240,4344.0,438111,356454,391085,438111,-58.511035,-34.460121
097010A00000000000000000000000140000022000,097013732,San Isidro,176.38,240,4344.0,292550,238023,261148,292550,-58.510966,-34.460052
097010A00000000000000000000000140000023000,097013736,San Isidro,206.22,240,4344.0,342043,278291,305329,342043,-58.510895,-34.460001
097010A00000000000000000000000140000024000,097053447,San Isidro,199.84,240,4344.0,331461,269682,295883,331461,-58.510796,-34.459976
097010A00000000000000000000000140000025000, ,San Isidro,200.29,240,4344.0,332208,270289,296549,332208,-58.510726,-34.459923
097010A0000000000000000000000014000002600A,097013731,San Isidro,394.74,240,4344.0,654729,532697,584451,654729,-58.510608,-34.459864
097010A00000000000000000000000140000028000,097041930,San Isidro,205.69,240,4344.0,341164,277576,304544,341164,-58.510464,-34.459833
097010A00000000000000000000000140000029000,097041931,San Isidro,210.94,240,4344.0,349872,284661,312317,349872,-58.510381,-34.45979
097010A0000000000000000000000014000003000A,097041932,San Isidro,197.01,240,4344.0,326767,265863,291693,326767,-58.51034,-34.459705
097010A0000000000000000000000014000003100A,097041933,San Isidro,200.83,240,4344.0,333103,271018,297349,333103,-58.510254,-34.459672
097010A00000000000000000000000140000032000,097013749,San Isidro,204.68,240,4344.0,339489,276213,303049,339489,-58.510177,-34.459629
097010A00000000000000000000000140000033000,097045066,San Isidro,204.97,240,4344.0,339970,276605,303478,339970,-58.510099,-34.459585
097010A00000000000000000000000140000034000,097045067,San Isidro,205.34,240,4344.0,340584,277104,304026,340584,-58.510021,-34.459541
097010A00000000000000000000000140000035000,097013742,San Isidro,205.67,240,4344.0,341131,277549,304515,341131,-58.509943,-34.459497
097010A00000000000000000000000140000036000, ,San Isidro,206.13,240,4344.0,341894,278170,305196,341894,-58.509865,-34.459453
097010A0000000000000000000000014000003700A, ,San Isidro,90.37,240,4344.0,149891,121953,133802,149891,-58.509809,-34.459422
097010A0000000000000000000000014000003700C,097053449,San Isidro,297.37,240,4344.0,493228,401297,440286,493228,-58.509735,-34.459381
097010A00000000000000000000000140000039000,097040889,San Isidro,207.31,240,4344.0,343851,279762,306943,343851,-58.509641,-34.459328
097010A00000000000000000000000150000001000,097032328,San Isidro,220.77,240,4140.0,366176,283936,311521,366176,-58.509113,-34.459735
097010A0000000000000000000000015000000200A,097050867,San Isidro,192.77,240,4140.0,319735,247924,272011,319735,-58.509047,-34.459866
097010A00000000000000000000000150000003000,097050866,San Isidro,228.65,240,4140.0,379246,294070,322641,379246,-58.508968,-34.459935
097010A00000000000000000000000150000004000,097050865,San Isidro,220.78,240,4140.0,366193,283948,311535,366193,-58.509143,-34.459979
097010A0000000000000000000000015000000500A,097050863,San Isidro,455.94,240,4140.0,756237,586391,643362,756237,-58.509271,-34.460064
097010A00000000000000000000000150000007000,097050862,San Isidro,228.71,240,4140.0,379346,294147,322725,379346,-58.509406,-34.460144
097010A0000000000000000000000015000000800A,097050860,San Isidro,415.08,240,4140.0,688465,533840,585706,688465,-58.509476,-34.460242
097010A00000000000000000000000150000010000,097050859,San Isidro,183.7,240,4140.0,304691,236259,259213,304691,-58.509653,-34.460235
097010A0000000000000000000000015000001100A, ,San Isidro,487.21,240,4140.0,808102,626608,687486,808102,-58.509726,-34.460088
097010A00000000000000000000000150000013000,097032323,San Isidro,242.76,240,4140.0,402650,312217,342551,402650,-58.509562,-34.460018
097010A00000000000000000000000150000014000,097032324,San Isidro,199.62,240,4140.0,331096,256734,281677,331096,-58.509477,-34.459948
097010A00000000000000000000000150000015000,097032325,San Isidro,206.76,240,4140.0,342939,265917,291752,342939,-58.509395,-34.459888
097010A00000000000000000000000150000016000,097032326,San Isidro,191.8,240,4140.0,318126,246677,270643,318126,-58.509304,-34.459841
097010A00000000000000000000000150000017000,097032327,San Isidro,218.91,240,4140.0,363091,281543,308897,363091,-58.509203,-34.459801
097010A00000000000000000000000170000001000,097032320,San Isidro,270.49,240,4038.0,448644,339310,372276,448644,-58.51001,-34.460245
097010A00000000000000000000000170000002000,097050858,San Isidro,178.19,240,4038.0,295552,223526,245243,295552,-58.509912,-34.46038
097010A00000000000000000000000170000003000,097050857,San Isidro,188.14,240,4038.0,312055,236008,258937,312055,-58.509851,-34.460474
097010A0000000000000000000000017000000400A,097050856,San Isidro,218.11,240,4038.0,361764,273603,300185,361764,-58.509989,-34.460493
097010A0000000000000000000000017000000400B,097113958,San Isidro,29.65,240,4038.0,49178,37194,40807,49178,-58.509997,-34.460561
097010A00000000000000000000000170000005000,097050855,San Isidro,197.95,240,4038.0,328326,248314,272439,328326,-58.510099,-34.460524
097010A00000000000000000000000170000006000,097050854,San Isidro,252.27,240,4038.0,418423,316454,347200,418423,-58.510166,-34.46059
097010A00000000000000000000000170000007000,097050853,San Isidro,239.21,240,4038.0,396762,300072,329225,396762,-58.510248,-34.460655
097010A00000000000000000000000170000008000,097050852,San Isidro,233.71,240,4038.0,387639,293172,321656,387639,-58.51033,-34.46071
097010A00000000000000000000000170000009000,097050851,San Isidro,204.33,240,4038.0,338908,256317,281220,338908,-58.510395,-34.460787
097010A00000000000000000000000170000010000,097009296,San Isidro,205.49,240,4038.0,340832,257772,282816,340832,-58.510496,-34.460743
097010A00000000000000000000000170000011000,097032313,San Isidro,218.4,240,4038.0,362245,273967,300584,362245,-58.510622,-34.460634
097010A00000000000000000000000170000012000,097032314,San Isidro,208.73,240,4038.0,346206,261837,287276,346206,-58.510558,-34.460555
097010A00000000000000000000000170000013000,097032315,San Isidro,211.24,240,4038.0,350370,264985,290730,350370,-58.510462,-34.460515
097010A00000000000000000000000170000014000,097032316,San Isidro,182.68,240,4038.0,302999,229159,251423,302999,-58.510388,-34.46046
097010A00000000000000000000000170000015000,097032317,San Isidro,248.0,240,4038.0,411341,311098,341323,411341,-58.510267,-34.460445
097010A00000000000000000000000170000016000,097032318,San Isidro,201.83,240,4038.0,334762,253181,277779,334762,-58.510184,-34.460375
097010A00000000000000000000000170000017000,097032319,San Isidro,219.08,240,4038.0,363373,274820,301520,363373,-58.510115,-34.460305
097010A00000000000000000000000180000001000,097142925,San Isidro,259.31,240,3831.0,430100,308611,338594,430100,-58.509285,-34.460466
097010A00000000000000000000000180000002000,097058444,San Isidro,342.66,240,3831.0,568347,407807,447428,568347,-58.50923,-34.460615
097010A00000000000000000000000180000003000,097058445,San Isidro,316.89,240,3831.0,525604,377138,413779,525604,-58.509164,-34.460685
097010A00000000000000000000000180000004000,097058446,San Isidro,230.32,240,3831.0,382016,274109,300740,382016,-58.509023,-34.460753
097010A00000000000000000000000180000005000,097058447,San Isidro,217.73,240,3831.0,361134,259125,284301,361134,-58.509126,-34.460803
097010A00000000000000000000000180000006000,097058448,San Isidro,242.8,240,3831.0,402716,288962,317036,402716,-58.509216,-34.46087
097010A00000000000000000000000180000007000,097058449,San Isidro,311.54,240,3831.0,516730,370771,406793,516730,-58.509365,-34.46087
097010A00000000000000000000000180000008000,097058450,San Isidro,294.26,240,3831.0,488069,350205,384230,488069,-58.509415,-34.460966
097010A00000000000000000000000180000009000,097058451,San Isidro,330.28,240,3831.0,547813,393074,431263,547813,-58.509549,-34.460975
097010A00000000000000000000000180000010000,097058452,San Isidro,244.91,240,3831.0,406216,291473,319791,406216,-58.509574,-34.46109
097010A00000000000000000000000180000011000,097058453,San Isidro,222.54,240,3831.0,369112,264850,290581,369112,-58.509655,-34.461149
097010A00000000000000000000000180000012000,097051021,San Isidro,224.06,240,3831.0,371633,266659,292566,371633,-58.50975,-34.461212
097010A00000000000000000000000180000013000,097058454,San Isidro,218.35,240,3831.0,362162,259863,285110,362162,-58.509871,-34.461249
097010A00000000000000000000000180000014000,097058455,San Isidro,343.92,240,3831.0,570437,409307,449073,570437,-58.509827,-34.461093
097010A00000000000000000000000180000015000,097058456,San Isidro,341.58,240,3831.0,566556,406522,446018,566556,-58.509936,-34.461048
097010A00000000000000000000000180000016000,097058457,San Isidro,302.94,240,3831.0,502466,360536,395563,502466,-58.510117,-34.460987
097010A00000000000000000000000180000017000,097058458,San Isidro,222.85,240,3831.0,369626,265219,290986,369626,-58.510001,-34.460927
097010A00000000000000000000000180000018000,097058459,San Isidro,250.34,240,3831.0,415222,297935,326881,415222,-58.509921,-34.46085
097010A00000000000000000000000180000019000,097053194,San Isidro,305.31,240,3831.0,506397,363356,398658,506397,-58.509765,-34.460862
097010A00000000000000000000000180000020000,097058460,San Isidro,297.43,240,3831.0,493327,353978,388369,493327,-58.509719,-34.46077
097010A0000000000000000000000018000002100A,097058461,San Isidro,300.84,240,3831.0,498983,358036,392821,498983,-58.509631,-34.460727
097010A00000000000000000000000180000022000,097058462,San Isidro,341.54,240,3831.0,566489,406474,445965,566489,-58.509536,-34.460679
097010A00000000000000000000000180000023000,097058463,San Isidro,218.7,240,3831.0,362743,260280,285567,362743,-58.509499,-34.460563
097010A00000000000000000000000180000024000,097058464,San Isidro,239.06,240,3831.0,396513,284511,312152,396513,-58.509386,-34.460531
097010A00000000000000000000000190000001000,097009011,San Isidro,213.49,240,3831.0,354101,254079,278764,354101,-58.508804,-34.461007
097010A00000000000000000000000190000002000,097054465,San Isidro,240.61,240,3831.0,399084,286355,314176,399084,-58.508763,-34.461143
097010A00000000000000000000000190000003000,097058508,San Isidro,340.77,240,3831.0,565212,405558,444960,565212,-58.508784,-34.461266
097010A00000000000000000000000190000004000,097058509,San Isidro,228.27,240,3831.0,378616,271669,298063,378616,-58.508631,-34.461288
097010A00000000000000000000000190000005000,097054466,San Isidro,211.84,240,3831.0,351365,252115,276610,351365,-58.508505,-34.461349
097010A00000000000000000000000190000006000,097058510,San Isidro,198.57,240,3831.0,329355,236323,259283,329355,-58.508598,-34.461419
097010A00000000000000000000000190000007000,097058511,San Isidro,283.71,240,3831.0,470571,337650,370454,470571,-58.50874,-34.461419
097010A00000000000000000000000190000008000,097050227,San Isidro,328.61,240,3831.0,545043,391086,429082,545043,-58.508805,-34.461498
097010A00000000000000000000000190000009000,097058512,San Isidro,344.41,240,3831.0,571250,409890,449713,571250,-58.50891,-34.461535
097010A00000000000000000000000190000010000,097058513,San Isidro,328.99,240,3831.0,545674,391538,429578,545674,-58.509013,-34.461574
097010A00000000000000000000000190000011000,097058514,San Isidro,332.58,240,3831.0,551628,395811,434266,551628,-58.509094,-34.461635
097010A00000000000000000000000190000012000,097058515,San Isidro,264.12,240,3831.0,438078,314335,344874,438078,-58.509146,-34.461728
097010A00000000000000000000000190000013000,097058516,San Isidro,197.16,240,3831.0,327016,234644,257441,327016,-58.509209,-34.461811
097010A00000000000000000000000190000014000,097058517,San Isidro,217.42,240,3831.0,360620,258756,283896,360620,-58.509322,-34.461861
097010A00000000000000000000000190000015000,097058518,San Isidro,214.59,240,3831.0,355926,255388,280201,355926,-58.50937,-34.461737
097010A00000000000000000000000190000016000,097058519,San Isidro,350.52,240,3831.0,581384,417162,457691,581384,-58.509368,-34.461624
097010A00000000000000000000000190000017000,097058520,San Isidro,231.36,240,3831.0,383741,275347,302098,383741,-58.509494,-34.461586
097010A0000000000000000000000019000001800A,097054467,San Isidro,411.26,240,3831.0,682129,489450,537002,682129,-58.509577,-34.461475
097010A00000000000000000000000190000020000,097058522,San Isidro,276.87,240,3831.0,459226,329509,361523,459226,-58.509421,-34.461416
097010A00000000000000000000000190000021000,097058523,San Isidro,339.81,240,3831.0,563620,404415,443706,563620,-58.509286,-34.461416
097010A00000000000000000000000190000022000,097112403,San Isidro,339.1,240,3831.0,562442,403570,442779,562442,-58.509231,-34.461322
097010A00000000000000000000000190000023000,097058525,San Isidro,318.46,240,3831.0,528208,379006,415829,528208,-58.509158,-34.461257
097010A00000000000000000000000190000024000,097050228,San Isidro,322.55,240,3831.0,534992,383874,421169,534992,-58.509025,-34.461255
097010A00000000000000000000000190000025000,097058526,San Isidro,283.95,240,3831.0,470969,337935,370767,470969,-58.509005,-34.461131
097010A00000000000000000000000190000026000,097058527,San Isidro,215.0,240,3831.0,356606,255876,280736,356606,-58.508905,-34.461073
097010A0000000000000000000000020000000100A,097042918,San Isidro,595.34,240,3778.5,987450,698818,766711,987450,-58.507342,-34.461018
097010A0000000000000000000000020000000100E,097087017,San Isidro,1648.45,240,3778.5,2734173,1934971,2122964,2734173,-58.506905,-34.460617
