cca,partida,localidad,superficie_m2,iust,vub,tierra_hoy,tierra_B_igual_recaudacion,tierra_B_mas_7225M,tierra_A,lon,lat
097010B0000000000000000000000058000000300B,097009658,San Isidro,943.77,690,11470.0,4500432,3362861,3689581,4500432,-58.511667,-34.46902
097010B00000000000000000000000580000005000,097000339,San Isidro,843.81,690,11470.0,4023766,3006682,3298796,4023766,-58.511505,-34.469062
097010B0000000000000000000000058000000600A,097005648,San Isidro,374.32,690,11470.0,1784971,1333785,1463369,1784971,-58.511383,-34.46909
097010B0000000000000000000000058000000700A,097001020,San Isidro,373.31,690,11470.0,1780154,1330186,1459421,1780154,-58.51129,-34.469102
097010B0000000000000000000000058000000800B,097009609,San Isidro,288.29,690,11470.0,1374731,1027241,1127043,1374731,-58.511147,-34.469067
097010B00000000000000000000000580000011000,097016232,San Isidro,132.58,690,11470.0,632217,472412,518309,632217,-58.511233,-34.469211
097010B0000000000000000000000058000001200B,097009427,San Isidro,133.66,690,11470.0,637367,476260,522531,637367,-58.511285,-34.469296
097010B00000000000000000000000580000014000,097001014,San Isidro,415.42,690,11470.0,1980959,1480233,1624046,1980959,-58.511426,-34.46936
097010B0000000000000000000000058000001500B,097008423,San Isidro,745.42,690,11470.0,3554587,2656096,2914150,3554587,-58.511571,-34.469456
097010B00000000000000000000000580000017000, ,San Isidro,355.78,690,11470.0,1696561,1267723,1390889,1696561,-58.511617,-34.469566
097010B00000000000000000000000580000018000,097001000,San Isidro,678.72,690,11470.0,3236523,2418429,2653392,3236523,-58.511683,-34.469654
097010B00000000000000000000000580000019000,097003219,San Isidro,250.4,690,11470.0,1194050,892231,978915,1194050,-58.511902,-34.469474
097010B00000000000000000000000580000020000,097010313,San Isidro,249.57,690,11470.0,1190092,889273,975671,1190092,-58.512047,-34.469475
097010B0000000000000000000000058000002100A,097001801,San Isidro,168.15,690,11470.0,801835,599156,657367,801835,-58.512209,-34.469428
097010B0000000000000000000000058000002200A,097053651,San Isidro,240.49,690,11470.0,1146793,856919,940173,1146793,-58.512134,-34.469394
097010B0000000000000000000000058000002300E,097071411,San Isidro,797.64,690,11470.0,3803601,2842168,3118299,3803601,-58.511998,-34.469276
097010B00000000000000000000000580000024000,097053652,San Isidro,618.79,690,11470.0,2950743,2204886,2419102,2950743,-58.511967,-34.469075
097010B0000000000000000000000059000000100B,097072106,San Isidro,148.39,690,12016.67,707608,553947,607766,707608,-58.510841,-34.469132
097010B0000000000000000000000059000000200A,097010985,San Isidro,291.72,690,12016.67,1391087,1089004,1194807,1391087,-58.510727,-34.469231
097010B0000000000000000000000059000000300A,097007134,San Isidro,480.31,690,12016.67,2290391,1793019,1967221,2290391,-58.510686,-34.469401
097010B0000000000000000000000059000000300C,097004631,San Isidro,388.49,690,12016.67,1852541,1450251,1591151,1852541,-58.510666,-34.469559
097010B0000000000000000000000059000000400A,097009348,San Isidro,912.65,690,12016.67,4352034,3406965,3737969,4352034,-58.510399,-34.469455
097010B0000000000000000000000059000000700A,097004552,San Isidro,251.42,690,12016.67,1198914,938562,1029749,1198914,-58.510831,-34.469621
097010B0000000000000000000000059000000800A, ,San Isidro,176.59,690,12016.67,842082,659219,723265,842082,-58.51093,-34.469729
097010B00000000000000000000000590000009000,097016695,San Isidro,124.08,690,12016.67,591684,463196,508198,591684,-58.511026,-34.469768
097010B00000000000000000000000590000010000,097001552,San Isidro,80.5,690,12016.67,383870,300510,329706,383870,-58.511081,-34.469825
097010B0000000000000000000000059000001100A,097005723,San Isidro,310.71,690,12016.67,1481642,1159895,1272585,1481642,-58.511235,-34.469858
097010B00000000000000000000000590000014000,097003091,San Isidro,129.68,690,12016.67,618388,484101,531134,618388,-58.511206,-34.469763
097010B00000000000000000000000590000015000,097016696,San Isidro,151.34,690,12016.67,721675,564959,619848,721675,-58.511161,-34.469699
097010B00000000000000000000000590000016000,097016698,San Isidro,165.49,690,12016.67,789150,617782,677803,789150,-58.511115,-34.46963
097010B00000000000000000000000590000017000,097016700,San Isidro,291.22,690,12016.67,1388703,1087138,1192759,1388703,-58.511033,-34.469564
097010B00000000000000000000000590000018000,097016699,San Isidro,234.59,690,12016.67,1118659,875735,960818,1118659,-58.510985,-34.469495
097010B0000000000000000000000059000001900A,097058763,San Isidro,497.9,690,12016.67,2374270,1858684,2039265,2374270,-58.51092,-34.469389
097010B0000000000000000000000059000002300A,097072104,San Isidro,136.34,690,12016.67,650147,508964,558412,650147,-58.510922,-34.469262
097010B0000000000000000000000059000002400A,097072105,San Isidro,124.83,690,12016.67,595260,465996,511270,595260,-58.510902,-34.469183
097010B0000000000000000000000060000000100A,097003195,San Isidro,319.85,690,13925.0,1525227,1383633,1518060,1525227,-58.510045,-34.469657
097010B0000000000000000000000060000000100B,097076057,San Isidro,196.42,690,13925.0,936642,849690,932241,936642,-58.50996,-34.46978
097010B00000000000000000000000600000002000,097010169,San Isidro,675.88,690,13925.0,3222980,2923776,3207837,3222980,-58.509941,-34.469918
097010B0000000000000000000000060000000300A,097002577,San Isidro,637.6,690,13925.0,3040439,2758182,3026153,3040439,-58.509881,-34.470134
097010B0000000000000000000000060000000500C,097007107,San Isidro,269.22,690,13925.0,1283794,1164614,1277762,1283794,-58.509712,-34.470198
097010B00000000000000000000000600000006000,097009244,San Isidro,545.87,690,13925.0,2603019,2361369,2590788,2603019,-58.510037,-34.470178
097010B00000000000000000000000600000007000,097007106,San Isidro,542.93,690,13925.0,2588999,2348650,2576834,2588999,-58.51017,-34.470191
097010B0000000000000000000000060000000800E,097011123,San Isidro,344.1,690,13925.0,1640865,1488536,1633155,1640865,-58.510187,-34.470323
097010B0000000000000000000000060000000900D, ,San Isidro,328.62,690,13925.0,1567047,1421571,1559684,1567047,-58.510286,-34.470343
097010B0000000000000000000000060000001000B,097009336,San Isidro,1374.91,690,13925.0,6556353,5947697,6525547,6556353,-58.510579,-34.470202
097010B00000000000000000000000600000011000,097022135,San Isidro,373.56,690,13925.0,1781347,1615976,1772977,1781347,-58.510477,-34.470434
097010B00000000000000000000000600000012000,097022133,San Isidro,618.82,690,13925.0,2950886,2676942,2937020,2950886,-58.510582,-34.470516
097010B0000000000000000000000060000001300A,097008292,San Isidro,283.42,690,13925.0,1351508,1226041,1345157,1351508,-58.510697,-34.470649
097010B00000000000000000000000600000014000,097020479,San Isidro,175.83,690,13925.0,838457,760620,834518,838457,-58.510772,-34.470543
097010B00000000000000000000000600000015000,097001893,San Isidro,179.12,690,13925.0,854146,774852,850133,854146,-58.510829,-34.470461
097010B00000000000000000000000600000016000,097022134,San Isidro,539.24,690,13925.0,2571403,2332688,2559321,2571403,-58.510822,-34.470327
097010B00000000000000000000000600000017000,097001892,San Isidro,324.26,690,13925.0,1546256,1402710,1538991,1546256,-58.510983,-34.470236
097010B00000000000000000000000600000018000,097005361,San Isidro,304.84,690,13925.0,1453650,1318701,1446820,1453650,-58.511082,-34.47009
097010B00000000000000000000000600000019000,097009332,San Isidro,426.1,690,13925.0,2031887,1843258,2022340,2031887,-58.510883,-34.470086
097010B0000000000000000000000060000002100F,097011122,San Isidro,829.98,690,13925.0,3957817,3590395,3939220,3957817,-58.510485,-34.470001
097010B00000000000000000000000600000022000,097038624,San Isidro,622.7,690,13925.0,2969388,2693726,2955436,2969388,-58.510362,-34.469853
097010B00000000000000000000000600000023000,097001481,San Isidro,610.04,690,13925.0,2909018,2638960,2895349,2909018,-58.510166,-34.469795
097010B00000000000000000000000610000001000,097006223,San Isidro,319.31,480,15335.0,1059236,1521163,1668952,1521163,-58.508912,-34.470049
097010B00000000000000000000000610000002000, ,San Isidro,210.32,480,15335.0,697687,1001945,1099289,1001945,-58.508757,-34.470068
097010B00000000000000000000000610000003000,097007575,San Isidro,2074.12,480,15335.0,6880406,9880911,10840894,9880911,-58.50891,-34.470365
097010B0000000000000000000000061000000400A,097000743,San Isidro,1371.83,480,15335.0,4550724,6535268,7170204,6535268,-58.508797,-34.470535
097010B0000000000000000000000061000000400B,097006438,San Isidro,1585.37,480,15335.0,5259093,7552553,8286323,7552553,-58.508569,-34.470641
097010B0000000000000000000000061000001000A,097008801,San Isidro,250.57,480,15335.0,831207,1193692,1309665,1193692,-58.508237,-34.470721
097010B0000000000000000000000061000001100A,097008802,San Isidro,268.33,480,15335.0,890122,1278299,1402492,1278299,-58.508338,-34.470796
097010B00000000000000000000000610000012000,097008334,San Isidro,245.08,480,15335.0,812995,1167538,1280970,1167538,-58.508474,-34.47082
097010B0000000000000000000000061000001300A,097006725,San Isidro,401.54,480,15335.0,1332015,1912899,2098747,1912899,-58.508614,-34.470912
097010B00000000000000000000000610000015000,097010120,San Isidro,241.07,480,15335.0,799693,1148435,1260011,1148435,-58.50881,-34.470909
097010B00000000000000000000000610000016000,097010562,San Isidro,369.72,480,15335.0,1226459,1761311,1932432,1761311,-58.508922,-34.470912
097010B0000000000000000000000061000001700E,097008381,San Isidro,1361.12,480,15335.0,4515196,6484247,7114225,6484247,-58.509137,-34.470904
097010B0000000000000000000000061000001700F,097069762,San Isidro,889.54,480,15335.0,2950840,4237684,4649398,4237684,-58.509507,-34.470531
097010B0000000000000000000000061000001800A,097010006,San Isidro,1120.67,480,15335.0,3717560,5338766,5857455,5338766,-58.509297,-34.471035
097010B0000000000000000000000061000002000A,097002263,San Isidro,2489.39,480,15335.0,8257967,11859218,13011404,11859218,-58.509583,-34.471236
097010B0000000000000000000000061000002100C,097006834,San Isidro,126.08,480,15335.0,418241,600633,658988,600633,-58.509515,-34.471372
097010B0000000000000000000000061000002100H,097058758,San Isidro,1459.18,480,15335.0,4840487,6951395,7626760,6951395,-58.510109,-34.470851
097010B00000000000000000000000610000025000, ,San Isidro,478.43,480,15335.0,1587079,2279195,2500631,2279195,-58.509829,-34.471463
097010B00000000000000000000000610000026000, ,San Isidro,283.21,480,15335.0,939483,1349186,1480266,1349186,-58.509969,-34.471409
097010B00000000000000000000000610000027000,097003381,San Isidro,359.93,480,15335.0,1193983,1714672,1881262,1714672,-58.510047,-34.471325
097010B00000000000000000000000610000028000,097009295,San Isidro,1814.99,480,15335.0,6020803,8646441,9486488,8646441,-58.510272,-34.471074
097010B00000000000000000000000610000030000,097053650,San Isidro,575.38,480,15335.0,1908688,2741056,3007364,2741056,-58.509895,-34.470799
097010B00000000000000000000000610000031000,097001461,San Isidro,547.64,480,15335.0,1816667,2608905,2862374,2608905,-58.509809,-34.470737
097010B0000000000000000000000061000003200A,097001776,San Isidro,219.24,480,15335.0,727277,1044439,1145911,1044439,-58.509838,-34.470572
097010B0000000000000000000000061000003200B,097070699,San Isidro,340.59,480,15335.0,1129827,1622539,1780177,1622539,-58.509698,-34.470672
097010B00000000000000000000000610000033000,097007100,San Isidro,560.33,480,15335.0,1858763,2669359,2928701,2669359,-58.509638,-34.470619
097010B00000000000000000000000610000034000,097010186,San Isidro,525.58,480,15335.0,1743488,2503813,2747072,2503813,-58.509374,-34.47036
097010B00000000000000000000000610000035000,097004337,San Isidro,216.52,480,15335.0,718254,1031481,1131695,1031481,-58.509227,-34.470282
097010B0000000000000000000000061000003600A,097006895,San Isidro,342.95,480,15335.0,1137656,1633781,1792512,1633781,-58.509108,-34.470233
097010B0000000000000000000000061000003800A,097005610,San Isidro,287.03,480,15335.0,952155,1367384,1500232,1367384,-58.508988,-34.470149
097010B0000000000000000000000062000000100A,097008333,San Isidro,194.16,900,15146.0,1207650,913560,1002317,1207650,-58.508086,-34.470959
097010B0000000000000000000000062000000100B,097068996,San Isidro,200.48,900,15146.0,1246960,943297,1034943,1246960,-58.508021,-34.471054
097010B0000000000000000000000062000000100C,097068997,San Isidro,236.51,900,15146.0,1471062,1112825,1220942,1471062,-58.508262,-34.471111
097010B0000000000000000000000062000000100E,097068998,San Isidro,233.18,900,15146.0,1450350,1097157,1203751,1450350,-58.508155,-34.471093
097010B0000000000000000000000062000000200A,097000822,San Isidro,509.18,900,15146.0,3167035,2395789,2628553,3167035,-58.508215,-34.471263
097010B0000000000000000000000062000000200B,097074009,San Isidro,327.23,900,15146.0,2035329,1539680,1689268,2035329,-58.508003,-34.471187
097010B0000000000000000000000062000000300A,097051988,San Isidro,357.23,900,15146.0,2221925,1680836,1844138,2221925,-58.508199,-34.471363
097010B0000000000000000000000062000000300B,097051987,San Isidro,254.27,900,15146.0,1581527,1196389,1312624,1581527,-58.508001,-34.471286
097010B0000000000000000000000062000000300C,097051986,San Isidro,255.76,900,15146.0,1590795,1203400,1320316,1590795,-58.508022,-34.471336
097010B0000000000000000000000062000000300D,097005196,San Isidro,220.04,900,15146.0,1368621,1035330,1135918,1368621,-58.507864,-34.471299
097010B0000000000000000000000062000000400A,097005195,San Isidro,579.6,900,15146.0,3605038,2727129,2992084,3605038,-58.507814,-34.471412
097010B0000000000000000000000062000000600A,097008338,San Isidro,257.94,900,15146.0,1604354,1213657,1331570,1604354,-58.507678,-34.471482
097010B0000000000000000000000062000000700A,097028663,San Isidro,224.66,900,15146.0,1397357,1057068,1159768,1397357,-58.507639,-34.471609
097010B0000000000000000000000062000000800A,097006534,San Isidro,204.6,900,15146.0,1272586,962682,1056212,1272586,-58.507796,-34.47167
097010B0000000000000000000000062000000900A,097009606,San Isidro,281.19,900,15146.0,1748966,1323053,1451594,1748966,-58.507911,-34.471662
097010B00000000000000000000000620000010000,097006936,San Isidro,351.8,900,15146.0,2188151,1655286,1816106,2188151,-58.508016,-34.471668
097010B0000000000000000000000062000001100A,097001471,San Isidro,480.12,900,15146.0,2986285,2259056,2478536,2986285,-58.508116,-34.471713
097010B0000000000000000000000062000001200C,097001119,San Isidro,1270.48,900,15146.0,7902223,5977852,6558631,7902223,-58.508322,-34.471767
097010B0000000000000000000000062000001400A,097010376,San Isidro,424.37,900,15146.0,2639527,1996742,2190736,2639527,-58.508482,-34.471849
097010B0000000000000000000000062000001500A,097010206,San Isidro,422.21,900,15146.0,2626092,1986579,2179585,2626092,-58.508563,-34.47189
097010B0000000000000000000000062000001600A,097003181,San Isidro,427.91,900,15146.0,2661546,2013398,2209011,2661546,-58.508645,-34.47193
097010B0000000000000000000000062000001700A,097001472,San Isidro,486.2,900,15146.0,3024102,2287664,2509923,3024102,-58.508708,-34.471998
097010B0000000000000000000000062000001800D,097000576,San Isidro,837.09,900,15146.0,5206593,3938669,4321331,5206593,-58.508826,-34.472091
097010B0000000000000000000000062000002000A,097000963,San Isidro,299.68,900,15146.0,1863971,1410052,1547046,1863971,-58.508932,-34.472234
097010B0000000000000000000000062000002100A,097005293,San Isidro,370.68,900,15146.0,2305582,1744120,1913571,2305582,-58.509097,-34.472321
097010B0000000000000000000000062000002300A,097017991,San Isidro,373.32,900,15146.0,2322003,1756542,1927199,2322003,-58.509102,-34.472165
097010B00000000000000000000000620000024000, ,San Isidro,379.58,900,15146.0,2360939,1785997,1959515,2360939,-58.509202,-34.472107
097010B0000000000000000000000062000002500A,097007890,San Isidro,1041.18,900,15146.0,6476007,4898951,5374910,6476007,-58.509206,-34.471951
097010B0000000000000000000000062000002600D,097005294,San Isidro,689.9,900,15146.0,4291090,3246112,3561488,4291090,-58.509484,-34.471924
097010B0000000000000000000000062000002800M,097068208,San Isidro,839.83,900,15146.0,5223635,3951561,4335476,5223635,-58.509273,-34.471643
097010B0000000000000000000000062000002800R,097009068,San Isidro,778.59,900,15146.0,4842730,3663415,4019335,4842730,-58.509585,-34.471719
097010B00000000000000000000000620000029000,097038255,San Isidro,102.33,900,15146.0,636480,481482,528261,636480,-58.509155,-34.4716
097010B00000000000000000000000620000030000,097007628,San Isidro,848.02,900,15146.0,5274576,3990096,4377755,5274576,-58.509025,-34.471599
097010B0000000000000000000000062000003100A,097009567,San Isidro,858.69,900,15146.0,5340942,4040301,4432837,5340942,-58.508865,-34.47152
097010B0000000000000000000000062000003200A,097004934,San Isidro,1291.43,900,15146.0,8032530,6076425,6666782,8032530,-58.508658,-34.471423
097010B0000000000000000000000062000003500B,097008919,San Isidro,852.7,900,15146.0,5303685,4012117,4401915,5303685,-58.508463,-34.471207
097010B0000000000000000000000063000000100A,097094048,San Isidro,119.25,300,6576.0,247240,243612,267281,247240,-58.519716,-34.464144
097010B0000000000000000000000063000000100C,097143820,San Isidro,8.58,300,6576.0,17789,17528,19231,17789,-58.519771,-34.464132
097010B0000000000000000000000063000000100E,097010081,San Isidro,141.95,300,6576.0,294304,289986,318159,294304,-58.519805,-34.464178
097010B00000000000000000000000630000002000,097002687,San Isidro,298.54,300,6576.0,618960,609879,669132,618960,-58.519704,-34.464227
097010B00000000000000000000000630000003000,097005523,San Isidro,349.78,300,6576.0,725196,714556,783979,725196,-58.519661,-34.4643
097010B00000000000000000000000630000004000,097001344,San Isidro,366.74,300,6576.0,760359,749203,821992,760359,-58.519603,-34.464365
097010B00000000000000000000000630000005000,097009404,San Isidro,355.53,300,6576.0,737117,726302,796866,737117,-58.519537,-34.464422
097010B0000000000000000000000063000000600A,097011244,San Isidro,404.66,300,6576.0,838978,826669,906984,838978,-58.519478,-34.464483
097010B00000000000000000000000630000007000,097018118,San Isidro,2.55,300,6576.0,5287,5209,5715,5287,-58.519553,-34.464658
097010B0000000000000000000000063000000700A,097154479,San Isidro,346.29,300,6576.0,717960,707426,776156,717960,-58.519395,-34.464523
097010B00000000000000000000000630000008000,097015004,San Isidro,365.58,300,6576.0,757954,746833,819392,757954,-58.519314,-34.464565
097010B00000000000000000000000630000009000,097001398,San Isidro,246.65,300,6576.0,511377,503874,552828,511377,-58.519217,-34.464593
097010B00000000000000000000000630000010000,097000584,San Isidro,259.6,300,6576.0,538226,530330,581854,538226,-58.51916,-34.464656
097010B00000000000000000000000630000011000,097002100,San Isidro,375.04,300,6576.0,777567,766159,840595,777567,-58.519109,-34.464748
097010B00000000000000000000000630000012000,097010486,San Isidro,197.38,300,6576.0,409226,403222,442397,409226,-58.519332,-34.464758
097010B00000000000000000000000630000013000,097008049,San Isidro,184.65,300,6576.0,382833,377216,413865,382833,-58.519393,-34.464829
097010B00000000000000000000000630000014000,097008050,San Isidro,325.98,300,6576.0,675851,665935,730635,675851,-58.519488,-34.464849
097010B00000000000000000000000630000015000,097010555,San Isidro,476.15,300,6576.0,987197,972713,1067218,987197,-58.519611,-34.464824
097010B00000000000000000000000630000016000,097008113,San Isidro,475.81,300,6576.0,986492,972019,1066456,986492,-58.519741,-34.464793
097010B00000000000000000000000630000017000,097005599,San Isidro,220.39,300,6576.0,456933,450229,493971,456933,-58.519732,-34.464999
097010B00000000000000000000000630000018000,097013090,San Isidro,237.87,300,6576.0,493174,485938,533149,493174,-58.51985,-34.465059
097010B00000000000000000000000630000019000,097006679,San Isidro,225.51,300,6576.0,467548,460688,505446,467548,-58.51987,-34.464924
097010B00000000000000000000000630000020000,097010624,San Isidro,224.24,300,6576.0,464915,458094,502600,464915,-58.519917,-34.464856
097010B00000000000000000000000630000021000,097010937,San Isidro,231.63,300,6576.0,480236,473190,519163,480236,-58.519965,-34.464789
097010B00000000000000000000000630000022000,097009717,San Isidro,242.16,300,6576.0,502068,494702,542765,502068,-58.520014,-34.464723
097010B00000000000000000000000630000023000,097001058,San Isidro,238.43,300,6576.0,494335,487082,534405,494335,-58.52006,-34.464652
097010B00000000000000000000000630000024000,097006396,San Isidro,250.9,300,6576.0,520189,512557,562354,520189,-58.520107,-34.464586
097010B0000000000000000000000063000002500C,097009026,San Isidro,179.45,300,6576.0,372052,366593,402210,372052,-58.520194,-34.46454
097010B0000000000000000000000063000002500D,097009027,San Isidro,217.92,300,6576.0,451812,445183,488434,451812,-58.520317,-34.464462
097010B0000000000000000000000063000002600B,097049585,San Isidro,198.56,300,6576.0,411673,405633,445042,411673,-58.520226,-34.464404
097010B0000000000000000000000063000002600C,097076225,San Isidro,267.47,300,6576.0,554543,546407,599493,554543,-58.520127,-34.46437
097010B0000000000000000000000063000002700A,097029356,San Isidro,160.58,300,6576.0,332929,328044,359916,332929,-58.520046,-34.464332
097010B0000000000000000000000063000002700B,097078613,San Isidro,239.83,300,6576.0,497237,489942,537542,497237,-58.519959,-34.464418
097010B00000000000000000000000630000028000,097002719,San Isidro,377.1,300,6576.0,781838,770367,845212,781838,-58.519911,-34.46436
097010B00000000000000000000000630000029000,097002775,San Isidro,147.29,300,6576.0,305375,300895,330128,305375,-58.519877,-34.464247
097010B00000000000000000000000630000030000, ,San Isidro,20.65,300,6576.0,42813,42185,46284,42813,-58.519708,-34.464568
097010B0000000000000000000000064000000100C,097089644,San Isidro,83.79,300,7528.0,173721,195953,214990,195953,-58.518787,-34.464874
097010B00000000000000000000000640000002000,097010076,San Isidro,224.21,300,7528.0,464853,524341,575284,524341,-58.518763,-34.464935
097010B00000000000000000000000640000003000,097000720,San Isidro,251.94,300,7528.0,522345,589191,646434,589191,-58.518722,-34.465012
097010B0000000000000000000000064000000400A,097082201,San Isidro,165.25,300,7528.0,342611,386456,424003,386456,-58.518686,-34.465084
097010B0000000000000000000000064000000400B,097010790,San Isidro,102.79,300,7528.0,213114,240386,263741,240386,-58.518594,-34.465022
097010B00000000000000000000000640000005000,097011416,San Isidro,429.75,300,7528.0,890997,1005020,1102663,1005020,-58.518535,-34.465123
097010B00000000000000000000000640000006000,097000672,San Isidro,837.23,300,7528.0,1735821,1957960,2148186,1957960,-58.518622,-34.465301
097010B00000000000000000000000640000007000,097032140,San Isidro,449.05,300,7528.0,931011,1050156,1152184,1050156,-58.518407,-34.465328
097010B00000000000000000000000640000008000,097032141,San Isidro,454.87,300,7528.0,943078,1063766,1167117,1063766,-58.518341,-34.46541
097010B00000000000000000000000640000009000,097032142,San Isidro,511.47,300,7528.0,1060426,1196132,1312343,1196132,-58.518266,-34.465485
097010B0000000000000000000000064000001000A,097038188,San Isidro,229.06,300,7528.0,474908,535683,587728,535683,-58.518043,-34.465516
097010B0000000000000000000000064000001000C,097038189,San Isidro,177.89,300,7528.0,368818,416016,456435,416016,-58.517879,-34.465576
097010B0000000000000000000000064000001000D,097045385,San Isidro,165.35,300,7528.0,342819,386690,424259,386690,-58.517989,-34.465634
097010B0000000000000000000000064000001100A,097032143,San Isidro,292.98,300,7528.0,607433,685168,751735,685168,-58.518133,-34.465622
097010B0000000000000000000000064000001100B,097038882,San Isidro,271.18,300,7528.0,562235,634186,695800,634186,-58.518234,-34.465661
097010B00000000000000000000000640000012000,097038883,San Isidro,278.9,300,7528.0,578241,652240,715609,652240,-58.518305,-34.465736
097010B00000000000000000000000640000013000,097032146,San Isidro,747.91,300,7528.0,1550635,1749074,1919006,1749074,-58.518508,-34.46565
097010B00000000000000000000000640000014000,097032147,San Isidro,729.34,300,7528.0,1512134,1705646,1871359,1705646,-58.518632,-34.465691
097010B00000000000000000000000640000015000,097032148,San Isidro,740.99,300,7528.0,1536288,1732891,1901251,1732891,-58.518756,-34.465732
097010B00000000000000000000000640000016000,097032149,San Isidro,722.83,300,7528.0,1498637,1690422,1854655,1690422,-58.518849,-34.465813
097010B00000000000000000000000640000017000,097032150,San Isidro,718.47,300,7528.0,1489597,1680226,1843468,1680226,-58.518973,-34.465848
097010B0000000000000000000000064000001800A,097039917,San Isidro,276.34,300,7528.0,572933,646253,709040,646253,-58.518969,-34.466077
097010B0000000000000000000000064000001800B,097032134,San Isidro,260.45,300,7528.0,539989,609093,668269,609093,-58.519123,-34.466127
097010B0000000000000000000000064000001900A,097073348,San Isidro,143.3,300,7528.0,297103,335124,367683,335124,-58.519216,-34.466049
097010B0000000000000000000000064000001900B,097032135,San Isidro,185.01,300,7528.0,383580,432667,474703,432667,-58.51907,-34.465983
097010B00000000000000000000000640000020000,097032136,San Isidro,382.87,300,7528.0,793801,895386,982377,895386,-58.519224,-34.46594
097010B00000000000000000000000640000021000,097032137,San Isidro,428.66,300,7528.0,888737,1002471,1099867,1002471,-58.519273,-34.465859
097010B00000000000000000000000640000022000,097032138,San Isidro,503.87,300,7528.0,1044669,1178359,1292842,1178359,-58.519372,-34.465798
097010B00000000000000000000000640000023000,097032139,San Isidro,844.82,300,7528.0,1751557,1975710,2167660,1975710,-58.519144,-34.465556
097010B0000000000000000000000064000002400A,097010552,San Isidro,600.13,300,7528.0,1244244,1403474,1539829,1403474,-58.519403,-34.4655
097010B00000000000000000000000640000026000, ,San Isidro,208.53,300,7528.0,432343,487672,535051,487672,-58.519526,-34.465398
097010B00000000000000000000000640000027000,097028762,San Isidro,115.0,300,7528.0,238428,268941,295070,268941,-58.519632,-34.465347
097010B00000000000000000000000640000028000,097028761,San Isidro,107.57,300,7528.0,223024,251565,276006,251565,-58.519685,-34.465264
097010B00000000000000000000000640000029000,097028760,San Isidro,198.97,300,7528.0,412523,465314,510522,465314,-58.519561,-34.465257
097010B0000000000000000000000064000003000A,097028759,San Isidro,135.87,300,7528.0,281698,317748,348619,317748,-58.519491,-34.465198
097010B0000000000000000000000064000003000B,097070863,San Isidro,131.61,300,7528.0,272866,307785,337688,307785,-58.519413,-34.465246
097010B0000000000000000000000064000003100A,097010984,San Isidro,746.39,300,7528.0,1547483,1745520,1915106,1745520,-58.519322,-34.465225
097010B0000000000000000000000064000003200A,097010983,San Isidro,562.15,300,7528.0,1165500,1314653,1442379,1314653,-58.519169,-34.465212
097010B00000000000000000000000640000033000,097016971,San Isidro,450.21,300,7528.0,933416,1052868,1155160,1052868,-58.519031,-34.465212
097010B0000000000000000000000064000003400A,097016972,San Isidro,337.42,300,7528.0,699570,789096,865761,789096,-58.519017,-34.465071
097010B0000000000000000000000064000003400B,097082202,San Isidro,85.23,300,7528.0,176707,199320,218685,199320,-58.518868,-34.465294
097010B0000000000000000000000064000003500A,097007261,San Isidro,182.31,300,7528.0,377982,426353,467776,426353,-58.518968,-34.464999
097010B0000000000000000000000064000003500B,097082174,San Isidro,256.35,300,7528.0,531488,599504,657749,599504,-58.518866,-34.465104
097010B0000000000000000000000064000003600A,097010373,San Isidro,181.56,300,7528.0,376427,424599,465851,424599,-58.518888,-34.464932
097010B00000000000000000000000650000001000,097001939,San Isidro,193.98,300,7836.0,402177,472205,518082,472205,-58.517712,-34.465821
097010B00000000000000000000000650000002000,097007404,San Isidro,165.15,300,7836.0,342404,402024,441083,402024,-58.517621,-34.465836
097010B00000000000000000000000650000003000,097002815,San Isidro,188.25,300,7836.0,390297,458257,502779,458257,-58.517579,-34.46591
097010B00000000000000000000000650000004000,097002998,San Isidro,207.22,300,7836.0,429627,504435,553444,504435,-58.517515,-34.465968
097010B00000000000000000000000650000005000,097003302,San Isidro,222.36,300,7836.0,461017,541291,593880,541291,-58.517478,-34.466045
097010B00000000000000000000000650000006000,097003678,San Isidro,181.0,300,7836.0,375266,440608,483415,440608,-58.517347,-34.466049
097010B00000000000000000000000650000007000,097004241,San Isidro,185.95,300,7836.0,385528,452658,496636,452658,-58.517295,-34.466117
097010B0000000000000000000000065000000800A,097002377,San Isidro,157.24,300,7836.0,326004,382769,419957,382769,-58.517196,-34.466154
097010B0000000000000000000000065000000800B,097041247,San Isidro,171.42,300,7836.0,355404,417287,457829,417287,-58.517117,-34.466217
097010B00000000000000000000000650000009000,097010837,San Isidro,145.81,300,7836.0,302307,354945,389430,354945,-58.517269,-34.466279
097010B00000000000000000000000650000010000,097007967,San Isidro,283.16,300,7836.0,587073,689296,756265,689296,-58.517403,-34.466244
097010B00000000000000000000000650000011000,097007624,San Isidro,342.84,300,7836.0,710807,834575,915658,834575,-58.51752,-34.466232
097010B00000000000000000000000650000012000,097017479,San Isidro,359.37,300,7836.0,745079,874814,959806,874814,-58.517572,-34.466314
097010B00000000000000000000000650000013000,097006780,San Isidro,349.81,300,7836.0,725258,851542,934274,851542,-58.51769,-34.466304
097010B00000000000000000000000650000014000,097000476,San Isidro,344.88,300,7836.0,715037,839541,921107,839541,-58.517744,-34.466383
