radio_id,nivel_geografico,prov,depto,partido,poblacion_sexo__total,poblacion_sexo__mujer_femenino,poblacion_sexo__varon_masculino,poblacion_edad__total,poblacion_edad__hasta_14_anos,poblacion_edad__15_a_64_anos,poblacion_edad__65_y_mas_anos,poblacion_edad_quinq__total,poblacion_edad_quinq__00_a_04,poblacion_edad_quinq__05_a_09,poblacion_edad_quinq__10_a_14,poblacion_edad_quinq__15_a_19,poblacion_edad_quinq__20_a_24,poblacion_edad_quinq__25_a_29,poblacion_edad_quinq__30_a_34,poblacion_edad_quinq__35_a_39,poblacion_edad_quinq__40_a_44,poblacion_edad_quinq__45_a_49,poblacion_edad_quinq__50_a_54,poblacion_edad_quinq__55_a_59,poblacion_edad_quinq__60_a_64,poblacion_edad_quinq__65_a_69,poblacion_edad_quinq__70_a_74,poblacion_edad_quinq__75_a_79,poblacion_edad_quinq__80_a_84,poblacion_edad_quinq__85_a_89,poblacion_edad_quinq__90_a_94,poblacion_edad_quinq__95_a_99,poblacion_edad_quinq__100_a_104,poblacion_edad_quinq__105_y_mas,educacion_mni__total,educacion_mni__sin_instruccion,educacion_mni__primario_incompleto,educacion_mni__primario_completo,educacion_mni__secundario_incompleto,educacion_mni__secundario_completo,educacion_mni__terciario_incompleto,educacion_mni__terciario_completo,educacion_mni__universitario_incompleto,educacion_mni__universitario_completo,educacion_mni__posgrado_incompleto,educacion_mni__posgrado_completo,educacion_mni__ignorado,hogares_nbi__total,hogares_nbi__si,hogares_nbi__no,hogares_ipmh__total,hogares_ipmh__sin_privacion,hogares_ipmh__privacion_solo_de_recursos_corrientes,hogares_ipmh__privacion_solo_de_recursos_patrimoniales,hogares_ipmh__privacion_convergente,hogares_hacinamiento__total,hogares_hacinamiento__hasta_0_50_personas_por_cuarto,hogares_hacinamiento__0_51_0_99_personas_por_cuarto,hogares_hacinamiento__1_00_1_49_personas_por_cuarto,hogares_hacinamiento__1_50_1_99_personas_por_cuarto,hogares_hacinamiento__2_00_3_00_personas_por_cuarto,hogares_hacinamiento__mas_de_3_00_personas_por_cuarto,hogares_tenencia__total,hogares_tenencia__propia,hogares_tenencia__alquilada,hogares_tenencia__cedida_por_trabajo,hogares_tenencia__prestada,hogares_tenencia__otra_situacion,hogares_agua__total,hogares_agua__red_publica_agua_corriente,hogares_agua__perforacion_con_bomba_a_motor,hogares_agua__otra_procedencia,hogares_agua__perforacion_con_bomba_manual,hogares_agua__pozo_sin_bomba,hogares_agua__transporte_por_cisterna_agua_de_lluvia_rio_c,hogares_agua_dist__total,hogares_agua_dist__por_caneria_dentro_de_la_vivienda,hogares_agua_dist__fuera_de_la_vivienda_pero_dentro_del_terreno,hogares_agua_dist__fuera_del_terreno,hogares_desague__total,hogares_desague__a_red_publica_cloaca,hogares_desague__a_camara_septica_y_pozo_ciego,hogares_desague__solo_a_pozo_ciego,hogares_desague__a_hoyo_excavacion_en_la_tierra_etc,hogares_desague__no_aplica,hogares_combustible__total,hogares_combustible__electricidad,hogares_combustible__gas_de_red,hogares_combustible__gas_en_garrafa,hogares_combustible__gas_en_tubo_o_a_granel_zeppelin,hogares_combustible__lena_o_carbon,hogares_combustible__otro_combustible,viviendas_tipo__total,viviendas_tipo__casa,viviendas_tipo__rancho,viviendas_tipo__departamento,viviendas_tipo__vivienda_movil_ocupada_casa_rodante_barco_ca,viviendas_tipo__casilla,viviendas_tipo__pieza_en_inquilinato_hotel_familiar_o_pensio,viviendas_tipo__local_no_construido_para_habitacion_ocupado,viviendas_localidad__total,viviendas_localidad__san_isidro,fuente,fecha_descarga
067561407,radio,06,756,SAN ISIDRO,704,377,327,704,112,458,134,704,29,42,41,54,49,41,48,31,64,53,49,38,31,37,26,24,18,18,11,0,0,0,704,49,81,83,162,157,31,39,63,29,3,3,4,262,5,257,262,217,32,9,4,262,75,62,80,20,21,4,262,164,67,0,10,21,262,260,0,2,0,0,0,262,260,2,0,262,256,2,4,0,0,262,12,228,18,4,0,0,279,251,1,26,0,0,1,0,279,279,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561408,radio,06,756,SAN ISIDRO,659,369,290,659,109,435,115,659,25,36,48,52,33,39,38,35,55,57,41,43,42,44,24,17,12,11,4,3,0,0,659,34,69,64,141,150,36,44,68,39,4,6,4,238,9,229,238,189,35,9,5,238,75,51,67,22,19,4,238,138,64,0,14,22,238,235,3,0,0,0,0,238,238,0,0,238,231,4,3,0,0,238,16,197,25,0,0,0,267,200,16,46,0,1,2,2,267,267,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561409,radio,06,756,SAN ISIDRO,1269,667,602,1269,214,794,261,1269,53,76,85,94,76,62,91,81,86,89,79,55,81,92,41,51,42,22,11,2,0,0,1269,74,143,132,269,284,59,86,104,88,10,11,9,476,9,467,476,402,55,17,2,476,145,92,156,49,29,5,476,307,110,4,20,35,476,471,2,3,0,0,0,476,475,1,0,476,455,15,6,0,0,476,37,399,29,4,6,1,527,473,8,41,0,3,2,0,527,527,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561410,radio,06,756,SAN ISIDRO,756,407,349,756,119,488,149,756,18,41,60,56,57,41,50,43,50,60,45,47,39,43,48,22,18,11,5,2,0,0,756,38,78,60,170,150,43,63,72,57,7,13,5,272,4,268,272,231,22,11,8,272,96,65,74,18,17,2,272,196,47,0,18,11,272,267,2,3,0,0,0,272,271,0,1,272,246,13,13,0,0,272,22,208,35,7,0,0,307,282,1,22,0,0,2,0,307,307,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561501,radio,06,756,SAN ISIDRO,1193,648,545,1193,239,778,176,1193,57,85,97,100,80,49,50,67,89,103,80,67,93,63,52,37,7,11,6,0,0,0,1193,75,117,32,157,119,50,95,182,250,17,90,9,411,1,410,411,386,23,2,0,411,200,136,63,7,5,0,411,341,47,0,11,12,411,398,12,0,1,0,0,411,411,0,0,411,403,7,1,0,0,411,58,343,9,1,0,0,435,428,0,4,0,2,1,0,435,435,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561502,radio,06,756,SAN ISIDRO,1456,785,671,1456,355,928,173,1456,116,126,113,96,106,88,100,108,106,93,68,82,81,59,49,38,11,12,3,1,0,0,1456,155,186,86,286,178,41,91,161,167,19,69,17,476,10,466,476,390,38,24,24,476,150,121,127,31,41,6,476,357,64,0,18,37,476,464,7,3,0,2,0,476,469,6,1,474,422,25,27,0,2,476,33,334,102,5,1,1,477,449,3,24,0,0,1,0,477,477,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561503,radio,06,756,SAN ISIDRO,1348,708,640,1348,309,885,154,1348,71,122,116,128,81,62,59,99,132,100,85,83,56,57,44,28,16,6,2,1,0,0,1348,106,172,95,282,200,35,92,139,152,13,57,5,429,5,424,429,371,48,8,2,429,119,125,126,30,26,3,429,330,63,0,17,19,429,422,4,3,0,0,0,429,429,0,0,429,418,9,2,0,0,429,53,337,37,2,0,0,442,263,0,178,0,0,1,0,442,442,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561504,radio,06,756,SAN ISIDRO,615,321,294,615,101,439,75,615,39,29,33,33,26,55,73,67,56,35,38,28,28,27,26,10,5,6,1,0,0,0,615,46,36,26,76,62,19,63,61,154,15,55,2,278,3,275,278,252,21,3,2,278,117,43,90,13,15,0,278,134,115,1,14,14,278,276,2,0,0,0,0,278,276,2,0,278,262,12,4,0,0,278,29,240,8,1,0,0,286,110,0,173,0,0,3,0,286,286,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561505,radio,06,756,SAN ISIDRO,702,374,328,702,127,476,99,702,35,40,52,55,49,60,37,54,43,47,53,40,38,33,31,17,10,7,1,0,0,0,702,57,71,62,146,145,26,65,65,54,1,5,5,240,5,235,240,186,42,8,4,240,71,53,82,12,20,2,240,179,34,0,9,18,240,238,1,1,0,0,0,240,238,2,0,240,230,5,5,0,0,240,20,176,40,2,2,0,245,237,0,5,0,2,0,1,245,245,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561506,radio,06,756,SAN ISIDRO,1011,522,489,1011,172,668,171,1011,42,64,66,78,62,70,61,50,77,79,61,80,50,49,43,38,25,7,7,2,0,0,1011,70,114,100,215,189,31,85,109,79,10,7,2,323,15,308,323,262,43,10,8,323,85,68,122,16,27,5,323,242,39,0,19,23,323,321,1,1,0,0,0,323,321,2,0,322,301,12,9,0,1,323,22,260,38,3,0,0,328,306,0,15,0,4,3,0,328,328,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561507,radio,06,756,SAN ISIDRO,681,360,321,681,97,472,112,681,26,32,39,51,50,40,47,50,45,49,47,56,37,32,25,22,19,11,2,1,0,0,681,40,54,34,123,110,32,65,84,90,10,33,6,276,2,274,276,241,28,6,1,276,120,64,71,10,11,0,276,183,66,0,15,12,276,274,1,1,0,0,0,276,275,0,1,274,249,16,9,0,2,276,28,231,15,1,1,0,325,247,1,77,0,0,0,0,325,325,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561508,radio,06,756,SAN ISIDRO,577,297,280,577,93,352,132,577,34,35,24,29,38,26,32,39,43,44,32,36,33,29,31,33,23,6,5,3,2,0,577,49,49,51,76,87,18,55,66,87,7,28,4,229,3,226,229,204,19,3,3,229,104,60,49,11,4,1,229,163,44,2,7,13,229,228,0,1,0,0,0,229,229,0,0,228,212,11,5,0,1,229,27,196,6,0,0,0,279,261,1,16,0,0,1,0,279,279,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561509,radio,06,756,SAN ISIDRO,654,348,306,654,96,416,142,654,26,31,39,45,51,32,25,32,51,36,53,47,44,46,42,21,16,13,2,2,0,0,654,38,48,35,85,91,12,50,99,128,17,50,1,221,2,219,221,200,17,4,0,221,98,60,51,9,3,0,221,179,22,1,6,13,221,219,1,1,0,0,0,221,221,0,0,221,207,9,5,0,0,221,23,196,2,0,0,0,244,235,0,8,0,0,1,0,244,244,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561510,radio,06,756,SAN ISIDRO,805,427,378,805,135,506,164,805,36,40,59,63,50,40,25,49,62,53,53,58,53,50,49,25,25,12,3,0,0,0,805,43,68,43,110,108,21,66,116,159,9,56,6,275,6,269,275,247,25,3,0,275,121,89,53,5,6,1,275,217,26,0,10,22,275,271,2,2,0,0,0,275,275,0,0,275,252,21,2,0,0,275,21,247,7,0,0,0,287,279,0,3,0,2,3,0,287,287,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561511,radio,06,756,SAN ISIDRO,1224,647,577,1224,208,751,265,1224,48,78,82,95,100,65,38,53,62,75,88,78,97,94,76,54,20,13,6,2,0,0,1224,74,97,33,153,116,26,83,196,299,17,124,6,390,2,388,390,361,21,7,1,390,207,108,58,14,2,1,390,341,31,2,6,10,390,387,1,2,0,0,0,390,390,0,0,390,367,16,6,1,0,390,47,336,7,0,0,0,409,407,0,2,0,0,0,0,409,409,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561512,radio,06,756,SAN ISIDRO,720,367,353,720,98,491,131,720,28,37,33,55,74,42,25,35,43,39,63,54,61,38,40,18,16,10,7,2,0,0,720,40,49,20,84,86,22,76,127,143,14,53,6,259,1,258,259,230,20,7,2,259,124,84,37,9,5,0,259,203,36,1,6,13,259,252,6,1,0,0,0,259,259,0,0,259,241,14,4,0,0,259,32,225,1,0,0,1,265,257,0,7,0,1,0,0,265,265,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561513,radio,06,756,SAN ISIDRO,318,164,154,318,45,212,61,318,10,11,24,26,30,25,12,11,14,20,23,21,30,29,17,9,4,0,2,0,0,0,318,12,25,3,41,28,11,31,55,75,4,28,5,98,1,97,98,88,7,3,0,98,37,33,24,4,0,0,98,82,6,3,3,4,98,97,0,0,0,1,0,98,98,0,0,98,98,0,0,0,0,98,9,84,5,0,0,0,112,111,0,0,0,0,1,0,112,112,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561514,radio,06,756,SAN ISIDRO,1023,508,515,1023,176,666,181,1023,48,47,81,95,61,45,33,65,66,88,74,67,72,61,43,42,22,8,2,3,0,0,1023,68,92,33,156,130,34,97,134,188,17,64,10,333,3,330,333,301,27,3,2,333,134,119,64,9,6,1,333,276,39,0,7,11,333,329,1,3,0,0,0,333,333,0,0,333,315,17,1,0,0,333,37,289,6,1,0,0,341,336,0,5,0,0,0,0,341,341,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561515,radio,06,756,SAN ISIDRO,673,363,310,673,110,462,101,673,32,45,33,48,46,49,55,39,47,36,42,63,37,33,14,18,15,16,5,0,0,0,673,40,68,55,129,142,48,59,67,36,8,15,6,231,4,227,231,201,19,6,5,231,65,47,83,16,18,2,231,151,56,1,12,11,231,227,0,4,0,0,0,231,231,0,0,231,215,10,6,0,0,231,16,205,10,0,0,0,245,220,0,23,0,1,0,1,245,245,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561601,radio,06,756,SAN ISIDRO,1222,650,572,1222,223,817,182,1222,55,76,92,101,84,75,64,69,100,108,87,65,64,49,32,43,30,14,12,1,1,0,1222,75,127,109,266,207,58,106,124,99,13,23,15,421,17,404,421,326,46,31,18,421,119,80,139,32,41,10,421,270,98,2,21,30,421,416,2,2,0,1,0,421,417,4,0,421,380,24,16,1,0,421,30,306,81,4,0,0,440,392,0,38,0,3,7,0,440,440,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561602,radio,06,756,SAN ISIDRO,460,234,226,460,64,298,98,460,14,20,30,21,24,32,30,35,28,32,27,28,41,26,26,21,12,7,6,0,0,0,460,37,36,33,77,108,25,43,41,47,6,7,0,185,5,180,185,169,15,0,1,185,75,33,56,11,7,3,185,115,40,0,13,17,185,182,0,3,0,0,0,185,185,0,0,185,171,13,1,0,0,185,11,171,3,0,0,0,200,183,0,16,0,0,0,1,200,200,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561603,radio,06,756,SAN ISIDRO,424,226,198,424,86,270,68,424,46,28,12,9,14,22,31,59,43,32,18,21,21,17,22,13,13,3,0,0,0,0,424,58,25,2,23,43,5,40,43,107,13,63,2,218,1,217,218,202,14,2,0,218,84,48,73,7,5,1,218,88,114,2,12,2,218,216,2,0,0,0,0,218,216,1,1,218,217,0,1,0,0,218,32,183,2,0,1,0,218,6,0,212,0,0,0,0,218,218,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561604,radio,06,756,SAN ISIDRO,605,329,276,605,113,377,115,605,35,47,31,27,21,36,53,52,47,38,26,31,46,28,29,21,14,13,8,2,0,0,605,75,54,29,79,101,31,61,62,79,9,20,5,222,4,218,222,203,11,5,3,222,79,52,63,11,15,2,222,148,47,0,15,12,222,216,2,2,2,0,0,222,221,1,0,222,200,15,7,0,0,222,24,192,5,1,0,0,232,212,6,14,0,0,0,0,232,232,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561605,radio,06,756,SAN ISIDRO,915,457,458,915,164,601,150,915,43,60,61,77,72,47,34,49,46,84,58,72,62,47,33,26,21,10,11,1,1,0,915,59,78,29,116,113,29,68,138,200,17,64,4,305,3,302,305,272,25,6,2,305,158,86,46,8,7,0,305,248,30,5,14,8,305,300,3,0,2,0,0,305,304,1,0,304,294,6,4,0,1,305,46,251,8,0,0,0,312,299,0,11,0,1,1,0,312,312,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561606,radio,06,756,SAN ISIDRO,937,507,430,937,162,557,218,937,47,56,59,45,41,55,40,64,72,79,54,50,57,34,61,60,29,20,13,0,1,0,937,69,89,54,132,150,32,108,113,133,15,36,6,365,5,360,365,325,26,13,1,365,144,96,99,14,10,2,365,256,64,2,23,20,365,358,2,3,1,0,1,365,365,0,0,365,343,18,4,0,0,365,33,320,11,1,0,0,396,344,6,43,0,2,1,0,396,396,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561607,radio,06,756,SAN ISIDRO,1009,550,459,1009,158,641,210,1009,49,58,51,56,66,51,68,60,74,66,76,57,67,52,51,54,22,24,7,0,0,0,1009,72,74,36,121,141,43,95,135,201,18,62,11,401,7,394,401,367,26,5,3,401,204,81,92,10,10,4,401,273,74,2,25,27,401,398,1,2,0,0,0,401,401,0,0,401,374,18,9,0,0,401,43,344,13,1,0,0,436,326,0,108,0,0,1,1,436,436,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561701,radio,06,756,SAN ISIDRO,745,408,337,745,116,475,154,745,31,43,42,47,44,42,53,52,41,54,45,48,49,40,35,31,23,18,6,1,0,0,745,65,57,50,106,132,44,75,110,73,12,16,5,318,9,309,318,282,31,4,1,318,146,59,86,16,10,1,318,188,84,8,23,15,318,314,2,2,0,0,0,318,318,0,0,317,310,7,0,0,1,318,35,270,11,2,0,0,472,151,2,318,0,0,1,0,472,472,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561702,radio,06,756,SAN ISIDRO,713,369,344,713,133,459,121,713,36,44,53,49,45,30,38,38,63,58,58,42,38,34,25,32,20,7,2,1,0,0,713,64,72,31,108,129,48,64,75,83,19,15,5,262,6,256,262,217,14,21,10,262,81,55,90,14,21,1,262,175,53,3,14,17,262,261,0,1,0,0,0,262,262,0,0,262,251,9,2,0,0,262,45,198,16,3,0,0,361,289,29,41,0,0,1,1,361,361,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561703,radio,06,756,SAN ISIDRO,1015,534,481,1015,141,667,207,1015,33,57,51,70,61,53,78,67,74,79,59,69,57,47,46,61,28,17,5,2,1,0,1015,59,93,100,191,197,43,83,135,85,10,11,8,392,2,390,392,326,39,22,5,392,135,93,127,15,21,1,392,250,71,4,42,25,392,390,0,2,0,0,0,392,391,1,0,391,377,10,4,0,1,392,22,341,26,3,0,0,409,330,5,74,0,0,0,0,409,409,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561704,radio,06,756,SAN ISIDRO,852,445,407,852,136,535,181,852,28,47,61,44,49,50,41,68,62,57,51,52,61,45,49,40,22,14,9,2,0,0,852,40,88,40,163,158,46,84,98,98,8,18,11,341,4,337,341,307,24,7,3,341,125,82,102,15,17,0,341,224,75,1,17,24,341,337,2,0,0,2,0,341,341,0,0,341,329,8,4,0,0,341,53,277,8,3,0,0,367,292,1,70,0,0,0,4,367,367,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561705,radio,06,756,SAN ISIDRO,589,312,277,589,96,377,116,589,27,33,36,36,27,44,27,42,48,42,33,30,48,31,23,29,17,7,8,1,0,0,589,43,50,50,103,112,32,52,59,64,7,14,3,240,2,238,240,212,23,3,2,240,103,56,59,18,3,1,240,155,56,1,14,14,240,237,2,1,0,0,0,240,240,0,0,240,237,3,0,0,0,240,34,195,8,1,2,0,268,243,0,25,0,0,0,0,268,268,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561706,radio,06,756,SAN ISIDRO,927,485,442,927,149,571,207,927,35,62,52,39,66,36,51,64,69,70,60,53,63,50,56,44,24,24,8,1,0,0,927,65,96,88,144,173,45,80,114,88,3,23,8,337,14,323,337,297,31,9,0,337,118,78,102,19,19,1,337,246,49,5,19,18,337,335,1,1,0,0,0,337,336,1,0,336,332,4,0,0,1,337,22,301,11,3,0,0,379,360,1,9,1,0,5,3,379,379,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561707,radio,06,756,SAN ISIDRO,970,500,470,970,147,626,197,970,38,59,50,50,52,60,67,57,65,77,64,65,69,50,58,37,23,23,5,0,1,0,970,62,85,73,146,148,60,98,142,112,13,24,7,374,11,363,374,340,28,6,0,374,140,97,106,17,12,2,374,275,63,2,19,15,374,367,0,7,0,0,0,374,374,0,0,374,368,3,3,0,0,374,49,306,19,0,0,0,407,368,0,30,0,0,9,0,407,407,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561708,radio,06,756,SAN ISIDRO,1110,576,534,1110,161,715,234,1110,35,65,61,79,65,61,52,73,72,88,91,63,71,61,73,49,30,14,5,2,0,0,1110,56,94,72,166,219,50,127,147,124,14,34,7,407,10,397,407,354,43,8,2,407,139,124,107,24,12,1,407,308,61,0,10,28,407,404,0,3,0,0,0,407,406,1,0,407,403,4,0,0,0,407,28,360,16,2,1,0,472,456,0,10,0,0,1,5,472,472,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561709,radio,06,756,SAN ISIDRO,1089,569,520,1089,174,713,202,1089,59,57,58,63,73,61,65,60,91,85,74,71,70,56,46,50,22,13,10,5,0,0,1089,80,96,76,171,203,63,103,126,128,11,18,14,396,9,387,396,349,30,14,3,396,149,90,124,14,17,2,396,285,74,1,12,24,396,392,3,1,0,0,0,396,395,1,0,396,385,8,3,0,0,396,43,330,21,1,1,0,449,414,1,29,0,1,2,2,449,449,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561710,radio,06,756,SAN ISIDRO,811,433,378,811,144,547,120,811,35,53,56,57,31,46,37,62,55,89,82,48,40,24,26,36,23,9,2,0,0,0,811,41,80,12,97,106,40,84,132,148,13,52,6,375,1,374,375,338,30,7,0,375,152,83,121,16,3,0,375,189,151,0,22,13,375,372,0,3,0,0,0,375,375,0,0,375,368,3,4,0,0,375,47,325,2,0,1,0,413,39,0,374,0,0,0,0,413,413,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561711,radio,06,756,SAN ISIDRO,758,369,389,758,154,523,81,758,51,46,57,52,51,37,68,66,61,75,49,34,30,33,22,11,9,6,0,0,0,0,758,69,71,70,122,96,22,43,80,116,12,47,10,278,7,271,278,236,28,8,6,278,83,52,106,15,19,3,278,154,83,11,12,18,278,271,6,1,0,0,0,278,271,7,0,278,277,0,1,0,0,278,33,176,64,1,4,0,304,164,3,134,0,1,0,2,304,304,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561801,radio,06,756,SAN ISIDRO,751,401,350,751,136,474,141,751,41,43,52,45,34,47,52,49,52,64,54,36,41,27,47,19,25,11,10,2,0,0,751,57,77,61,132,116,28,61,97,76,16,26,4,268,3,265,268,246,16,6,0,268,75,76,84,17,16,0,268,192,50,0,10,16,268,264,1,3,0,0,0,268,268,0,0,268,266,2,0,0,0,268,17,233,18,0,0,0,298,255,1,39,0,0,1,2,298,298,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561802,radio,06,756,SAN ISIDRO,1061,568,493,1061,164,646,251,1061,29,59,76,63,62,44,52,45,70,88,83,70,69,56,66,58,30,25,14,2,0,0,1061,43,96,48,153,162,56,111,140,190,15,41,6,413,2,411,413,381,24,5,3,413,193,122,79,12,6,1,413,308,67,2,16,20,413,407,3,3,0,0,0,413,413,0,0,413,405,5,3,0,0,413,50,337,23,3,0,0,426,378,0,44,0,3,1,0,426,426,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561803,radio,06,756,SAN ISIDRO,713,389,324,713,114,416,183,713,19,49,46,39,41,28,26,43,52,58,37,49,43,41,40,46,33,14,8,1,0,0,713,32,71,29,98,131,31,72,119,93,14,22,1,303,1,302,303,282,18,3,0,303,177,50,64,7,5,0,303,215,55,6,12,15,303,299,3,1,0,0,0,303,303,0,0,303,297,4,2,0,0,303,29,271,3,0,0,0,316,78,0,237,0,0,1,0,316,316,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561804,radio,06,756,SAN ISIDRO,908,469,439,908,123,562,223,908,22,42,59,56,41,49,40,42,70,65,65,64,70,53,62,57,32,15,3,1,0,0,908,42,75,48,135,158,38,97,127,130,18,32,8,350,4,346,350,321,23,5,1,350,164,90,75,12,8,1,350,277,37,2,18,16,350,342,5,3,0,0,0,350,350,0,0,350,341,6,3,0,0,350,33,303,11,3,0,0,383,358,0,23,0,0,1,1,383,383,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561805,radio,06,756,SAN ISIDRO,678,347,331,678,103,447,128,678,30,30,43,40,38,43,59,44,51,44,40,42,46,34,28,25,18,17,6,0,0,0,678,41,51,39,95,107,37,62,94,103,11,31,7,287,0,287,287,260,19,5,3,287,120,70,75,12,10,0,287,181,69,2,18,17,287,283,3,1,0,0,0,287,287,0,0,287,282,5,0,0,0,287,80,199,7,1,0,0,313,209,0,104,0,0,0,0,313,313,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561806,radio,06,756,SAN ISIDRO,705,365,340,705,101,478,126,705,25,33,43,66,48,33,31,39,53,70,47,45,46,32,25,28,21,15,5,0,0,0,705,40,51,55,132,117,31,79,98,78,3,17,4,281,4,277,281,249,27,4,1,281,101,64,87,12,17,0,281,184,54,0,24,19,281,273,4,4,0,0,0,281,281,0,0,281,273,8,0,0,0,281,26,247,8,0,0,0,302,278,0,21,0,0,0,3,302,302,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561807,radio,06,756,SAN ISIDRO,574,323,251,574,86,384,104,574,16,31,39,34,38,34,33,34,48,44,39,34,46,27,24,24,16,8,3,2,0,0,574,24,50,33,89,107,29,66,86,69,5,13,3,232,7,225,232,208,19,5,0,232,82,69,68,10,3,0,232,150,46,1,15,20,232,229,1,2,0,0,0,232,231,1,0,232,225,7,0,0,0,232,16,210,6,0,0,0,248,226,0,16,0,1,4,1,248,248,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
067561808,radio,06,756,SAN ISIDRO,183,103,80,183,33,102,48,183,9,11,13,8,8,14,16,9,14,10,10,5,8,12,9,7,12,4,3,1,0,0,183,12,17,15,39,31,14,15,18,15,2,2,3,78,1,77,78,68,5,3,2,78,29,18,21,1,8,1,78,45,24,1,3,5,78,73,5,0,0,0,0,78,77,1,0,78,77,1,0,0,0,78,10,63,5,0,0,0,78,62,0,16,0,0,0,0,78,78,"INDEC, Censo Nacional de Poblacion, Hogares y Viviendas 2022, procesado con Redatam 7",2026-09-06
